MP-ID,System,G_Voigt
mp-752881,Li2CuS2,20
mp-1321,CdSb,18
mp-867928,ScGaRh2,78
mp-865659,Y2ZnIr,36
mp-865537,TiMnCo2,82
mp-996162,Nb2AlC,115
mp-25689,FeBPbO4,44
mp-984352,Al2CoOs,110
mp-31148,BaZnSn,26
mp-12521,SrNi3Ge2,35
mp-13090,YMgAl,45
mp-862364,Sc2OsPt,71
mp-864933,Mg2AgRh,37
mp-10850,SbTePd,32
mp-8161,CaPdF4,32
mp-861662,CaZrRh2,40
mp-865462,MnV2Os,115
mp-865538,Ti2RePd,74
mp-16916,Ca6FeN5,37
mp-11700,BaCuSb,29
mp-29153,Zr2NiP,85
mp-21359,SbRh2,52
mp-865048,TiZnIr2,107
mp-862287,BeAlRh2,104
mp-4984,SiB2Mo5,141
mp-862610,LiHfIr2,67
mp-30073,La(FeSb3)4,58
mp-568349,Cr(FeSe2)2,38
mp-22736,InCuS2,28
mp-862737,LiHgPd2,25
mp-15963,HfPRu,96
mp-3838,Li5ReN4,47
mp-31031,La4PdO7,56
mp-690785,Na2H6Pt,16
mp-867293,LiCo2Si,116
mp-862602,ScAlCo2,91
mp-5146,Zn(RhO2)2,59
mp-8236,Ba(PPd)2,33
mp-4697,Zn(CrSe2)2,32
mp-862715,Al2RuPd,85
mp-29135,Zr6CoAs2,68
mp-862360,Sc2NiIr,51
mp-571263,KIn9Co2,30
mp-3829,CdSnAs2,24
mp-8307,CaNi4B,62
mp-864997,LiSiPd2,48
mp-862565,ScBr2,20
mp-11818,BaZnGe,29
mp-866298,BaNaScSi2O7,48
mp-5589,Sr(MnP)2,50
mp-5659,Ti3SiC2,139
mp-861733,LiTePd2,27
mp-12761,BeAu2,32
mp-865671,Y2ZnIn,36
mp-16245,CaSbAu,25
mp-867854,Ca2ZnRh,20
mp-7787,HfSO,57
mp-867795,ScNbTc2,67
mp-14476,LiRhO2,46
mp-672340,LiIn2Ru,48
mp-558432,Na3P(SO)2,15
mp-7219,Na2ZrSe3,22
mp-31145,BaCuBi,24
mp-862548,Sc2AlZn,56
mp-865554,Mn2VGe,109
mp-2039,ScMn2,40
mp-1725,CaZn2,25
mp-4842,Al2ZnS4,49
mp-34579,Na3HfF7,18
mp-862711,Sc2CdIn,41
mp-862717,LiAlAu2,39
mp-505297,NbSbRu,66
mp-675009,Y4CuTe8,25
mp-20466,Sn7Ir5,60
mp-8256,ZnPtF6,28
mp-864764,Ta2FeOs,84
mp-19284,NiAgO2,46
mp-15922,Gd2ReO5,59
mp-7942,NaTiS2,39
mp-4989,CrNiAs,61
mp-17577,Ca6MnN5,40
mp-541,Ta3Sb,89
mp-20102,Gd(PdO2)2,57
mp-864772,LiSc2Au,43
mp-6919,ScSnAu,38
mp-13171,YMgCu,24
mp-4083,MgCuAs,36
mp-25054,MoPbO4,24
mp-973736,GeAs3,13
mp-865308,Be2CuRh,78
mp-862779,Tc3Os,177
mp-30921,Y6CoBi2,25
mp-867901,ScTaTc2,75
mp-861637,Ti2AlTc,63
mp-20255,TiSiCu,80
mp-21464,CoReB,154
mp-770881,Mn2BeO4,39
mp-862632,LiCa2Al,22
mp-30727,MgCdAg2,32
mp-30315,Ca3BN3,40
mp-8415,K2HfF6,26
mp-865160,MgGeIr2,80
mp-862700,AlVOs2,140
mp-11259,TiAu,47
mp-864788,NbInRu2,96
mp-2932,Y2Si4Mo3,99
mp-865877,Ti2RePt,81
mp-866164,YMgHg2,26
mp-3532,CrAgSe2,24
mp-989524,LaWN3,73
mp-865680,TiSiOs2,138
mp-22312,Nb4FeSi,84
mp-556546,K2NiF4,25
mp-672259,AlFe2Mo,84
mp-600862,GdFeO3,72
mp-864762,LiMg2Zn,33
mp-11430,Ca3Al7Ag2,40
mp-865899,Ti3Os,50
mp-11023,ScAuO2,51
mp-865442,TiAlOs2,109
mp-18971,Mn(PtO2)3,75
mp-5075,Sc3CoC4,121
mp-867262,ScTc3,92
mp-867507,TaGaFe2,125
mp-1016874,SiHgO3,99
mp-9574,NaBeSb,29
mp-9575,LiBeSb,47
mp-12927,Ba(BeN)2,69
mp-1018020,NiAgSe2,20
mp-3164,BaSO4,20
mp-1018850,OsC2,217
mp-1018770,Li3PrBi2,30
mp-1019743,Ga3BN4,140
mp-1019550,BeGeN2,146
mp-862798,Pt3W,125
mp-1020059,LiGe2N3,87
mp-862339,Sc2GaAg,41
mp-867109,ScZn2Ag,44
mp-866079,MgSc2Ru,18
mp-862432,Sc2AgIr,38
mp-15226,CrWN2,144
mp-10312,HfVGe,89
mp-16482,TiAlAu2,39
mp-574025,HfInAu2,36
mp-646507,Hf2Ni2Sn,67
mp-1023127,Ba4Cu3PbO9,45
mp-9306,Sr2ZnN2,38
mp-29009,Li2MgBr4,12
mp-288,PtS,40
mp-3668,CdGeP2,37
mp-7589,Mg2NF,76
mp-7017,NaNbN2,103
mp-608,TiCo3,91
mp-864937,Mg3Sc,22
mp-20711,Fe3Ge,80
mp-770118,Ba3Ti2O7,52
mp-30066,Sb7Pd20,29
mp-2726,SrCu5,30
mp-865640,TiGeRu2,117
mp-1025517,Ti2InN,85
mp-1025497,AlV2C,132
mp-19331,MnNiO3,89
mp-20174,Ni3Sn4,49
mp-644500,Zn7Mo,50
mp-864931,MgCo2,57
mp-865611,MgRh3,87
mp-867780,Al3Cr,89
mp-27930,Li7Si2,30
mp-510589,MnCuO2,48
mp-1009223,NaAs,26
mp-865712,Ti2MnNi,66
mp-561306,NbCoO4,56
mp-865166,HfPd5,73
mp-21286,MnCoGe,64
mp-866083,Zr3N2,116
mp-866086,MgSiIr2,88
mp-861931,LiPt3,88
mp-866087,MgSiRh2,78
mp-565203,Mn2O3,52
mp-15397,Ti7Al2O15,89
mp-37514,SrCuO2,66
mp-1104,LaMg,25
mp-1025550,Ti2GaN,109
mp-16318,RbTiS2,31
mp-603930,MgSiO3,62
mp-7463,Cu3P,41
mp-865342,Zn3Rh,55
mp-865382,V3Ru,95
mp-505780,Ge7Ir3,84
mp-985287,AgAu3,24
mp-19149,NaNiO2,70
mp-33032,La2O3,43
mp-19761,LaGe2,22
mp-862259,Sc3Al,42
mp-7474,Cu2As,27
mp-7598,NbAs2,92
mp-552265,Bi2SeO2,26
mp-5229,SrTiO3,110
mp-3602,YAl4Ni,61
mp-971911,ZnN,26
mp-27705,Li2Si,27
mp-865425,ZnPd3,48
mp-635713,TiZnO3,28
mp-978270,MgZr3,35
mp-1147,Ti3O5,79
mp-867317,SiCu3,51
mp-29900,NiGe2,48
mp-21040,Zr2Fe3Ge,90
mp-2884,Cs2Mn3S4,12
mp-1009832,TaC,81
mp-18345,La5Si4,28
mp-11736,ZrSiO4,104
mp-542090,Na4Al3(SiO4)3,29
mp-571030,TlPd3,44
mp-1025441,Ta2AlC,124
mp-977273,MgRh5,88
mp-3740,TiNi2Sn,50
mp-562468,TiF3,55
mp-4321,MgSiO3,76
mp-567303,Li2MnP2O7,36
mp-1025170,Ti3B4,216
mp-984873,Al3Fe,55
mp-30766,Li5Sn2,29
mp-30765,LiPt7,85
mp-1327,NdMg,27
mp-19279,Li2MnO2,64
mp-279,LiIr,83
mp-865362,Zn3Ir,62
mp-21237,CoGe,85
mp-547956,MnV2O6,33
mp-865583,Y2Mg,26
mp-776216,AlCoO3,43
mp-12335,MnCN2,39
mp-510436,InPd3,44
mp-1007974,CrNi3,107
mp-5862,CrCuS2,42
mp-863720,HgPd3,38
mp-1898,CeSi2,49
mp-976976,MgPd5,41
mp-1025500,ZnCu2SnS4,32
mp-1025456,CaZrF6,33
mp-21863,Pd3(PbS)2,21
mp-30418,SnAu5,19
mp-1944,CoP3,115
mp-19366,Lu(FeO2)2,58
mp-863677,PmCu3,27
mp-865960,CoRe3,163
mp-867195,SrOsO3,64
mp-27276,Si12Ni31,68
mp-864909,HfAlRu2,80
mp-864745,Na3ZrF8,17
mp-569270,V3B4,234
mvc-4299,Al(SnO2)2,50
mp-557837,SiO2,33
mp-11807,LiPt,59
mp-31152,CaGaPt,25
mp-644311,CuPt,80
mvc-3245,Sr2FeSO3,14
mp-985583,Li3PS4,12
mp-3830,NiAsS,59
mp-865376,YMg3,27
mp-567181,ZrRh,56
mp-864934,MgAg3,30
mp-20059,ZrMnGe,74
mp-570017,MgAu3,33
mp-24082,Ta2H,68
mp-12741,MgPd2,47
mvc-13303,VN,111
mp-4571,CaZrO3,86
mp-861,Hf2Ni,23
mp-973092,ScCu3,40
mp-925,VN,175
mp-2678,VPt,151
mp-1378,LiC,32
mp-676416,V2CN,191
mp-2132,CrN,88
mp-8200,AgP2,30
mp-517,TaSi2,143
mp-36,Sc,24
mp-16960,AlPt2,87
mp-2379,CoSi2,68
mp-755313,Sc2O3,82
mp-565,Sn2Rh,47
mp-2345,Dy2O3,64
mp-8045,V5P3N,96
mp-3660,LiB3O5,53
mp-29896,Y2B3C2,100
mp-549166,SiO2,46
mp-5699,K2CuF4,19
mp-2705,VPt3,117
mp-1604,Pt3O4,59
mp-23211,PrCl3,18
mp-766,As2Ru,110
mp-1885,AlIr,116
mp-11307,MgCd,20
mp-9945,CoTe2,46
mp-2243,NbS,96
mp-20050,InP3,26
mp-551,BaAl2,32
mp-1335,VFe,62
mp-2640,TbAs,55
mp-9563,Li2Sb,26
mp-6947,SiO2,214
mp-1915,Fe2B,145
mp-7375,KNbO3,52
mp-2845,SbPt,32
mp-438,Nd2S3,36
mp-30892,Ba4Bi3,12
mp-2008,FeAs2,116
mp-2105,Hf3Si2,98
mp-23259,LiBr,16
mp-11407,GaPt3,80
mp-949,CoPt,114
mp-13868,PdF4,20
mp-5019,YCo3B2,125
mp-1585,V3Co,113
mp-736,Li3P,36
mp-2229,ZnO,68
mp-11248,LiAu3,26
mp-545820,SnO,30
mp-19856,SnPt,48
mp-8937,CrSi2,175
mp-1019509,B2S2O9,32
mp-813,ScAl2,69
mp-1501,Al3Pt5,64
mp-20516,InPt3,66
mp-28731,V6C5,176
mp-463,KF,17
mp-567412,Y5Sn3,45
mp-22478,FeGe,74
mp-9969,ScSi,74
mp-2339,Ti3Pt,58
mp-23714,SrH2,25
mp-16488,Al9Co2,75
mp-556520,CoF2,42
mp-23715,BaH2,17
mp-567164,BRh,112
mp-559,YPd3,57
mp-1555,V3Sb,81
mp-9459,Y4C5,55
mp-11345,ZrP,86
mp-30491,MgCd3,12
mp-2643,Ti3Cu4,69
mp-32,Ge,47
mp-1299,SiPt2,72
mp-2349,YCd3,26
mp-40793,Si3N4,98
mp-7083,LaSi,46
mp-1067,LiAl,45
mp-14587,ZnP4,36
mp-568328,FeP4,124
mp-561258,ZnS,34
mp-23710,MgH2,37
mp-1019544,BaZrO3,88
mp-10026,ScTe,38
mp-10025,SiRu2,104
mp-1336,PdO,38
mp-21012,Si3Rh5,80
mp-22631,Co2N,95
mp-2744,LiPd,36
mp-23711,MgH2,33
mp-21188,CeNi,16
mp-5285,SrSO4,25
mp-12546,TiCu3,54
mp-18427,Nb2Al,83
mp-22916,NaBr,12
mp-1334,Y2C,38
mp-11279,TiBe,84
mp-597,TiNi,40
mp-30355,SrAg,15
mp-9973,VB,235
mp-9972,YSi,68
mp-29973,SrN,27
mp-7955,Li3Sb,25
mp-996,OsO2,129
mp-23222,Li3Bi,27
mp-684668,CaC2,28
mp-10598,CuSn,37
mp-2430,ZrGe2,74
mp-7576,CrSi,116
mp-638,SrZn5,32
mp-15964,Hf3Sb,50
mp-2420,PW,122
mp-27488,Ta3N5,103
mp-818,SiRh,98
mp-554573,SiO2,34
mp-1039,MgTe,12
mp-11276,BeRh,101
mp-1783,MnS,17
mp-20849,Pd3Pb,47
mp-19862,EuSi2,32
mp-812,Ho2O3,66
mp-11329,P2W,120
mp-5025,Zr2CS,113
mp-2657,TiO2,123
mp-23313,InBi,17
mp-20382,Ti6Sn5,56
mp-10426,Nb2O5,55
mp-1630,Zr3Hg,60
mp-971682,Si3N2,73
mp-10000,Hf2S,76
mp-20937,Cr3C2,175
mp-22033,Ti5Sb3,47
mp-988,Si3N4,125
mp-11322,ZrSi,97
mp-22447,Zr3P,65
mp-22469,InNi3,54
mp-15965,Hf5Si3,88
mp-718,SnPd3,55
mp-2170,Li2Pt,35
mp-708,LaAs,43
mp-18707,Mg3Pt,29
mp-448,CoN,51
mp-570553,FeP4,119
mp-22320,GaRu,90
mp-1482,Zr2Al3,70
mp-730,P2Pt,122
mp-2346,NiAs,46
mp-11565,YRh5,77
mp-754553,Zn3N2,58
mp-470,GeO2,135
mp-21163,SiPt3,44
mp-2758,SrSe,28
mp-21008,Ni3Ge,88
mp-16775,CdCu2,32
mp-764949,MnF3,44
mp-7424,BPd2,52
mp-30338,Y3Al,33
mp-2646,Mg3Sb2,19
mp-1550,AlP,50
mp-875,AlOs,122
mp-567505,SiC,189
mp-30603,ZrCu5,57
mp-2749,TiBe2,107
mp-1638,SrAl2,37
mp-545512,CaO,43
mp-1702,LaRh2,47
mp-2180,HfSb2,49
mp-2157,Co3W,144
mp-30443,Be17Ru3,117
mp-7596,NbNO,114
mp-1909,LaMg2,19
mp-458,Ti2O3,87
mp-30846,Sn3Pt2,33
mp-18337,Be3N2,187
mp-450,NbB2,200
mp-8432,CaCuP,53
mp-849359,Na2NiO3,60
mp-849354,TiV3O8,62
mp-849971,LiVF4,24
mp-849983,LiVF4,23
mp-850062,LiNiO2,57
mp-850247,Na2CoO3,19
mp-850251,Na2Ti9O19,60
mp-850978,VFeO4,77
mp-851027,LiFeO2,84
mp-853130,TiNiO3,74
mp-853247,FeBO3,65
mp-862669,BeFe2Si,127
mp-862260,ScZn3,31
mp-864889,ZrZn3,40
mp-864952,Mg3Ag,23
mp-864936,MnGeRu2,111
mp-864953,MnV2Cr,105
mp-864955,Mn2CrCo,100
mp-865014,Mg2Cu,32
mp-865191,FeGeRu2,100
mp-865193,Co3Pt,92
mp-865588,Y2CuRu,37
mp-7469,NaCuO,23
mp-865939,LiMg2,26
mp-5127,LiCuO,35
mp-865985,CdPd3,48
mp-865798,GaCu3,48
mp-866311,Bi3BrO4,33
mp-865176,HfCu3,32
mp-867300,Rb2Hf2O5,45
mp-867330,Al2FeNi,102
mp-867917,CuGeRh2,69
mp-867904,AlGeRu2,94
mp-868657,Li2VO3,75
mp-8790,Ba2CuO3,40
mp-8911,CuAgS,17
mp-9158,LiCuO2,49
mp-9437,NbFeSb,83
mp-8864,Li(Co3P2)2,100
mp-8800,TlCu3Se2,15
mp-924130,TiNiSn,68
mp-9172,Li4TiO4,43
mp-9060,RbPdF3,26
mp-9223,ScGeRu,86
mp-9248,SiCu2S3,37
mp-9179,Ba3Zr2S7,32
mp-935811,KNbO3,114
mp-9198,Fe(SiP)4,94
mp-9212,NaAlO2,47
mp-9577,Ca3(AlSi)2,36
mp-950995,Li6PS5I,13
mp-971779,ZnRh3,95
mp-9595,NbInO4,61
mp-972042,Zn3Cu,41
mp-9631,AlAgO2,81
mp-971706,ZnBiO3,61
mp-972828,SiCu3,55
mp-972954,MgCd2,17
mp-971909,ZnPd3,22
mp-973374,LiMg2,15
mp-972220,TiPt3,95
mp-9719,Na2LiAlP2,28
mp-973455,LiMg2,24
mp-972793,Si2B2O5,53
mp-972916,MgCu,43
mp-568595,Re4Si7,162
mp-975868,Li3Al,19
mp-975906,LiAl3,35
mp-976262,LiMg,19
mp-976239,LiMg,20
mp-976806,NiAu3,23
mp-976838,Ni3Au,48
mp-977059,MgPd5,45
mp-978508,Si3Os,51
mp-978273,Mg3Cd,17
mp-978269,MgZn2,36
mp-978285,Mg3Mn,35
mp-978552,SiRh3,56
mp-985579,AlFe2,68
mp-2658,AlFe,105
mp-9902,Sc2CoSi2,78
mp-991676,NbCu3Te4,20
mp-555678,Na4Ti5O12,65
mp-980200,Zn3Rh,44
mp-1487,AlNi,84
mp-10048,GaAs,33
mp-996975,CuAgO2,23
mp-985805,AlAg2,31
mp-29678,AgBiS2,17
mp-985825,Al3Cu,50
mp-985806,Al2Cu,49
mp-997041,NaCuO2,30
mp-997034,BaCuO2,36
mp-997055,CuBiO2,26
mp-997054,CuBiO2,23
mp-997031,MgCuO2,70
mp-998981,TiAl3,69
mp-999079,Ti2AlCu,50
mp-998988,Ti3Ga,41
mp-999027,Ti3Al,42
mp-8880,AlP,47
mp-8883,GaAs,41
mp-999540,MnSe,13
mp-13208,Mg2Pt,44
mp-8884,ZnTe,22
mp-19795,InS,19
mp-22887,EuCl2,12
mp-8882,GaP,52
mp-31172,Ca5Ag3,14
mp-796,Nb3Al,22
mp-22882,YbBr2,13
mp-50,Ta,63
mp-11456,HfPt3,107
mp-11455,HfPt,35
mp-191,YRh,43
mp-568273,LiI,11
mp-30849,TaPt2,94
mp-4626,CaCO3,34
mp-8462,Hf3Al2,67
mp-1986,ZnO,47
mp-30840,Ti2Pd3,50
mp-560902,MnF2,35
mp-20738,FeSi2,125
mp-1483,SiRh,84
mp-21385,In3Ni2,46
mp-5724,AlPO4,25
mp-22904,CaCl2,15
mp-1264,CdAu3,18
mp-20648,V2C,119
mp-2450,CaSn,23
mp-15178,Lu4C7,77
mp-1265,MgO,121
mp-2294,Al3Ir,59
mp-2451,YAl3,52
mp-30811,Ni4W,107
mp-241,CdF2,32
mp-5427,Mg2P2O7,67
mp-569794,Ta,61
mp-313,YC2,64
mp-642659,V2H,65
mp-7437,KZnP,29
mp-1317,CoSb3,58
mp-569196,YNi3,53
mp-11190,VSi2,147
mp-2589,MgO2,85
mp-2583,TiRh,50
mp-2580,NbB,199
mp-715553,VO2,65
mp-2582,TiSi2,115
mp-30599,Ti2Cu3,59
mp-30594,Cu4Pd,55
mp-555763,ZnS,33
mp-2513,As2Pt,86
mp-12657,HfAl2,88
mp-31219,Si3W5,123
mp-2512,AsPd5,46
mp-557266,HgO2,19
mp-67,Sc,30
mp-216,Sc2O3,80
mp-571,TiNi,33
mp-20344,Fe3Ge,77
mp-1314,Li12Si7,33
mp-754455,Sc2O3,81
mp-10905,Al3Pt2,75
mp-1960,Li2O,71
mp-10692,CoGe,77
mp-20,Be,122
mp-493,Co2B,105
mp-11441,Hf2Ga3,65
mp-1018087,CeAu,21
mp-555434,As2O5,52
mp-3472,PbSO4,19
mp-917,CaC2,25
mp-28395,B6P,191
mp-22389,Mn3Sn,56
mp-30850,TaPt3,95
mp-20741,ReO3,152
mp-1272,Cr3Ru,96
mp-30856,ZnPt3,72
mp-384,MgP4,38
mp-647,NbS,106
mp-1279,TaN,184
mp-381,SiRu,115
mp-10903,AlPt,49
mp-769096,MnP4,91
mp-30851,Ti3Pt5,76
mp-9812,ZnCO3,51
mp-2283,ZrCo,44
mp-3589,BPO4,65
mp-2287,SiRh,97
mp-7542,GeP3,39
mp-7891,Mg3As2,26
mp-24192,ErH2,57
mp-18316,Mg2Pd,28
mp-13503,ScZn2,48
mp-7140,SiC,188
mp-30746,YIr,50
mp-31337,InPd3,44
mp-24719,NiH,69
mp-1670,MnPt,78
mp-23262,Bi2O3,32
mp-23263,LaBr3,14
mp-10256,VTe,42
mp-2593,AlNi3,95
mp-20426,Fe2As,46
mp-11290,CaSn3,26
mp-567841,Be3P2,75
mp-31205,Zr3Fe,37
mp-193,Zr2Cu,50
mp-10281,ZnS,34
mp-21476,Fe2N,90
mp-1056,Tb2O3,62
mp-3955,AlPO4,36
mp-21342,V3Sn,23
mp-487,MnP4,118
mp-633538,B9C,127
mp-30672,Ti3Ga,57
mp-20351,InP,33
mp-644481,ScO,103
mp-929,ZrCo2,76
mp-22913,CuBr,14
mp-921,YRh2,64
mp-20194,CeO2,78
mp-922,CoPt3,94
mp-341,PbF4,33
mp-927,CuP2,53
mp-1114,VP,128
mp-390,TiO2,57
mp-2116,ZrMn2,49
mp-566755,NiF2,50
mp-1118,SiNi2,65
mp-12086,Cu3Pt,59
mp-1784,CsF,10
mp-7440,NaP,14
mp-14019,NiB,113
mp-11452,HfOs,118
mp-13450,HfSb,65
mp-558378,Pd3S,42
mp-1018157,CrN,74
mp-1029,BaF2,24
mp-2472,SrO,56
mp-19895,NiSb2,45
mp-1591,Al4C3,115
mp-1595,Nb2O5,54
mp-1594,Ni2Ge,48
mp-316,MnV,130
mp-1592,Ag2Te,15
mp-1203,TiO,109
mp-2337,HfCo2,74
mp-1027,HfRh3,121
mp-1200,TbCo5,47
mp-22795,Pb2Au,13
mp-2367,LaC2,47
mp-315,PbF2,22
mp-427,FeAs,90
mp-1696,CdPd,47
mp-5409,Y4Al2O9,65
mp-20599,PdPb2,19
mp-11280,TiBe12,67
mp-2680,LaB6,143
mp-11284,CaGa2,42
mp-712,YCu,35
mp-1869,GaPd2,43
mp-2696,MgAg,34
mp-2698,YCu2,23
mp-2562,MnS,16
mp-2567,V3Si,74
mp-11281,Be2V,138
mp-19876,InNi,51
mp-585,MnB2,177
mp-2697,SrO2,41
mp-5625,Ag2SO4,12
mp-19177,CrO2,114
mp-1968,La2O3,47
mp-12104,NbSi2,141
mp-583,CoAs,83
mp-755875,Ti3O4,99
mp-20369,CeIn3,34
mp-12108,VPt2,122
mp-1969,NbSb2,72
mp-561637,VO2,63
mp-3519,ZrSO,50
mp-22646,InPd2,37
mp-546794,SiO2,37
mp-933,YAs,54
mp-934,LiTl,18
mp-936,Hg4Pt,31
mp-938,GeTe,28
mp-18712,Mg3Pd,21
mp-363,NbGe2,106
mp-21296,PtPb4,15
mp-94,Cd,18
mp-1108,TaB2,202
mp-10759,GeSe,49
mp-2554,Al3V,102
mp-930,ZrP,86
mp-1018142,NbN,19
mp-485,ZrNi3,71
mp-364,AlRh,102
mp-20211,Mn3Si,107
mp-530074,B4C,192
mp-1918,FeRh,85
mp-4779,Li2B4O7,47
mp-1215,Ti2O,112
mp-542595,Ge2W,138
mp-23152,Bi,15
mp-1219,BaGa2,24
mp-20847,Ti5Sn3,51
mp-1216,YbO,91
mp-9918,LiGe,23
mp-2706,SnF4,42
mp-2460,Er2O3,74
mp-30655,Ga4Ni3,63
mp-380,ZnSe,27
mp-11684,SiO2,62
mp-11470,Hg2Pt,30
mp-2515,CrPt3,99
mp-11385,YFe5,68
mp-556961,SiO2,46
mp-189,SiRu,106
mp-1278,Zr2Si,88
mp-673635,Fe3N,94
mp-16514,Al3Ni5,84
mp-4559,BaCO3,24
mp-9371,ErF3,53
mp-12684,LaAl,34
mp-753890,Ni2H,74
mp-16860,Mg13Ir3,28
mp-971631,GaP,42
mp-22323,In2O3,61
mp-13033,MgTe,13
mp-2685,HgPd,37
mp-33137,TcO2,125
mp-714882,MnO,66
mp-1883,SnTe,32
mp-7938,KNbS2,45
mp-714880,VO2,129
mp-18835,VPO4,68
mp-758933,B8O,183
mp-9716,TiBO3,80
mp-11499,YMg2,23
mp-11567,ScZn12,49
mp-33009,MnO2,120
mp-568696,SiC,189
mp-755690,NbO2,108
mp-10196,Ta2N,128
mp-3934,Cu3PS4,37
mp-1113,BW2,153
mp-10744,Si3Pt2,36
mp-374,CrB2,184
mp-13683,HfGe2,72
mp-5373,Y2Ti2O7,99
mp-1138,LiF,52
mp-2490,GaP,54
mp-1229,CuF2,29
mp-1222,CrSi2,157
mp-2493,CeN,76
mp-11397,Ga3Ni2,64
mp-19575,Cr5O12,42
mp-10497,SrC2,19
mp-1842,NbAl3,107
mp-11393,Nb3Ga2,99
mp-2783,Ta2Si,114
mp-569167,Nb4N3,153
mp-1020011,Li14P2(N2O)3,70
mp-20196,NbTe4,22
mp-1804,Fe3N,96
mp-6986,Ta,10
mp-20971,SnPt3,60
mp-30797,Nb5Te4,47
mp-2209,CeGa2,57
mp-6988,FeN,73
mp-11571,YSn3,18
mp-1667,Co2Ge,58
mp-11578,VZn3,69
mp-553432,TiO2,15
mp-16523,Al3Pd5,52
mp-986716,Sr3N2,23
mp-1519,CaTe,25
mp-1498,Al21Pd8,50
mp-1491,VB2,243
mp-317,SnRh,54
mp-1128,SiIr,97
mp-15617,Cr5B3,196
mp-15619,GaAs,41
mp-1124,MgZn2,28
mp-8352,SiO2,61
mp-13119,CdO,19
mp-406,CdTe,15
mp-13126,ZrN,89
mp-25620,V2O5,32
mp-861943,BPt3,16
mp-11192,TaSi2,143
mp-11191,CrSi2,157
mp-30671,Ti2Ga,64
mp-16526,AlPt2,59
mp-559798,NiF2,50
mp-370,CdS,34
mp-171,VNi3,109
mp-2488,SiOs,101
mp-1458,Nb3Ir,109
mp-1851,SnPd2,26
mp-2797,YCu5,42
mp-1779,YbTe,28
mp-1775,SnAu,21
mp-10390,Ta2O5,76
mp-2795,ZrC,159
mp-27710,CrB4,265
mp-30785,Mn3Pt,59
mp-18922,Mn5O8,60
mp-2517,Ca2Si,23
mp-6997,Sb2Te,25
mp-6996,SmB6,120
mp-572283,SiO2,44
mp-2516,YZn,32
mp-1934,LiZn,31
mp-1882,CaCu5,38
mp-25545,MnO2,61
mp-13164,Ti2Pd,67
mp-306,B2O3,41
mp-20943,TePb,10
mp-2839,CeC2,56
mp-12802,AlCu3,48
mp-19326,MnO2,75
mp-18937,V2O3,81
mp-742,Ti2Cu,60
mp-13010,YSn2,38
mp-1695,Y2C3,66
mp-81,Au,21
mp-603694,Si3N4,134
mp-776911,MgO,49
mp-19399,Cr2O3,114
mp-19094,VO2,129
mp-350,Zr5Te4,37
mp-2557,Zr2Al,54
mp-2053,Nb3Sb,84
mp-17639,Y2Zn17,51
mp-12659,Mn2Nb,75
mp-17413,Ti3Rh5,75
mp-2058,Ni3B,85
mp-18759,Mn3O4,52
mp-1793,Zr3Te,40
mp-642644,V2H,66
mp-1929,NdB6,127
mp-1798,CeMg3,32
mp-8484,ZnO2,62
mp-1502,Al2Pt,39
mp-1159,Zr2Fe,35
mp-1157,TaNi2,90
mp-30684,Zr3Ga2,69
mp-351,SiNi,94
mp-30685,ZrGa3,76
mp-23195,Bi2O3,24
mp-21167,Ni2P,42
mp-30683,ZrGa2,64
mp-1086,TaC,221
mp-36779,PNO,58
mp-7506,Cr5Si3,134
mp-30682,ZrGa,78
mp-1799,TaCo2,120
mp-3822,SrCO3,30
mp-1791,Al5Rh2,77
mp-22154,In2Au,18
mp-1867,Ta2Ni,83
mp-11454,Hf2Pd,60
mp-6930,SiO2,46
mp-22498,CrSb2,37
mp-2126,HfIr3,160
mp-2121,ScAl3,71
mp-2234,Er2S3,33
mp-560338,CrF3,48
mp-468,AlF3,68
mp-1416,NbF4,41
mp-284,AlCo,120
mp-1823,Ti3Al,62
mp-20465,As2Pd,52
mp-24726,TiH2,35
mp-27919,Ti8C5,117
mp-11550,Sc2Pt,29
mp-10162,La3Si2,30
mp-1152,TiRh3,135
mp-1038,MgCu2,39
mp-12065,Ag3Pt,39
mp-754698,NbO2,54
mp-305,TiFe,102
mp-30572,Hf2Ga,65
mp-753,ZnSb,29
mp-867351,Tc,142
mp-24728,VH2,91
mp-1797,MnNi,68
mp-7709,ZnF2,32
mp-1437,LiCd,21
mp-22864,Bi2Pt,24
mp-5348,MgCO3,67
mp-11883,MgIr2,65
mp-9244,LiBC,170
mp-30885,YZn5,49
mp-432,NbRu,53
mp-437,MgAu,35
mp-430,TiO2,91
mp-592,TiRu,110
mp-8943,PtF4,20
mp-1145,TiB2,256
mp-34688,TiO2,59
mp-1099,NiGe,70
mp-2225,Be2Fe,146
mp-2221,Zr2Ag,45
mp-12794,Al2Cu,52
mp-1005,FeP,132
mp-1849,Mn2P,99
mp-1841,SiIr3,120
mp-30875,Ti2Sn,63
mp-36066,PNO,57
mp-22095,Ga2Pt,24
mp-9339,NbP,113
mp-2534,GaAs,42
mp-2533,NbO2,110
mp-1018664,CeO2,59
mp-2536,Ni2B,101
mp-20928,Sb2Ru,82
mp-11239,ZrAg,51
mp-22787,Fe2Si,122
mp-1018067,CrFe3,97
mp-1017552,Bi2O3,37
mp-864984,MnV3,59
mp-2027,HfCo,56
mp-75,Nb,24
