mpid,formula,mu_b
mp-1035008,SrMg14CoO16,3.0048977000000003
mp-1003856,MgMnO2,19.9998489
mp-764370,LiCoF3,9.000000300000002
mp-1079065,Zr3Co,-9.11e-05
mp-1035403,NaLiMg14O15,0.0
mp-11772,Ba3Ti3(BO6)2,-0.00014040000000000002
mp-27637,NiBr2,-0.0005307
mp-1073935,Mg6Si5,-6e-07
mp-23846,KHF2,0.0002984
mp-645183,Na5Gd(MoO4)4,13.9981677
mp-1096510,Y2SnHg,-0.0
mp-1038196,Mg30NbAlO32,3.0449326
mp-996162,Nb2AlC,0.0006194
mp-865144,CdAu3,6.2e-06
mp-1080617,GeH4,2.12e-05
mp-772456,Li2Mn3CuO8,19.9972389
mp-772577,Li3Ni3SbO8,4.0003177
mp-631450,BeGe2Te,0.0007042000000000001
mp-16334,Fe3PdN,8.2912968
mp-571655,B4C,4.08e-05
mp-771198,Li5Co3(SnO5)2,7.9998084
mp-1034059,Mg14TiBiO16,2.7882731
mp-765926,VF4,1.9999581
mp-20210,Ag2PbO2,1.01e-05
mp-1034025,Mg14TiCdO16,-2.0053341
mp-849730,Na2Ti4O9,-0.0078346
mp-505274,Na2SO4,0.0
mp-1076986,TaCo2,1.7973799
mp-763136,FeOF,10.0000146
mp-626085,Si2H2O5,-0.0016183
mp-769666,Li5Mn6O12,23.000855800000004
mp-19253,NdVO3,2.0130516
mp-8624,K2Sn2O3,6e-07
mp-492,TiN,9.9e-06
mp-1073367,MgSi2,-4.2e-06
mp-561622,Cs2AgAsS4,-2.3e-06
mp-1064333,P,0.0
mp-761595,Li3Si6NiO15,12.0067725
mp-30369,Ca7Au3,0.0205423
mp-695511,Na2CaTi2(GeO4)3,0.0001043
mp-566047,K2Mo(SO5)2,0.0025143
mp-764695,Li2VOF4,1.9994943
mp-707900,PrH20S4N5O16,6.7e-05
mp-775036,Li2FeO2,4.0000019
mp-15541,KNa2Si12(BO10)3,-1.8e-06
mvc-15158,Ba2CaFe2CuF14,19.9998437
mvc-3991,Zn2Ni2O5,4.0287649
mp-7535,Li5AlO4,0.0
mp-21046,U(GeIr)2,-0.08619919999999999
mp-15949,Li(NiGe)6,-1e-07
mp-22821,SnP2PbO8,0.0
mp-767474,LiVSiO4,11.999417
mp-20049,LiFeP,-0.00017069999999999998
mp-972461,Sm3Zr,0.0003695
mp-676878,Yb2EuS4,0.4062909
mp-1080760,ZrAlPt,-2.42e-05
mp-756066,Ho2Zr2O7,5.2e-06
mp-684934,U5O11,8.0024655
mp-573373,PICl8,0.0019377
mp-773528,Na5LiFe2P2(CO7)2,15.9998483
mp-19936,Sc(MnGe)6,11.5420394
mp-33024,H2S,0.0
mp-715560,V6O13,3.9993691
mp-776053,Li2TiMn2O6,15.9992356
mp-1029726,Li6IrN4,1.4654728
mp-781707,La4Al2O9,-0.0030813000000000004
mp-909,As2Se3,-0.0004746
mp-23302,RbI,0.0
mp-19214,CeVO4,2.0000003
mvc-15009,MgMn2O4,16.0000005
mp-1097170,Be2IrRu,3.666669
mp-28967,Ba(PdS2)2,-0.0009159
mp-849233,Li2Mn3(BO3)3,28.002229600000003
mp-555967,TaP4S4Cl5,-0.00103
mp-764978,LiCo(CO3)2,7.9998418
mp-764235,Li3Co2Cu3O10,4.044792
mp-1095028,Zn3CrSe4,4.0000014
mp-1027864,Mg14ZrSb,-0.0005577999999999999
mp-773387,Li4Fe5Co3O16,29.0003079
mp-765784,Li2CrCoO4,6.9995522
mp-1098206,Mg30FeBO32,3.1876249
mp-1075532,Mg5Si6,5.27e-05
mp-679,Er2O3,0.0
mp-865275,TmZrOs2,4.4e-06
mp-722977,Na2Si(H3O2)6,0.018957
mp-1027901,HfMg14Fe,-0.0078188
mp-1098985,Mg14AlNiO16,0.9999985999999998
mp-6081,Ba2Ti(SiO4)2,0.0033105
mp-27301,Rb3Au3Cl8,-0.000582
mp-24976,Fe2P4PbO14,9.9471133
mp-613206,EuGe2Ir,13.800437400000002
mvc-608,YCr(WO4)2,4.9999892
mp-778912,Gd2(WO4)3,56.0009706
mp-14795,K6CoSe4,6.0000003
mp-626357,FeHO2,19.997885600000004
mp-567474,Li2CrCl4,4.0000001
mp-1096094,LiMgAg2,0.0101258
mp-866661,K3Dy(AsS4)2,6.06e-05
mp-1079744,SmCdPd,0.0004305
mp-764897,Li8NiO5F,1.0000178
mp-972526,SmSnAu2,0.0001848
mp-505236,V2Hg(P2O7)2,3.9999999
mp-703515,CaCuSiH2O5,3.9998909
mp-849515,LiMnPO4,40.0014294
mp-699324,LiFe(PO3)3,8.0001781
mp-29519,KAuI4,4.4e-06
mp-1021366,KRbMg6,0.006863800000000001
mp-1024947,YbBi2,-0.027110200000000004
mp-622201,Ba7Fe6CuF34,28.9999993
mp-1070976,PbClF,-0.0002108
mp-526,CaTl3,0.0001548
mp-1097012,FeCoO2,7.0585878
mp-1003509,Ti3In,7.390000000000001e-05
mp-21733,Sr(InSe2)2,0.0
mp-1033354,Mg6NbBiO8,4.0585665
mp-19033,WO3,-3.47e-05
mp-771114,Li3Mn(NiO2)4,5.9999997
mp-1028143,Mg14MnC,3.4253515
mp-31980,LiMn(PO3)4,7.9999996
mp-867844,RbAgF3,3e-07
mp-774164,Li2V3SnO8,20.0000013
mp-715514,V2O3,3e-07
mp-27970,K2CdN12,0.0
mp-15622,HfSe3,4.56e-05
mp-850512,LiVP2HO8,7e-07
mp-30622,Dy5Ru2,-3.64e-05
mvc-14264,Fe9O13,24.0000017
mp-556475,KLaPdO3,1.5e-06
mp-19161,Ca2CoWO6,6.0000004
mp-756544,LiLaO2,-1.7e-06
mp-22611,InFe2CuSe4,-0.0077251
mp-39440,Ca2MnIrO6,3.9512488
mp-31584,Na3CoO3,8.0000001
mp-863066,Ta6Pb4O19,-0.007321300000000002
mp-769060,Bi12BO20,0.6905688
mvc-16217,ZnBiF5,-0.0
mp-998527,NiBiO3,4.0
mp-961685,NaCaAs,-6.2e-05
mp-22968,NaClO4,0.0
mp-557158,CrMoF6,5.999982900000001
mp-756098,BaSrI4,0.0006906000000000001
mp-556283,Na2TiSi4O11,0.0037763000000000007
mp-612405,Fe3O4,3.9999992
mp-764129,Li9V3P8O29,11.9984798
mp-690929,Cs4MgZr3(PO4)6,0.0
mp-768883,Sn2(SO4)3,0.0061995
mp-778560,Li2VPHO5,6.0005045999999975
mp-759333,Na7Ti11O24,0.7076972
mp-972825,SiH8,3.89e-05
mp-771499,LiFePCO7,16.255520399999998
mp-1031606,Mg6VCdO8,3.0078267000000003
mp-581259,K2U2WO10,0.0004457
mp-656045,Rb2MnCl4,5.0002915
mp-734194,BeH8(IO5)2,-0.0064051
mp-30907,Dy3Co11B4,0.0007559999999999999
mp-979965,YbSmPt2,-1e-06
mp-744926,Fe3P2H6O11,56.02930840000001
mp-574430,BaUI6,4.0000003
mp-565569,NaAl(MoO4)2,0.0001075
mp-1023395,Mg6AlSn,0.00235
mp-778884,LiFeBO3,36.0001723
mp-1076637,K3Na5V2(Mo3O10)2,56.060671
mp-989559,Cs2NaLiF6,2.0001711
mp-8187,K2ZnO2,-3e-07
mp-554572,K3NbP2O9,0.0006487
mvc-6536,Cr2CuO7,-0.0045512
mp-744044,KSr3La8Mn12O36,43.0035181
mp-540356,LiFe(PO3)4,9.9965213
mp-631428,TlCoW,-0.0009568
mp-1065540,AlC3,1.8100000000000006e-05
mp-30784,Mg2Zn11,-1e-07
mp-1035536,LiMg14SiO16,3.2e-06
mp-646218,BaY(CoO2)4,79.98434990000001
mp-28204,CsH7O4,0.0
mp-555934,VF2,5.9999968
mp-571439,Ce10Ga5Br4,21.103318100000006
mp-757207,YH5S3O13,0.0009209
mp-8218,PrAlO3,0.0
mp-556637,Ba6Na2Nb2P2O17,0.0047829
mp-696420,ZnH8C2(SN3)2,-0.0009595
mp-16084,Pr3Co29(Si2B5)2,37.5421766
mp-2881,Tb(GeRh)2,-4e-07
mp-763411,Li3P3WO11,4.0
mp-767523,Na2SmPCO7,-0.0002022
mp-777580,V5O12,1.0031755999999998
mp-1023480,Mg6AlNi,-0.0010376
mp-16461,Gd2Si2O7,55.9999985
mp-705562,Mo4P5O24,2.0008666
mp-685283,Ag13Bi15I64,0.6165461999999999
mvc-16268,YMn3O6,47.8994599
mp-771872,V2NiO6,3.9993479
mp-770705,LiVTe2WO12,0.0004066
mp-769509,Li4TiMn8O18,56.0001358
mp-23849,Li2H2SO5,-0.0005912999999999999
mp-703350,La2(GeO3)3,-5.550000000000003e-05
mp-28802,Sr4Zn3F14,-0.0006383
mp-556877,Ba7Ru4Br2O15,9.1475574
mp-569529,Ba2Bi3,0.0016136
mvc-9234,PrMg(AgO3)2,2.52e-05
mp-1023485,Mg6AlZn,0.0017542000000000002
mp-1031808,Mg6SiNiO8,2.0268532
mp-540632,RbTa(GeO3)3,-1.4e-06
mp-776664,LiV3OF11,6.0005915000000005
mp-1072298,Ta2Si,0.00011440000000000004
mp-769366,Nd3SbO7,-0.0007877000000000001
mp-15910,Re2SbO6,1.36e-05
mp-20415,GdPbAu,-7.0032754
mvc-2214,CaV(PO3)4,6.0102465
mp-1096093,LiY2Cd,3.0
mp-504733,Ti3Fe3O,29.045935600000004
mp-677726,Al12Si12Ag16S5O48,-0.901845
mp-1072572,UB2Ru3,-0.0001066
mp-771542,Li3FeAsCO7,8.0005326
mp-757111,SbOF3,-0.0011264
mp-542443,TlCr3S5,-0.0254035
mp-631516,Be2HgTe,-0.0004046
mp-777457,Li2FeF4,31.9993288
mp-705476,Ba2La3Ti2Cr3O15,9.000027000000003
mp-24935,Sr3Fe2Cl2O5,9.9999963
mp-1038613,BaMg30BiO32,-0.0
mp-765907,LiMnF5,24.0037817
mp-761309,TiNi(PO4)2,1.9999971
mp-776625,Li3Ti2(PO4)3,3.7973865
mp-21140,CeSb,0.9952381
mp-974846,Rb3Os,1.8504779
mp-767101,WO2F,2.0000021
mp-971911,ZnN,2.44e-05
mp-23247,ZrBr3,0.0001892
mp-765965,LiNi(PO3)4,6.2493784
mp-849220,Li2Fe(SO4)2,31.9994821
mp-961677,TaGaPt,9.78e-05
mp-6571,BaCuAs2O7,4.0002925000000005
mp-1026466,Mg14SbMo,2.2443531
mp-16970,Na2Si2O5,-3.41e-05
mp-1069706,K2PdSe2,-0.0
mp-1546,DyMg3,0.0003853
mp-581217,Cs2Nb4O11,-0.0006656
mp-560255,NbPCl8O,0.0
mp-574199,Sm(NiP)2,0.0031173000000000004
mp-677617,KMgP2H5O9,0.0075945
mp-776761,LiCr(SO4)2,8.9994479
mp-764917,Li3VO3F,4.0000001
mp-733968,BaCaP2(HO4)2,0.0029273000000000003
mp-568977,SrMnO3,11.9999364
mvc-9048,ZnCr2(PO5)2,7.9932657
mp-23121,Sr5P3ClO12,-0.0001041
mp-647169,C10F3,0.0004113
mvc-9019,LaMgFeMoO6,14.0011386
mp-1028329,Mg14NiBi,-6e-07
mp-27990,B2H5,0.0
mp-746030,NaFePO4,16.0027466
mp-685079,Nb32N27,0.1547726
mp-696272,HgHNO4,-0.000172
mp-1022217,Mg6NbFe,-0.0243129
mvc-8519,Si4SnO10,-0.0
mp-1416,NbF4,0.9787985
mp-698296,UH12C4SN2O9,-0.0036912
mp-1027953,YMg14Bi,0.0011198
mp-977352,ThMgZn2,-1.7e-06
mp-568836,Ba3GeI2,3.3e-06
mp-780576,Li2Sn(SO4)2,6.06e-05
mp-676306,Dy7(CuTe4)3,0.0070598
mp-2108,Ti5Si3,3.81e-05
mp-976017,Li3Co,1.0229215
mp-982665,K3In,0.0007499
mp-626210,Sr(H8O5)2,-0.0006656
mp-7709,ZnF2,-0.0001166
mp-694933,MgTi3Pb5WO15,-0.0053712
mp-754263,Ho2CuO4,0.0093651
mp-558137,AlBPbO4,0.0
mp-680094,CdI2,3.5000000000000016e-06
mp-11521,ScNi,-0.0001254
mvc-12760,CaNiWO6,0.0
mp-849453,Fe10O9F11,48.9994032
mvc-9400,Ba2AlSn2F11,-0.0
mp-775112,Li2CoSnO4,3.0000155
mp-1094549,MgSb2,0.0004968
mp-630019,GdAl2Ni,0.0001795
mp-7720,Ce2Ga10Ni,-0.0450609
mp-978553,SiAs2,0.0051311
mp-1075742,Mg5Si9,5e-06
mp-780234,Hf2N2O,0.0
mp-19536,La4Mo2O11,8.0000005
mp-764950,Li4CrSb(WO6)2,3.0005837000000004
mp-765086,Li5V3P8O29,4.0017567000000005
mp-1076848,Sm2Ag2O5,-6.5e-06
mp-4320,CuTeO3,-6.1e-06
mp-760091,Nb(SO4)2,8.0642209
mp-677724,U8Bi2O19,14.7312703
mp-22446,Li2PrSb2,-6.73e-05
mp-1028330,Mg14TiV,4.8852720000000005
mp-629080,Fe2C9O7F4,-0.0044699
mp-652744,POs6C18ClO18,0.0012824000000000002
mp-554263,Ca2BClO3,-0.0002396
mp-1097761,Gd(CuSi)2,6.9710122000000005
mp-7352,MgCuP,0.0002411
mp-567314,ErNi,0.00016769999999999998
mp-553310,CsCuO2,0.0
mp-761697,Ti5Fe11O24,50.0091192
mp-646431,SrCo2Te3(ClO4)2,23.9999537
mp-8796,Sr2LiSc(B2O5)2,0.0
mp-768234,La2HfO5,0.00064
mp-1017461,LaMg6C,0.0009999
mp-556489,Ta2SnO6,-8.1e-05
mp-1039958,CeMg30BO32,0.9822292
mp-866024,Be2RhAu,6.3e-06
mp-5884,TmPO4,0.0
mp-780929,LiMnF4,15.9988533
mp-849350,LiMn3(BO3)3,26.002407
mp-754454,Cd(AgO2)2,-0.0001611
mvc-1915,Ca2Ti9O13,0.6917270999999999
mp-780632,Li10Fe2Co3Ni3O16,27.0000433
mp-1077351,ZrGaCu,-0.0001175
mp-1093932,Hf2CoNi,0.0753284
mp-560530,Nb2Cd2O7,-0.0001046
mp-862991,Pm2AgRu,-0.0004064
mp-781604,VOF2,6.0003525999999985
mp-1112,CeCo2,-0.0001647
mp-763243,Co3(OF2)2,21.9681864
mp-310,NpCo2,-4.3843487
mp-757796,Al2H10S3O17,0.006520999999999999
mp-31483,Na5TlSn3,-1.09e-05
mp-505063,Nd(Mo4O7)2,42.0000007
mp-780003,La2P4O13,0.0006799
mp-768427,Ba2YBr7,0.0030809
mp-764679,LiFe2(BO3)2,35.9996338
mp-1040328,KRbMg30O31,-0.0
mp-650858,Co6Ge2(CO)19,-0.0005598
mp-9348,KRb2ScF6,-7.709999999999999e-05
mp-626361,Pr(HO)3,0.0
mp-19212,Rb2MoO4,0.0
mp-8613,MnPS3,9.9999994
mp-764335,V6O7F5,11.00006
mp-1078998,LaClO2,-0.0
mvc-16728,Y(VS2)2,9.998447
mp-769624,Li3Co3CuO8,10.3094646
mp-541053,SiI2,0.0004065
mp-12593,ScIr3,-3.03e-05
mp-676450,Li2UBr6,6.0000003
mp-978286,Mg3Mn,3.4152924
mp-510249,BaV13O18,30.9999999
mp-505528,Nb3P,-1.84e-05
mp-1069330,Nd2AlNi2,5.400000000000002e-06
mp-32457,V(PO3)4,2.0
mp-1034815,Mg14CrSiO16,4.0089714
mp-772431,CoH8(CO5)2,6.0003946
mp-12682,NaMnTe2,4.0
mp-1018719,HfTaNO3,-0.000114
mp-862559,LaCd3,0.0005466000000000001
mp-1068036,CrPbO3,1.9994181
mp-647209,Ga4P4O17,11.008093400000002
mp-566219,FeH14C4NOF4,9.9980406
mp-39412,SrLaMn2O6,6.999998700000001
mp-557200,K4Nb11Al2O20F,0.0
mp-1040044,LiHfMg30O31,1.0
mp-27838,Na3Bi,-0.0002037
mp-770832,Li2BSeO4,-0.0001797
mp-608366,CuN6,1.1194045
mp-1013553,Sr3AsP,-2.05e-05
mp-610190,Zr9(In2Co)7,-1.5634860000000002
mp-22548,Th2CoB10,9.5e-05
mp-1683,ZrSe3,-7.28e-05
mp-30578,DyCu5,0.0012242000000000002
mp-27221,Ca2Hf7O16,-0.0035273
mp-554576,Rb2In3F11,0.0
mp-1020030,LiAl(GeO3)2,0.0034212
mp-1023000,NaMg6Mn,7.8526067
mp-616425,MnC6S2NO5F6,0.0057134
mp-23617,Mg3B7ClO13,0.0
mp-686729,Na7AlSn11(PO4)18,0.0017343
mp-766629,Li5V3P8O29,3.9871467
mp-570436,CaIr2,-4.2100000000000014e-05
mp-777900,Li3FeF6,9.999487
mp-640859,DyMn4(CuO4)3,14.050615900000002
mp-770173,Mg2Mn3O8,18.001730399999996
mp-850366,Li3MnFe2(BO3)3,25.9998223
mp-25188,Nd2(WO4)3,5.83e-05
mp-777021,Mn5FeO12,38.0048829
mp-866153,TiAlRh2,4.19e-05
mp-752473,SmTh4O10,0.1490908
mp-16526,AlPt2,-3.8e-06
mp-989472,B2(CN2)3,0.0
mvc-10897,Ca2CoWO6,6.0000290000000005
mp-4107,Li(CoGe)6,0.007665600000000002
mp-21854,Nd3TlC,9.13e-05
mp-1099844,Sr2Ca2Co3CuO12,20.1248745
mp-764028,Li3Co4O4F3,11.9427627
mvc-3874,ZnBiO3,0.0
mp-1080274,CeSe2,-0.0001484
mp-770014,Li3VBPO7,3.9998033
mp-540688,SrIn2O4,-7.26e-05
mp-861569,CrSbO4,5.9995617
mp-818838,TiFeO3,8.0001145
mp-410,YbPt2,6.1e-06
mp-694756,Li2Ni3(P2O7)2,11.9995117
mp-1097008,K2O2,1.9999998
mp-764513,Li3Fe8(BO3)8,36.999932
mp-1076973,TiGeSb,8.05e-05
mp-1038357,HfMg30BiO32,2.2475255
mvc-10891,Mg(CoO2)2,7.9999997
mp-775025,MnCu(PO4)2,7.5181914
mp-1030615,Te4Mo3WSe4,-0.00067
mvc-10246,Be3Cu2(SiO4)3,15.538844199999998
mp-763290,V3(O2F)2,10.0001526
mp-505663,CsTi2Cl7,4.0322074
mp-1098444,LaHfMg30O32,1.8952079
mp-7219,Na2ZrSe3,0.0
mp-998391,RbTlBr3,4.45e-05
mp-767160,Ca5MnO6,4.999909400000001
mvc-4630,Mg(AgO2)2,7.575626299999999
mp-567336,CdI2,-9.15e-05
mp-770433,Ag11Hg9,0.0032821999999999994
mp-1094270,Sr3Mg,5.0219032
mp-1095046,La(GeIr)2,1e-07
mp-3455,Er(NiP)2,0.0001141
mp-763740,LiFeSiO4,10.000777
mp-560848,AgSbPbS3,0.004534600000000001
mp-556212,K4U5Te2O21,7.13e-05
mp-571211,V3Si,0.0002306
mp-763089,LiFeCo3O8,7.9596559
mp-975044,Li(SiRh)2,0.002632
mp-755779,CaLaI5,9.12e-05
mp-1073599,MgSi2,5.700000000000001e-06
mp-1095892,MgGaAu2,0.0028807
mp-628327,Fe2O3,47.8139978
mp-1097767,H3S,0.0001311
mp-707068,KH8O4F,-0.0010388
mp-1078453,BaAlGeF,-1.4499999999999993e-05
mp-695945,Na2H4RuC5(N2O)3,-3.17e-05
mp-558026,SbSe(IF2)3,-0.0016963000000000002
mp-561486,Na2Mg5(PO4)4,8.400000000000001e-06
mp-568437,Yb2Zn17,1.26e-05
mp-541931,ZnCdC4(SN)4,0.0005903
mp-972626,SmGaAu2,0.0004273
mp-1036069,Mg14MnCdO16,5.0000012
mp-1095690,Tm2Au,3.46e-05
mp-776235,Zr2N2O,0.0041017
mp-1064244,Sc,-0.0122851
mp-23009,Ca2BrN,7.4999999999999985e-06
mp-1033223,HfMg6BO7,1.0648383
mp-570838,CdHg4(AsI2)2,0.0
mp-764253,LiVOF3,4.0002229
mp-1032466,SrMg6MnO8,4.9999652
mp-766743,LiCo15O16,44.0000007
mp-569282,LiCa10MgSb9,-9.9e-06
mp-764105,NaNiPO4,3.9997823
mp-554240,NaCa4(BO3)3,4.1e-06
mp-505368,As2Pb3O8,0.0006387000000000001
mp-3344,CeAlRh,1.8915591
mp-1080857,CeSe2,1e-07
mp-1029520,Mg2CrN3,2.0009678
mp-569912,Ca3SiBr2,-0.0011944
mp-566645,MnH6SO6,20.004438600000004
mp-1032037,BaMg6ZnO8,0.0
mp-707938,MgH18C4SN8O9,0.0041157
mp-696308,B3H7CO,-0.0013458
mp-557600,SbC2N(OF3)2,0.0001346
mp-1093777,BeHPt2,0.9999998
mp-17322,SrCu2SnS4,0.0002457
mvc-8464,NiP2WO9,7.9944629
mp-1078839,PrCoSb2,1.379679
mp-19422,Na3VS3O,-9.93e-05
mp-24083,Th2AlH4,-0.0001622
mp-28151,Ho3Ni19B10,-0.0029357
mp-573096,Cs4UC3O11,0.0
mp-1030524,MoW(SeS)2,0.0
mp-761762,Fe2Co(PO4)3,27.996758000000003
mp-765726,Mn2OF3,45.0076465
mp-1097542,AlTc2Sb,5.9999999000000015
mp-745155,Na2Ca6Mg7Fe(SiO3)16,2.009771
mp-1057648,GeTe,0.0001659
mp-532105,SiO2,0.000734
mp-541504,U4Tc7Ge6,0.0130401
mp-861725,LiTl2Rh,4.3e-06
mp-11368,Er5Ga3,-0.0107902
mp-771538,Li5Fe2Cu5O12,8.5475431
mp-1027492,MoSeS,0.0
mp-997031,MgCuO2,-0.0005149
mp-760131,Li2Cu2F7,6.689611099999999
mp-36,Sc,0.0026609000000000003
mp-7245,P,8e-07
mp-767937,Na5Fe2P2(CO7)2,18.0006229
mp-708965,H8C3(NO)4,-0.011879
mp-669318,Eu5Si(Cl3O2)2,70.0000001
mp-18853,TlV2AgO6,-0.00042350000000000016
mp-763495,LiMnF3,29.9985272
mp-1100755,Li9Mn2Co5O16,22.0000003
mp-778704,LiFe2F5,16.0000225
mp-569754,Ba7Sn3Se13,0.0003442
mp-560314,In2H10S3O17,0.0015401
mp-13069,Er(AlGe)2,0.0004792
mp-1099778,BaSr7Ti8O24,0.0
mp-30977,B5H6Br,0.008326100000000001
mp-10437,Ba(CuSe)2,0.0
mp-703684,MnH12N2(Cl2O)2,4.9999007
mp-1076286,Eu2Cr2O5,40.00058410000001
mp-999267,RbSnS2,0.007623
mp-556504,CoCu2SnS4,2.8410975
mp-559243,Nd2Ta2Cl2O7,0.0002352
mp-771658,Li2NiH12(SO7)2,4.000114
mp-570511,CdI2,8.13e-05
mp-779772,Li32Mn11Cr5O48,37.1069668
mp-853138,Li4CoNi3(PO4)4,9.001551300000003
mp-1036059,YMg14CoO16,1.9999997
mp-1003317,Mn3HO6,10.0009052
mp-1023930,MoW(SeS)2,-4.17e-05
mvc-1112,Ba2Co3O8,11.082431199999998
mp-1077196,CoO2,5.9998644
mp-1096137,ZrGaCu2,3.0
mp-23905,KMgH9(CO5)2,-0.0019057
mp-20144,NbCrP,5.7884075999999975
mp-30069,CuNi2Sb,3.5e-05
mp-16721,TmAl,0.0014156
mp-850036,MnS,0.0
mp-657308,Mo2H12C4N2O15,16.001082800000002
mp-1099786,Ca2Co2O5,12.0202266
mp-707494,B11H9C(Br3O2)2,7.137040700000001
mvc-4247,Zn3Ag2(GeO4)3,-1.24e-05
mp-1026601,CsSrMg14,0.0297395
mp-13743,K3GaO3,0.0
mp-601322,Ba6Ge5N2,-0.0001591
mp-762316,Li2CrSiO4,16.0024894
mp-770728,Li3CrO4,6.0000004
mp-780131,Li7MnNi3(PO4)6,8.0000259
mp-977389,CeCuO3,0.6401800999999999
mp-763362,LiMnF3,19.9989707
mp-541259,SbBr5F6,0.0
mp-569916,Al3Pt2,-3.4200000000000005e-05
mp-865020,HfMgIr2,-2.37e-05
mp-5200,PrBRh3,0.008618700000000002
mp-560936,Rb2NaCrF6,3.0000005
mp-1874,NbS2,-0.0015552
mp-1028419,Te2Mo3WSe6,-0.0
mp-772397,Li5WNO4,0.0067928
mp-27678,Y2Cl3,0.0001215
mp-1095959,Sc2TlRh,2.4186871
mp-764405,KFeH2S2O9,10.0054964
mp-21024,SrIn2Pd,-2.1e-06
mp-20011,NaSbO3,-7.6e-06
mp-867258,LiZnPd2,1.85e-05
mp-1027600,Mo3W(SeS3)2,0.0
mp-510492,PuRh3C,4.958756200000002
mp-778629,LiV4OF11,16.0007125
mp-753833,Li2CrS4,2.1695664
mp-675124,In4SnS8,0.0001806
mp-615503,CrPC5Br3O5,-0.0016302
mp-561944,Ba(RuO2)6,2.97e-05
mp-1015831,AlCo2Si,2.4012372
mp-1035572,CsLaMg14O16,0.1962316
mvc-12223,CaNi3(P2O7)2,11.999934
mp-772597,Li2CuNiO4,1.9999999
mp-19813,Ba2GdCu3O7,-6.947515400000001
mp-555945,H24OsC8(NF3)2,1.9995887
mp-774409,V3Fe2CuO12,19.9139297
mp-1096837,FeGeS3,-1.35e-05
mp-682554,FeCu4Re14(Mo3S20)2,4.0522951
mp-1094732,Ce2Mg,3.2256323
mp-1025265,Cs2CuF4,0.9999999
mp-1097562,CaHg2Pb,2.0000006
mp-637182,Gd3Al7Ag2,-21.635155
mp-580503,V2Cd6Se5O21,0.0035391
mp-17913,Tb2SiSeO4,0.0001126
mp-8909,RuO2,-2.22e-05
mp-1007664,InPd3,-0.0003077
mp-1022059,Mg6CoW,-0.0908088
mp-568044,KSm2Cl5,0.0001695
mp-1003736,NaMn2O4,56.0076343
mp-1097539,AgPd2Pb,-4.33e-05
mp-684964,Cu11S20,0.0216129
mp-545630,K4CO4,0.0
mp-976247,H(C3N2)4,0.9998508
mp-631377,Re2PtRh,0.0091893
mp-698366,ZnH10C4(N2O3)2,0.0134954
mp-4126,KUO3,1.0000114
mp-9366,RbHoS2,-0.0001327
mp-1039543,MgCd2,0.0
mp-864789,Yb2SnHg,-0.0
mp-865076,NaCd2Pt,-2.93e-05
mp-621953,ReC4IO4,-0.0003542
mp-672209,RbCS(OF)3,0.020794
mp-1098386,KMg30BO31,1.9999999
mp-1576,TmNi2,0.0011799000000000002
mp-722329,H12C4IN,0.0014157
mp-1023932,Te2MoWS2,-0.0004248
mp-17853,YGaO3,-2e-07
mp-698,U3O8,-0.721021
mvc-14972,Ca2Mn3O8,9.000000199999997
mp-559184,Zn2Si3Pb4SO15,7e-07
mp-978500,Si2TcOs,-1.14e-05
mp-981313,KTbO3,2.000014
mp-18464,Rb4GeO4,3.7e-05
mp-28947,NaSn2Cl5,-0.0021715
mp-1099798,Sr5Ca3Fe2(Co3O10)2,122.0002014
mp-23192,HgI2,-0.000933
mp-1026980,Mo2Se3S,-0.0
mp-1075311,Mg3Si4,-2.37e-05
mp-1093908,Zr2CdHg,6.5507380999999985
mp-972777,Si2OsRu,-0.0001074
mp-961657,YNiP,-3.03e-05
mp-762957,Li5V3P8O29,3.9999939
mp-697913,HfP2(H3O5)2,-0.0006735
mp-865711,Li2TlAu,8.7e-06
mp-776829,Li8Mn7Cr(PO4)12,27.002022600000004
mp-989578,Rb2NaInF6,-0.0001635
mp-977551,ErLuMg2,0.0016499000000000002
mvc-7499,TaBiO5,5.8665545
mp-1036878,Mg30VCO32,2.9999994
mp-1028018,Mg14ZrCo,0.6532734
mvc-13624,CaLa2TiO6,0.0
mp-560926,Tl2Cr3O12,8.31e-05
mp-22711,GdAl7Au3,-14.0635831
mp-862775,LiInRh2,-0.0006678999999999999
mvc-5679,TeIrO6,-1.9e-05
mp-705494,K2B10H13O2,0.0014720999999999998
mp-4075,TbZrSb,0.0
mp-759265,Li2Cu5(PO4)4,5.0000002
mp-560093,Sr10Sm6Al6Si30N54O7,0.0
mp-765099,Li6V3P8O29,6.0028365
mp-984052,Ba(LuS2)2,-0.0004495
mp-1094839,MgCd3,3.3799999999999995e-05
mp-555901,KCuCO3F,4.64e-05
mp-571310,ZrInPt2,6.04e-05
mp-673,HoNi2,0.0009841
mp-767163,Li2VCr(P2O7)2,5.0008049
mp-510062,CsSmCdSe3,-7.240000000000001e-05
mp-532700,Sr3La21Zn2(Cu5O24)2,-0.3529163
mp-19603,Sr2Co(SeO3)3,6.0000003
mp-761765,Li3Mn3SiO8,11.9995978
mp-753995,YTmO3,0.0001132
mp-756837,Ca4Zr3TaO12,0.016568799999999998
mp-7003,CePPd,1.9946821
mp-540731,MgB4(H9O8)2,0.0029065
