mpid,formula,e_form
mp-3318,Na2BeF4,-3.289176524608572
mp-769824,LiCoBO3,-2.2624960567361114
mp-32468,LiVP4O13,-2.542338323348997
mp-1026461,Mg14BiMo,0.09981613531250044
mp-1006256,CeYTl2,-0.3002791906250009
mp-28692,Cs2CuF6,-2.301591714126668
mp-1080678,LaFeAsO,-1.8469492553125009
mp-759750,BiOF,-2.14787063748
mp-41414,BaLaMgBiO6,-2.6374630362500007
mp-764580,LiFe2OF3,-2.5161526256885716
mp-997018,AuClO2,-0.3034206201899998
mp-720267,BaB2H10O9,-1.5802306320810608
mp-32374,LiNiP2O7,-2.257572194767317
mp-6144,Na2La2Ti3O10,-3.430945718382352
mp-675553,Ag(Mo3S4)2,-0.9809461668333332
mp-762394,Li3Co2(CO3)4,-1.856218754523809
mp-771045,La2SiO5,-3.7419168849479134
mp-1077659,Sr5Ca3Ti5Mn3O24,-3.1434782984053338
mp-542135,Mo2NCl7,-1.21811344252
mp-541619,Na2TeO3,-1.869923881875
mp-762719,Li2FeSi4O11,-2.7942445043749995
mp-335,BaGa4,-0.4349340680000001
mp-18828,TlFeO2,-1.3016221481250003
mp-1563,CaSi,-0.5289462799999995
mp-13508,Er4In(NiGe2)2,-0.7746394872727268
mp-10680,BaSe,-1.8476195792968748
mp-700135,Cs2U2Mo3O16,-2.69500485347826
mp-18330,Sr3ZnRhO6,-2.420741750227273
mp-1028050,RbMg14Fe,0.2310388281250002
mp-9160,La4Au2O9,-2.8511794230833334
mp-4500,ZrNbP,-1.079165891031747
mp-1079806,TiMnAs,-0.3941378438888895
mp-675473,Li7MnAs4,-0.5480971920833332
mp-18483,Rb6Si2O7,-2.443746334583334
mp-773702,Li7Cr2P7O24,-2.643091349166668
mvc-8417,CaNi2O5,-0.96134299640625
mp-975160,Nd(Mg4Al3)4,-0.06053025370689636
mp-866156,YGaRh2,-0.7904555956250006
mp-769723,Li2MnCo(PO4)2,-2.523860135510748
mp-261,Ba3Al5,-0.22890805874999964
mp-781127,Fe10O9F11,-2.262693672978001
mp-761339,NaMnP2H10NO10,-1.7930599263292182
mp-691038,Cu4H24C13N7Cl,-0.1761880571285701
mp-781698,NaFeO3,-1.4844263627499998
mp-770093,Li3Fe(CuO3)2,-1.6108171056250005
mp-21487,EuIn2Rh,-0.552722300000001
mp-707905,PH7N2O3,-1.2495666219765569
mp-962070,LiScSi,0.03513263666666688
mp-777510,Fe10O11F9,-2.135865087648667
mp-696806,BaH4(BrO)2,-1.6597703946644446
mp-769880,LiVOF3,-2.9256527062199997
mp-557832,K2Cd(AuS)4,-0.8193940542045465
mp-556712,Ga2BiS4,-0.9712424576785712
mp-1209,RbAu5,-0.18859023166666708
mp-621930,Cs2SrN12,-0.4671382094039994
mp-769658,Li2TiFeO4,-2.619382475208333
mp-1079946,Co3W,-0.0801956812500002
mp-1019259,SrSnHg,-0.5544463783333331
mp-672689,Hf6Co16Si7,-0.6859968089655165
mp-1097359,BaCaHg2,0.8184478000000001
mp-1097358,MgZn2Pd,1.1114169175
mp-1016552,BaMg6Nb,0.3341890487499999
mp-781754,Li3Mn2(P2O7)2,-2.627252298773956
mp-672342,AsXe2O4F9,-0.910605470825625
mp-567705,TiAl2,-0.4300396872222218
mvc-14553,FeN,0.7406203013100008
mp-766156,LiV3(OF3)2,-2.9743992033033333
mp-1078902,ThAlPt,-1.0889342288888884
mp-1016999,SrGeO3,-2.60961247175
mp-1080177,PuAlNi,0.2117492921527789
mp-1029073,Te2Mo(WSe2)3,-0.4440639234635408
mp-1096857,CaCuS2,-1.3142759970312503
mp-27829,Rb2SeCl6,-1.5232549175726389
mp-976115,K3Rb,0.011347752500000086
mp-510083,Tb2Ti3Si4,-0.8027867162962963
mp-621024,Gd6C3Cl5,-1.5782899577714278
mp-16249,Th(GeAu)2,-0.4444006739999992
mp-18759,Mn3O4,-2.06343769826857
mp-1016841,HfHgO3,-2.38581492575
mp-9872,K4BeP2,-0.3765658158843541
mp-773546,NaLi2MnPCO7,-2.407836926754249
mp-1078571,CaU2(PO2)2,-2.1682235201322757
mp-776407,LaTa2NO5,-3.2231336595699984
mp-1003636,NaMn4O8,-1.9222653637569216
mp-756570,Rb4SnO3,-1.53754982484375
mvc-5777,Mg2CrIrO6,-2.18197054175
mp-12636,PRu,-0.564713976547619
mp-1031185,LiMg6BO7,-2.3839101956944453
mp-1095974,Ca2ZnCd,1.18227667
mp-4423,La2Ti2O7,-3.7486117501893945
mp-984352,Al2CoOs,-0.4959285087499996
mp-1002117,TcN,0.5762637388099989
mp-775060,LiTiFeO4,-2.6903098091666675
mp-1975,TmN,-2.0129558561900005
mvc-6469,CaCu(SiO3)2,-2.81379498825
mp-867235,LiY2Ir,-0.5588714137500004
mp-546,HoRh2,-0.7566565883333329
mp-761484,LiFePO4,-2.538723395263605
mp-10744,Si3Pt2,-0.5242742090000008
mp-768004,MgFe11O18,-1.87930056775
mp-6788,La3Ga5SnO14,-2.8442253435869564
mp-777588,Li2FeF4,-2.889426257822857
mp-510243,Eu(BS2)2,-1.2982288220833331
mp-1072752,ThGeS,-1.6010667896875006
mp-743573,KBaFe2(PO4)3,-2.6995764783834595
mvc-1364,Ba2V3O7,-2.4303112723958336
mp-6434,RbAlSiO4,-3.2019217075
mp-762586,LiFeSiO4,-2.555631421428572
mp-763940,Co2OF3,-1.996521805803333
mp-27575,Te5(O2F11)2,-2.2262612440703227
mp-972318,TiSn3,0.09778222333333277
mp-1030710,NaMg6WO8,-2.6101760359375
mp-555279,BSBr,-0.7353458191319441
mp-30033,CoBr2,-0.289672553333333
mvc-5701,ZnNiP2O7,-2.252501031358224
mp-3488,Na2Ti3O7,-3.180079329479168
mp-976286,HoErRh2,-0.926971235
mp-22467,Sn(PbO2)2,-1.7938071924999994
mp-569869,Sr(AlCl4)2,-2.255267424189091
mp-1028333,CsMg14Sn,0.13255408656250012
mp-772566,Ho2(WO4)3,-2.7752611007352943
mp-1098866,YMg30NbO32,-2.960639708281249
mp-1098561,Mg30NbBiO32,-2.855207482265625
mp-775105,Li2MnFeO4,-2.1052475744950003
mp-29509,Zn(AsO2)2,-1.7051336703571427
mp-565656,Na2HoMoPO8,-2.8192591692765565
mp-23994,U2Si(H2O5)2,-2.7318086827635293
mp-861580,LiNi(PO3)3,-2.395654060216837
mp-633099,Sb2Pb2O7,-1.822494812159092
mp-865788,TmPaTc2,-0.2116612100000008
mp-1075589,Mg5Si6,0.17328435363636305
mp-504389,Li7Cr4P9O32,-2.6593296439010983
mp-776921,Ti3CrFe2(PO4)6,-2.823914553849206
mp-772327,Mn5Cr(PO4)6,-2.4446989345380947
mp-570236,Pr(PRu)2,-1.0028043992380955
mp-541547,CrHg5O6,-0.946994953125
mp-777305,LiFeF3,-2.862626489714001
mp-755353,Sr2Ti6N2O11,-3.2037943770719046
mp-680067,Ag2CSNClO4,-0.33487695672025025
mvc-8912,LaMg(FeO3)2,-2.4869878867500006
mp-1096291,Sc2TlAu,1.7222077312499997
mp-1022917,YMg6Fe,0.1426713909374997
mp-865802,LuRh3,-0.5944041075000008
mp-762146,Li3V3P8O29,-2.541316519674696
mp-676519,Sr6Nb7O21,-3.223731390772058
mp-697168,MgH6(NCl)2,-1.0891426379999998
mp-1036838,SrMg30NiO32,-2.9632797317187487
mp-1075433,Mg5Si6,0.1284706890909087
mvc-16413,Zn2Mo3O8,-1.9484961630769224
mp-686087,Li3(Nb2Cl5)8,-1.6956344558824858
mp-1096790,CuPbBr3,-0.2009247549999998
mp-1035937,YMg14SiO16,-2.8330895072656244
mp-556325,TeAs(ClF2)3,-2.008977295174545
mp-1098914,Mg30FeSnO32,-2.9275932663281243
mp-566516,Sr4Cr3O9,-2.736547750286457
mp-1072579,ThCo5,2.363049625000001
mp-1032333,RbMg6CoO8,-2.2900800881249994
mp-1095485,BaGe(PO4)2,-2.8180095434325394
mp-768414,Li4VS4,-1.4351929823611111
mp-1075620,Mg5Si9,0.1846998064285716
mp-1935,BaMg2,-0.08201507083333315
mp-23894,LiAs(HO2)2,-1.7688933924674997
mp-30182,ThAl3Ni2,-0.6455774733333339
mp-15608,Ba(MnAs)2,-0.5530706100000004
mp-1096388,TlSnPb2,1.201567355
mp-619611,Ca2FeWO6,-2.565910646750001
mp-961665,MgScGa,-0.2847086233333336
mp-5704,Tl3AsS4,-0.6278812695312501
mp-767664,Li4CuNi3(PO4)4,-2.2640205572278904
mp-21183,Ba(InTe2)2,-0.7856139371428574
mp-1077950,Tl2Pd3S2,-0.5340869911607145
mp-1074924,Mg3Si4,0.14295623785714287
mp-762863,Fe3OF5,-2.537546371355555
mp-29853,HgCN2,0.2711952016225005
mp-560282,K2Ba(NO2)4,-1.493145048301334
mp-768863,PrAsO4,-2.8068062649999987
mp-1099112,RbCaMg6,0.21741388250000004
mp-9459,Y4C5,-0.32649828694444555
mp-767088,Li3Sb11S18,-0.7788821146289067
mp-865300,Tm2AgIr,-0.6617408725000002
mp-1021984,Mg6TiNi,0.1249400266666667
mp-31322,La6OsI10,-1.3396611079411764
mp-757551,Li3Sn3(PO4)4,-2.4752692727197805
mp-20933,Ce(CoGe)2,-0.5782056479999994
mp-646399,Gd(NiGe)2,-0.6829053600000009
mp-570123,Cs3BiCl6,-2.012911414706
mp-975606,InN3,2.3416705932150004
mp-862916,PmInCu2,-0.3098578143749995
mp-974816,Rb3Sm,0.6201006293750002
mp-981386,ScH4Pd3,-0.38901009555999977
mvc-9691,CaSb2P2O9,-2.529696670352891
mp-1078651,ErNiGe2,-0.67242126875
mp-155,Gd,0.0
mp-1016273,CsMg6Cd,0.25968095312499995
mp-557533,Cs2TlVF6,-2.887281020214
mp-704224,Li2Ni(PO4)2,-2.171116050091575
mvc-16182,Sr2YGaCu2O7,-2.502271187788462
mp-558267,NaLiSiB3HO8,-2.743599227574667
mp-1039670,RbMg30WO32,-2.88759469390625
mp-868628,MnV3Cu2(PO4)6,-2.412071971375873
mp-1093817,Cs2HgAu,0.196214455
mp-567488,LiMnP2O7,-2.5919368459909524
mp-20780,Tb(MnSn)6,-0.13592428564102474
mp-997517,Li6TiCr3(PO4)6,-2.6925426526309524
mp-1096083,KNa2Cd,0.58729171375
mp-2379,CoSi2,-0.4681386999999996
mp-8484,ZnO2,-1.0549527666666665
mp-1077,B2Ru,-0.28415782777777804
mp-761570,Li3MnPO5,-2.537958846780524
mp-730074,Rb2CaH8(N3O)4,-0.8586745554637029
mvc-15207,Ta2Bi2O9,-2.4230246254807684
mp-762423,Li5Fe5O12,-1.8277492425000004
mp-21153,ErGeIr,-0.9420003408333328
mp-770632,Li3CrO4,-2.191174164374999
mp-779965,V2O3F,-2.5843735474900003
mp-1076484,K3Na5V2(MoO4)6,-2.1736247038750003
mp-685878,Mg9(In13S24)2,-1.134084499819279
mp-582259,Li7VN4,-0.9051430599599998
mp-780591,Fe4O7F,-1.6375364074949996
mp-31882,Li3Fe(PO4)2,-2.5940347691921763
mp-634430,VO2,-2.3268318375
mp-561300,H14C3NF5,-1.0376719607178264
mp-764233,Na8CoO6,-1.5388665348333332
mp-1078428,Ca2GaPt2,-0.9657187080000008
mp-1024054,Fe2SiS4,-0.7362324473214292
mp-562025,Ba2FeCoF9,-3.3691572829392302
mp-1009594,Pr,0.0357985799999998
mp-977362,ZnGaRh2,-0.6138362162500002
mp-757690,LiNb(PO3)4,-2.5857087131878305
mp-1019716,CsLi4(BO2)5,-2.7392090972916656
mp-27261,Ba7(BIr)12,-0.4754795496774197
mp-38162,Sm5CuSe8,-1.6297179079464286
mp-762833,LiFePO4,-2.454098044251701
mp-9113,CsBeAsO4,-2.313270163928571
mp-8022,Al2O,-0.14817975374999945
mvc-1309,BaYNi4O7,-1.6674671608653853
mp-18388,Ga7Te10,-0.32460272264705897
mp-704417,Rb7U8V2ClO32,-3.2105311862652
mp-29068,Hf5FeTe3,-0.5760561622222219
mp-19321,Na6MnO4,-1.5675086591781826
mp-13407,CeAgPb,-0.33173924500000024
mvc-1058,Ba(NiO2)4,-0.6896428523076926
mp-1093960,YScHg2,1.6991274293750005
mp-1095656,LuAsSe,-1.3657996545312492
mp-1037872,CaMg30TiO32,-3.0248012535416664
mp-540688,SrIn2O4,-2.3805240582142853
mp-556425,SbF4,-2.680584688077
mp-770556,Li3MnO3,-2.0579263298395243
mp-22413,FeCu2(CN)6,0.5371946773813344
mp-850958,Li4Mn3Fe(BO3)4,-2.4931503743561105
mp-767328,Li5Fe5Si7O24,-2.6468992236585374
mp-11385,YFe5,-0.04909031875000144
mp-5525,KAlO2,-2.92889300734375
mp-16847,K3Na2SnP3,-0.4032734938095237
mp-555521,SiO2,-3.2749143504166667
mp-979420,YErIr2,-0.8257501668750002
mp-771541,Gd2W4O15,-2.5933141032738085
mp-19528,MnSiO3,-2.8080408762277136
mp-1093795,CaInPd2,0.9938251475
mp-540028,LiVP2O7,-2.7046224084036794
mp-541457,Pr4V5(Si2O11)2,-3.196220280785715
mp-976406,MgMnPt2,-0.5981606074999988
mp-18855,Co2Te3O8,-1.5074078084615388
mp-1099276,RbMg6Fe,0.4565064562500003
mp-20785,Nd(FeGe)2,-0.4351970554999994
mp-777197,Li2MnVP2(O4F)2,-2.7437814418456545
mp-555833,Hg3As8(S4Br3)2,-0.4712994157000003
mp-672251,CsGaBr4,-1.266415415
mp-9089,CsTmS2,-2.15519833453125
mp-662523,SrTeO3,-2.360102782083333
mp-699248,Sr2B5H2O11,-2.733437342216167
mp-2507,GaS,-0.9812860870312504
mp-763316,Mn3O5F,-1.9589898689244447
mp-753632,Li2CrS3,-1.2589286045312502
mvc-6033,SbO2,-1.5738060058333332
mp-760092,SbOF,-2.149511702896667
mp-677121,KBaAl3Si5O16,-3.355753083461538
mp-1038708,BaSrMg30O32,-2.94548555421875
mp-554931,CF4,-2.195927796452
mp-769745,Li4Fe5Sn3O16,-1.9797507280357152
mp-1037844,Mg30MnCrO32,-2.985601243765
mp-5443,Nb2SnC,-0.4076536768750003
mp-35596,Fe2NiO4,-1.6584899042857149
mp-707471,ZnH12(IN2)2,0.009032924975789577
mp-760120,Cu3(OF)2,-1.2719722933757145
mp-1062676,K2Pt,0.002244353333333393
mp-983564,EuAsO3,-2.2761148327500003
mp-766135,Sr6Bi2O11,-2.4347419636184204
mvc-808,Sr2MnAlCu2O7,-2.2613062476700003
mp-1037835,CaMg30SiO32,-2.9737030904687503
mp-569424,Cr2B,-0.38096085472222185
mp-557381,Rb3U3Ge2O13,-3.009191466488096
mp-636757,Na3CrF6,-3.080212238214
mp-767834,Sr2MnCO3F5,-3.1539742444300014
mp-863427,Li3Si2BiO7,-2.6226859637500004
mp-31950,LiMn(PO3)4,-2.5771937154633866
mp-699540,YbCu(MoO4)2,-2.1718862490625
mvc-2851,Ca(BiO2)4,-1.7488192838461534
mp-20684,Pr3AlN,1.0729331055239997
mp-571350,Ba(AsPd)2,-0.7737739339999997
mp-557470,K2Sb2S(O2F3)2,-2.5911034034135008
mp-22395,KCeSe4,-1.1393680007291664
mp-1072737,NdAg2,-0.2797076491666666
mp-1095493,CdSe2,-0.33745938156249977
mp-850495,Li2Si4(NiO4)3,-2.3598627953571425
mp-560523,La3Si2S8Br,-1.9635283394642875
mp-766965,Li2MnOF3,-2.7820884208257137
mp-762653,LiCo2P4H3O16,-2.042394731855421
mp-1026865,RbMg14Cu,0.17127517812500015
mp-990532,TiCo,-0.3780978883333344
mp-31953,Li2MnP2O7,-2.65590607757504
mp-607816,UFeGe,-0.3204509175000017
mp-1032906,YMg6SiO8,-2.6535522814062493
mp-856,SnO2,-2.124854809166667
mp-1038287,Mg30MnCoO32,-2.97337286673375
mp-28395,B6P,-0.2917146475850337
mp-19302,NaCaVO4,-2.7829438171428578
mp-40186,LiCaPrTeO6,-2.7369985152500007
mp-32594,Sm2Se3,-1.8773993834062488
mp-1095734,ZrGaCo2,2.3966126725
mvc-10559,Be3Fe2(SiO4)3,-2.7543201280000007
mp-766929,Sn4P2O9,-2.139909647496032
mp-7049,ZrTlCuS3,-1.3226052720312511
mp-865186,MgGaIr2,-0.4462326824999998
mp-554815,LaSc3(BO3)4,-3.486550960833332
mp-704459,Na2Cr2O7,-1.8789727010227264
mvc-327,CaTi4O6,-3.1431300417424244
mp-1096028,MnHgPd2,1.5434399649999997
mp-779165,Li2MnF5,-2.9507783008637496
mp-1156,GaSb,-0.1592513874999999
mp-636519,Ni(RhO2)2,-0.9834480471428576
mvc-10979,CaCu2(GeO3)4,-1.8523613418421048
mp-1027801,TeMo2Se2S,-0.6889297893750003
mp-766073,Li3V3P8O29,-2.5295259181630683
mp-1033567,RbMg6SbO8,-2.2993169490624994
mp-865731,Li2HgPd,-0.4183386075
mp-772486,Lu2Sb2O7,-2.8565465748863637
mp-11235,SmMg2Ag,-0.10812913312499983
mp-771756,Li4Ti3Co5O16,-2.2030676092857138
mp-555425,K2Th(CuS2)2,-1.5237769351388892
mp-22619,NiP2,-0.3736874753968256
mp-758332,CaGd4O7,-3.762299534062502
mp-1018079,CrGaP2,-0.09109073154761926
mp-762756,Li3Mn3(PO4)4,-2.488252045394652
mp-999489,NaGdSe2,-1.7116299380468751
mp-1026016,Te2Mo2W(SeS)2,-0.6586509161458339
mp-19540,Mo8O23,-2.0300379985080634
mp-819044,TiMnO3,-2.932780646275333
mp-22808,Dy3(AgSn)4,-0.4837004309090906
mp-697758,LiFeP2O7,-2.5548496731764074
mp-762590,Mn2(CO3)3,-1.826170902547858
mp-19721,GdNbO4,-3.5439535458333347
mp-28104,Fe2MoP12,-0.3749181083095247
mp-975395,Nd(Mg4Al3)4,-0.06542959232758618
mp-28613,LiBPt3,-0.5200118973333332
mp-6077,Ba3SmRu2O9,-2.608714137916668
mp-684638,Al2S3,-1.4538004234375002
mp-862732,PmZn3,-0.31232944812499985
mp-2294,Al3Ir,-0.6563091887499999
mp-769365,ZnSeO4,-1.319371056432292
mp-777600,Mn8O13F3,-1.9612754563541668
mp-1025553,EuSi2Ni,-0.6527758375000001
mp-3717,LuBRh3,-0.835530253333333
mp-1094444,YMg2,0.008366375000000184
mp-554591,K2Ca2(CO3)3,-2.488146083359375
mp-1099978,La6Sm2Cr5Fe3O20,-2.864273163333334
mp-1021305,LiMg6Mo,0.15085256874999994
mp-862739,PuHgAu2,0.25685645328124984
mp-1025352,Ce2C(NO)2,-2.338626527822857
mp-561518,Mg2BiAsO6,-2.32572513525
mp-1098444,LaHfMg30O32,-2.9389170180468738
mp-861728,PuSbPd2,-0.039387940468750486
mp-776495,LiFeF4,-2.84561089246
mp-542609,AgAsS2,-0.4359801436979159
mp-556328,AsS,-0.44334041671875024
mp-1076543,Ca7MgTiMn7O24,-2.494308500084666
mp-8159,TlCu4S3,-0.4602045283984384
mp-866088,Hf2CoTc,-0.4943271025000016
mp-33533,La2UTe4,-1.2372148592857144
mp-769752,Li4Cr3FeO8,-2.2289644400000004
mp-769725,Li4Ti3Cr3(CoO8)2,-2.4803165146428574
mp-21026,Li2InPt,-0.5789843724999995
mvc-3477,MnZnF4,-2.7353537684533324
mp-648006,Tb4In20Ni11,-0.29642518580952404
mp-560826,SiO2,-3.2727077252777783
mp-675437,GaGeS4,-0.6898748781249999
mp-975657,PrH,-0.4470067368099997
mp-864763,LiYb2Rh,-0.3632901624999998
mp-1093755,CaCd2Ag,0.8937695800000001
mp-559962,SiO2,-3.2589161172222223
mp-19294,LiFeP2O7,-2.5875655159036794
mp-16336,Zr2Fe3Si,-0.5324660808333341
mp-1018940,PrSe2,-1.6140206607291665
mp-1093700,CaYPt2,1.004333254375
mp-1080840,K3SmN6,1.296383521322
mvc-852,Co2O3,-1.056646211249999
mvc-6262,Mg(BiO2)2,-1.8261390057142848
mp-640041,NbZn16,-0.030857525588235082
mp-12359,AgSbTe2,-0.03799557125000018
mp-532443,Li5V5Cl16,-1.7867283146984618
mp-1078742,U(GeIr)2,-0.4616530229999981
mp-675766,K4CO6,-1.3313723159090909
mp-22216,In2S3,-0.9541246661875008
mp-776912,KLiNiO2,-1.3536665234999998
mp-706670,AlCuH28S2ClO22,-1.558345171822637
mp-12362,AgHg3SbO6,-1.0205280852272731
mp-1017985,TiAg,-0.0654265658333335
mp-1077140,Zr2TaN3,-1.0696012445233325
mp-674465,K2SrCl4,-2.4951438165057143
mp-13125,PrCoGe3,-0.5685728469999993
mp-764117,Li3V3P8O29,-2.537606461535161
mp-1056037,V,0.0
mp-762556,Li4Ti3(NiO4)3,-2.308676185227272
mp-695597,NaMg3Si4O11F,-2.9213727601220008
mp-705675,Sr3Mn4O12,-2.170823918360001
mp-1023500,YMg6Al,-0.030928157812500245
mp-21463,PrTiGe,-0.6141185222222217
mp-2218,Er5Mg24,-0.03190063568965498
mp-767143,Li4Mn3O5F3,-2.433468072513333
mp-625815,H8N2O,-0.5302267974972726
mp-778822,Mn2(SO4)3,-2.0085486452416177
mp-8766,Rb2CoS2,-1.0129882746250003
mp-17765,Ta2ZnO6,-3.0111963688888888
mp-1095551,K8AsO3,-0.8987112040625002
mp-1007992,CrH,0.3147876006900008
mp-762582,LiFe(PO3)3,-2.534501988966838
mp-771831,Sr2LaCl7,-2.7988375995320007
mvc-16797,Y(FeO2)2,-2.4879749110714293
mp-961712,TaTlPt,-0.04503306500000074
mp-569367,HoGeIr,-0.9225925749999996
mp-1075387,Mg5Si6,0.12500141499999984
mp-13243,ScU3Sb5,-0.4559115444444441
mp-30676,Zr3Ti2Ga3,-0.5082057135416669
mp-998615,CaTlF3,-3.3229286587139995
mp-2818,YbAu,-0.9492277850000002
mp-762995,Li2MnF4,-3.0536989518885718
mp-761779,K9(WO3)20,-2.2407027478089896
mp-1026347,Te2W3(SeS)2,-0.5772132739236105
mp-775133,Li4Ti3Fe3(WO8)2,-2.5431627425000007
mp-19094,VO2,-2.484274234166667
mp-1078734,Co(IN2)3,1.902425982572001
mp-767660,LiMnCO3F2,-2.3224575021362504
mp-763767,Fe5P3O13,-2.311966271454083
mp-764027,Li2VO2F,-2.667422724781665
mp-1079644,Tm2CdGe2,-0.679318842
mp-772131,Li3Fe3SbO8,-2.010848004333333
mp-10868,SmPPd,-1.2516186985317457
mp-2236,UIr,-0.4796787768749997
mp-675436,Sm2Zr2O7,-3.684089467613637
mp-1065190,AgO,-0.4547156656249998
mp-505489,Sc7BCl12,-2.1924120192893333
mp-31554,Co3(PO4)4,-1.9792845555383027
mp-779089,CoOF,-1.6522541130355548
mp-779971,Li2MnFe(BO3)2,-2.464982528066112
mp-772279,Ti2V(PO4)3,-2.9463431490343908
mp-1016592,Mg6NbSb,0.0518108493749998
mp-756459,Cs3TmO3,-2.263322340178572
mp-680374,KAlSiO4,-3.205149230535714
mp-22846,In5S4,-0.6704453094444452
mp-763185,Li2CrCo3O8,-1.6724944078571429
mp-771743,Na3FeBPO7,-2.4744731283470687
mp-15336,Sc2Cu2O5,-2.5679782768055546
mp-767530,BaNa3PCO7,-2.5564101753342494
mp-850970,Co2O3F,-1.3627332283233329
mp-554071,Na8Nb2Cu4S21,-1.0481065327232149
mp-19434,Pr2NiO4,-2.8849656592857147
mp-765760,LiMn2OF3,-2.6669068470342863
mp-20217,EuPS3,-1.4876007715565478
mp-27272,Ca3PI3,-1.5175260836564628
mp-991682,CeCoGe3,-0.5104815530000003
mp-1096001,Li2CdGa,0.9737656537500002
mp-566555,Li3Nd3(WO6)2,-2.9807424545
mp-766422,Li3BiS4,-1.10116438296875
mp-24973,FePO4,-2.41848525718254
mp-554759,SrBNO,-2.253432215490833
mp-626194,Sc(HO)3,-2.3030463742299996
mp-1094882,MgZr,0.05906953000000038
mp-743266,CaNdMn2O6,-2.763592497942
mp-705751,La12Mn11O36,-3.010040659924746
mp-568865,ZrTe,-0.8754508762500004
mp-11615,TmMnGe,-0.5189717250000001
mp-571452,KPSe3,-0.5232117041086307
mp-867500,PuI2,-0.9797358822916659
mp-675628,Al2CrS4,-1.2481932258928583
mp-770352,Eu2NiO4,-2.4620950121428558
mp-1024073,K2Sn3O7,-2.105424955104166
mp-28491,Cu2SO4,-1.3757561555803568
mp-6856,Be3Zn4Si3SO12,-2.707477230394022
mp-561233,Sm9(SbO)5,-2.347865611513158
mp-989517,Cs2SBrCl6,-1.26213233436225
mp-11740,KNdTe2,-1.4158526818749997
mp-1028526,TeWS,-0.5874668321875008
mp-984604,TiPHO5,-2.7967732658914883
mp-647452,CaTi4(CuO4)3,-2.335546051083334
mp-1080722,Nd2CdCu2,-0.2569230529999992
mp-758551,K3EuSi3(HO5)2,-2.752038307354737
mp-568842,U3(Al3Ru)4,-0.4485791936842112
mp-767968,Na3Ni2P2(CO7)2,-1.9518460749430635
mp-1025922,Mo2WS6,-1.2902720560416678
mp-569532,TiCu2P,-0.5717708605654757
mp-707172,K3P4H5O14,-2.3362064106915748
mp-1094148,Mn2FeGe5,-0.08865947624999926
mp-23850,NaH2N,-0.5279541649050001
mp-13536,TbZnNi,-0.4504839238888891
mp-557836,Na5B2P3O13,-2.7048117825595246
mp-8808,Er2Si5Ru3,-0.8462302065000002
mp-1028539,Te2MoWSe2,-0.3647263795312495
mp-10233,Ca2BN2F,-2.0868160604361106
mp-865554,Mn2VGe,-0.2717554287499997
mp-631373,TiVW,1.120703724444444
mp-546711,CsClO4,-1.2120855113766666
mp-1098398,KHfMg30O31,-2.904667548630953
mp-754768,Tb2Pt2O7,-2.4655200109469706
mp-683922,Ce6Ge9(BO15)2,-2.7523250049113464
mvc-4001,ZnCrO3,-1.845491427750001
mp-989646,LaWN3,-1.217062425428
mp-1096044,TiMn2Mo,3.6097494733333337
mp-684056,Ti4(PO5)3,-3.1427174451379885
mp-1030190,TeMoWSe2S,-0.6124644927083338
mp-684898,Cu18S11,-0.3309370191271557
mp-642750,NaV2O4,-2.4252912235714295
mp-22930,Rb4CdCl6,-2.0608193790509093
mp-1025246,Er2B4C,-0.5887330520238103
mp-676437,CoPS3,-0.611219348056548
mp-699399,K2BaNi(NO2)6,-1.1040505113309091
mp-20220,CaInRh,-0.5468716425000005
mp-19588,Sc2(WO4)3,-2.705792784117648
mp-1079004,CeTi2O6,-3.6557398989814818
mp-11175,LiZnPS4,-1.0409086056207484
mp-758814,CaAs2H6F18,-2.399936396968148
mp-1021905,SrMg6Ni,0.07095012499999998
mp-1025769,Te4Mo3S2,-0.545471280902778
mp-559014,Nd4GeO8,-3.493302262692308
mp-779519,Ba4Hf3O10,-3.6951431298529407
mp-31101,Gd3ReO7,-3.3100410598863643
mp-865729,CaAg2Sn,-0.34232080124999964
mp-1019800,K8N3O,0.09438844430083353
mp-7372,ZnAs,-0.127873943125
mp-3576,HfGaCo2,-0.4798369212499996
mp-11335,BeSe,-0.2508407267968753
mp-566785,Fe3BO5,-2.1236736708796293
mp-5508,Th(SiPd)2,-0.9490099959999996
mp-540264,Co(PO3)4,-2.267822840140056
mp-19057,CaNiP2O7,-2.681833852267316
mp-775290,Li4Nb2Cr3Cu3O16,-2.139199459285714
mp-767231,Li8Cr3SbO12,-2.1881121191666666
mp-706529,Co5RuO8,-1.348458936928571
mp-657176,YbBeF4,-3.913177971210002
mp-698296,UH12C4SN2O9,-1.1396653380521546
mp-1093898,Mn2BeCr,2.9584629212500007
mp-1034899,Mg14TiZnO16,-2.9156894034895826
mp-1003856,MgMnO2,-2.5079713271150004
mp-764370,LiCoF3,-2.6219618563806666
mp-1079065,Zr3Co,0.11720407750000028
mp-1035407,RbLiMg14O15,-2.707712319314516
mp-11772,Ba3Ti3(BO6)2,-3.357906193916668
mp-27637,NiBr2,-0.3618387100000001
mp-1073935,Mg6Si5,0.07788201772727309
mp-23846,KHF2,-2.55337535025
mp-761708,CrHSe3O8,-1.3901599486077885
mp-1096510,Y2SnHg,1.6771526500000005
mp-566333,Na3Fe2Mo5O16,-2.0536811863461537
mp-996162,Nb2AlC,-0.4996062143749995
