mpid,formula,e_hull
mp-1097556,ZrBeRh2,2.9701296700000004
mp-1017230,Mg6BiB,0.2736302643750004
mp-647134,SrCr2O4,3.471928571485705e-05
mp-1097065,Li2HfN2,0.0
mp-568565,CrAs,0.013904151250000218
mp-774407,Hg2W2O7,0.00727794068181975
mp-580999,Ga2NiCl8,0.00179199181818257
mp-640922,CeInPt,0.0
mvc-14381,MgMn2O4,0.0
mp-864762,LiMg2Zn,0.0
mp-779232,Li32Mn3Cr13O48,0.01720092937500084
mp-558844,SNClO,0.2742808143633342
mp-1027580,MoSeS,0.01347531166666638
mp-779752,Na5V2P(CO4)4,0.04968193185267733
mp-1030775,Te2Mo2SeS,0.05659387999999942
mp-771576,LiMn2(PO4)2,0.024106301602564884
mp-1096471,YAg2Hg,1.6185141237499996
mp-863672,ErMgCd2,0.0
mp-1080730,Sr2ZrMnO6,0.005274817499998363
mp-866289,Ac2ZnSi,0.0
mp-865998,HfGaIr2,0.010504851145832106
mp-777706,Li10Mn2Fe3Co3O16,0.07587218499999883
mp-765044,Li14V9(P2O7)8,0.05313542900658064
mp-1024042,La4Al6O15,0.07068208040000101
mp-20235,CaMnGe,0.10673014833333117
mp-10149,InSb,0.1478751599999999
mp-29484,K4HgAs2,0.0
mp-861942,Ag2GePbS4,3.3284531250288296e-05
mvc-9694,CaBi2P2O9,0.05090500982142565
mp-1078659,CaRhO3,0.0
mp-7767,RbAgF3,0.0
mp-761759,SbOF3,0.0834576452000011
mp-771206,Li4FeCo5O12,0.06898890500001897
mp-554111,Ti3Tl3(PO4)5,0.0
mp-29575,Cs3Fe2Cl9,0.02650583250000116
mp-19048,BaWO4,0.0
mp-565920,KMnF3,0.0013655349999970312
mp-764200,NaFe5O8,0.017742854285713427
mp-1099702,Sr2Ca6TiMn7O24,0.08985602292856497
mp-758101,Li4Cu3F10,0.08813289852941075
mp-7283,LaB4,0.0
mp-763202,Li4CoO4,0.09006779992592939
mp-773740,Fe6O5F7,0.0943014461111149
mp-1026693,SrMg14Si,0.14918547593749998
mp-371,La3Tl,0.0
mp-976872,NaNi3,0.5250600412499997
mp-18664,K4Ta2S11,0.0
mvc-13497,AlCuF5,0.056925517857142616
mvc-10190,MgMn2O4,0.020375906428584226
mp-554849,Ta4Mn11O21,0.014507708611112946
mp-1079799,BaMnBi2,0.1815467331249998
mp-505418,CsDyI3,0.09646650538888846
mp-558408,Nb4Te9I4O,0.006665367587716632
mp-625541,Sn3(HO2)2,0.014816677222222909
mp-4817,CeAl5Ni2,0.0
mp-691133,CrHO2,0.0010881018750010798
mp-558,YMn2,0.1588272841666658
mp-769738,Li3Al2VO6,0.06533205666666664
mp-4583,NbCo2Sn,0.12741997000000094
mp-1099301,KMg6Ti,0.3378383691666669
mp-680202,Ag2SnO3,0.010496004374999757
mp-646182,Mg5V2(MoO8)2,0.00350192806666616
mp-10428,Cu8SiSe6,0.05367103899999925
mvc-2075,Mg2Sn9O13,0.11007970833332514
mp-991740,EuGe3Pt,0.050904258000000084
mp-570405,TiHg6P4Cl7,0.019395921395502842
mp-23777,H8C3SN(OF)3,0.2449509313627818
mp-706272,Sr3FeN3,0.0
mp-776774,Li3FeF5,0.10008744805555556
mp-771854,Li4Cr5Co3O16,0.0937431450595234
mp-859874,Mg2PbO4,0.09385406714285692
mp-2044,Zr5Al3,0.06060692974999692
mp-1026843,LiMg14Si,0.04645290190624984
mp-27544,Cs3Bi2Br9,0.0
mp-744027,Na3CrH10C6O17,0.04798640047297287
mp-605028,Te2Pd3Pb2,0.0
mp-754177,CaGd2O4,0.0916444349999992
mp-1097494,MgPd2Pb,1.8003200484375004
mp-766103,Li7Zr3Nb(TeO6)4,0.017176752371794283
mp-11191,CrSi2,0.011405798888890928
mp-19019,NiMoO4,0.010392905416667377
mp-600004,SiO2,0.011677265833332841
mp-743889,NaCo2HSe2O7,0.0
mp-28514,Ba(BrO3)2,0.005392954999999589
mp-559212,RbReSO3,0.07040801645833472
mp-29167,Sr(NiP)2,0.0
mp-865111,NaSmAu2,0.0
mp-2997,ThB2C,0.0
mp-32342,Ba3NiO4,0.017620262499999484
mp-979956,Yb3Mg,0.04889625843750034
mp-1029922,RbRuN2,0.2345604772916676
mp-1020058,Mg(NO3)2,0.0
mp-23984,GaH18C3(N3F2)3,0.0
mp-996969,AgBiO2,0.002845174749999124
mp-768611,Ba3(YI6)2,0.0927384552205872
mvc-9286,CaPr(BiO3)2,0.04775521191666865
mvc-14203,Ca3Sb2O7,0.10042747224999893
mp-22041,HoGeRu,0.0
mp-773167,Mn3CoO8,0.05087436999999806
mp-9145,Rb2SnSe3,0.0
mp-603276,NaSr7Cu8(SF)8,0.006974702382812836
mp-1098674,CaMg30CoO32,0.026221113671875074
mp-1094782,MgZn,0.0991008829000002
mp-20888,TmGeRu,0.0
mp-778492,Na6Ti2O7,0.0789998491111108
mp-1039033,CaMg3,0.10582034249999883
mp-699647,Mn2SnC9ClO9,0.6053007317613623
mp-10922,Mg2Co12P7,0.0
mp-1029078,Te2MoW3(Se2S)2,0.06356235666666787
mp-1019552,Ca16(SiN2)17,0.02600651447994551
mp-646007,Cs2Tb6Te7N2,0.00020946823529399689
mp-978545,Sm2AgHg,0.0
mp-1079416,ZrTi(PbO3)2,0.03582130050000032
mp-735510,CrH10C2(NO4)2,0.31076043654159324
mp-777470,LiFeF3,0.06644435766666312
mp-760637,LiBiP2O7,0.054527609166668434
mp-773263,MnFe(PO4)2,0.012871955416654757
mvc-4413,CaSn2O5,0.193646428124997
mp-676851,KNO3,0.011013571500001262
mp-1030723,Te2Mo3W(SeS2)2,0.05367374250000001
mp-1018708,GdTlZn,0.012721256666667458
mp-5112,Pr(CoSi)2,0.0
mvc-5354,Mg(CoO2)2,0.062286695238094936
mp-1096463,Sc2CdAu,2.2952353375
mp-774238,Li4Nb(FeO4)3,0.13003093431250168
mvc-7840,CrBiO5,0.13889250985118906
mp-1074333,Mg4Si3,0.14799624658730304
mp-1093547,Ba2AgHg,1.3473158462500003
mp-754052,Li3(Fe2S3)2,0.1956749792307697
mp-540461,LiV(PO3)4,0.0344104456944434
mp-1008865,NdCd2,0.0
mp-863659,LiScHg2,0.0011331299999999267
mp-20264,Tb(FeGe)2,0.0
mp-864895,Be2NiRh,0.0
mp-690727,H2PbO2,0.17194913499999842
mp-1033949,Mg14NbCrO16,0.13473576323660374
mp-1077784,NaMnBi,0.2205545916666667
mp-774001,Li2Mn3CuO8,0.008815084446434973
mp-1028074,Mg14MnSb,0.07787949843750043
mp-1016327,Mg7Bi,0.035214912500000084
mp-672325,TbIn2Ni,0.0
mp-15503,Ba4TiAs4,0.0
mp-982370,Na,0.0030165524999998805
mp-1079868,CeAlCu,0.0
mp-1026891,SrMg14Cu,0.10060439062499983
mp-1094239,MgSn2,0.061499785000000085
mp-769671,LiVPCO7,0.048853077500009334
mp-743949,Na3VSi4(HO6)2,0.003536454090937724
mp-776081,K2O,0.08806114333333293
mp-1018065,DyFeC2,0.0
mp-976182,PrErTl2,0.003654884999999553
mp-16088,Tb3Co29(Si2B5)2,0.0
mp-29477,C2S7Cl6,0.09155191722618916
mp-1017519,IrC,1.67487483625
mp-778542,Li32Ti3Cr13O48,0.017977831145848278
mp-24905,CrClO,0.0
mp-1098999,Mg14AlSiO16,0.191043150527344
mp-12076,Tm(FeB)2,0.0
mp-766943,MnCd4O5,0.012324191500000305
mp-1018942,PrTlCd,0.005621569999999298
mp-1063522,CePd2,0.29359055666666745
mp-1035582,KMg14BO16,0.2938933678125011
mp-9745,Ba3NaRuO6,0.0
mp-10226,NaYS2,0.0
mp-568443,Al2VCl8,0.0
mvc-8888,TaTiZn(PO4)3,0.10229915498842597
mp-775767,AgAsO3,0.012079916750000308
mp-1080784,LiHoSn2,0.11341126052197747
mvc-1072,CaCuP2O7,0.05480281500000128
mp-3732,Ti2CS,0.0
mp-561351,SiO2,0.012214474444443013
mp-27240,UCl5,0.0007639366666758463
mp-699412,B3H52C16(NO)12,0.2810928916881581
mp-759419,LiSb(PO3)4,0.057391712222205626
mp-1094873,Ce2Mg,0.12044443722222288
mp-25098,Ba2Ni(NO2)6,1.8109703674301585
mp-2739,TeO2,0.011017738749992569
mp-773181,Cr3WO8,0.09500586583332372
mp-766941,Li4VF8,0.060131166538452525
mp-975461,Hg3Sb,0.15667910625000014
mp-865299,TmZnRh2,0.0
mp-30352,NaAg2,0.0
mp-1068664,ThCoSi3,0.0
mp-684504,Li3Bi2(PO4)3,0.03564550225000307
mp-861622,LiMnPO4,0.08578159250000006
mvc-7248,BaCuReO5,0.3861414050624985
mp-3481,KSnAs,0.0
mp-1026481,Mg14CrSb,0.09023212593749984
mp-21073,HoGeIr,0.0
mp-5488,LiInO2,0.0
mp-772250,Li8FeO6,0.028921456999998263
mp-720721,SiH18C4N8(O2F3)2,0.02659323193767449
mp-1022507,KMg6Fe,0.3722355975
mp-720515,HN,0.14174916170666665
mp-568011,K3P5RuSe10,0.0
mvc-7654,TiZnAs2O7,0.06383394375000062
mvc-2998,SrVZn(PO4)2,0.03654417014806821
mp-1098906,Mg30FeCoO32,0.004430394414062454
mp-31256,U(SbO3)2,0.004866428611114415
mp-581203,Mn2P2C12S(O2F3)4,0.6196134617133193
mp-29718,AgW3Br7,0.0
mp-707973,CuH22C8N10O,0.09429920191047536
mp-1028004,SrMg14Zn,0.07302556379999993
mp-556281,Sc(PO3)3,0.01005632339743201
mp-767196,Li3Mn5OF11,0.05948704449999909
mp-4259,Ca(CoGe)2,0.0
mvc-3737,MgMnF5,0.03541086238094948
mp-1096271,LiSc2In,2.410844792884612
mp-565665,Ba2V2ZnO8,0.0025267850000005865
mvc-9724,Zn(SbO2)2,0.14241248083333247
mp-1038543,Mg30CrBO32,0.12199248136718932
mp-41331,CaGa2Cu3(SbO6)2,0.08621283624999876
mp-557540,Rb2AgSbS4,0.0
mp-12801,CoCu2Sn,0.2472096308333338
mp-752878,LiAg2F4,0.03150204892857067
mp-541459,KSnPO5,0.0
mp-7783,La(BC)2,0.12713672000000376
mp-560104,LiTaGeO5,0.0
mp-28801,La5Ti4O15,0.06555987986979163
mp-753816,Na6MgO4,0.010950832272727421
mp-780141,Li6Mn5O12,0.04247469035326112
mp-19796,Ba2Nb5O9,0.0
mp-680502,La10Ga5Br4,0.0
mp-774754,KRe4O8F13,0.0017244210576938812
mp-1079193,TiCuNi2,0.01664006125000039
mp-1094335,Sr2Mg,0.13031059791666674
mp-991544,VRu,0.003831514999999897
mp-1069288,MnGa4,0.0
mp-773694,Li2Si12(NiO6)5,0.0635615863265393
mp-764823,Li5Mn6O16,0.0819006750848752
mp-1079998,Co(IN3)2,2.238189394179998
mp-1074613,Mg2Si,0.22886759866666884
mp-549333,NdBi2IO4,0.0
mp-510083,Tb2Ti3Si4,0.0
mp-771825,Er2TiO5,0.0376677012499993
mp-651154,Te4As2S5(OF6)2,0.10954197413999987
mp-1099792,Ba3Sr5Ti8O20,0.07787453928242982
mp-25668,Mo2P2O11,0.002407594999997542
mp-556207,ZnS,0.0008126602499998192
mp-707876,Ca3Be2P4(HO2)10,0.011390478653845905
mp-774288,Li2V3CrO8,0.006696120907703218
mvc-9528,Al4Fe13Si2(SbO14)2,0.0008717125510102619
mp-28753,NdI2,0.0
mp-24720,PuH2,0.0
mp-1025489,SmSi,0.0
mp-26531,LiCu2P3O10,0.02983737757814353
mp-1039121,MgCd,0.5532916325000004
mp-2263,ScIr2,0.0048585933333349365
mp-554739,C3ICl(OF3)2,0.1968541597115374
mp-1034202,HfMg14SnO16,0.30588799085937524
mp-15812,Mn3Mo3C,0.0
mp-1029616,Ba(TaN2)2,0.0
mp-21903,KEuGeS4,0.019914128459819658
mp-982869,PmYAl2,0.01841473562499996
mp-850135,Li3V2Cr2O8,0.054566297062496716
mp-774255,K3CrPCO7,0.011137223381412651
mp-770565,TiCr(PO4)2,0.009114746006943621
mp-775260,Li6CoCu3(PO4)4,0.0744265287083401
mp-1026411,Mg14SbC,0.31317554609375
mp-860971,ErH(SO4)2,0.014838680000003103
mp-1087231,Yb2Ge6Pd,0.08175506305555569
mp-614311,CsCSN,0.0
mp-677613,Ba3Si3N5ClO,0.040397845192306825
mp-30625,Dy2Tl,0.0
mp-561777,SmTiO3,0.049408035749998185
mp-698585,Sr24Ni19O54,0.005466939690720096
mp-6440,CaTiSiO5,0.0001450028124985181
mp-20391,B2Mo2Ir,0.037097663999999135
mp-1026750,LaMg14Cr,0.14418250046875025
mp-504627,Er4NiB13,0.09403902412036924
mp-16839,Na3WN3,0.0
mp-618750,NaMnCrF6,8.156666666536694e-06
mp-1097662,NbInTc2,3.2115312
mp-25609,NiH12(N3O2)2,0.6345991182472455
mvc-288,Sr2YCu2AgO7,0.056624951666674576
mp-766628,Li5V3P8O29,0.03452446724072633
mp-779650,Na5CuO4,0.08008756508333281
mp-1008395,C,0.3305366499999991
mp-33948,Ho2Ti2O7,0.017408957272733616
mp-776170,LiTi2O4,0.040485326785697495
mp-542034,Pr5Co19B6,0.01479941966666676
mvc-15194,Y4Be6Fe3(SiO5)6,0.08156461290391448
mp-777389,LiFeF3,0.09851267799999608
mp-31306,C2O3F2,0.16635462857142969
mp-1003316,KMn4O8,0.00653351333335106
mp-555851,Na2Cd3(P2O7)2,0.0
mp-1018809,MoS2,0.0006395633333333706
mp-34783,Ga2CuO4,0.06074207071427917
mp-561549,K2Be2(Si2O5)3,0.0
mp-849518,Mn12O7F17,0.056519162465282775
mp-571094,Th7Ir3,0.0
mvc-15037,Si2NiO6,0.21507298935185207
mp-1027175,Te2Mo3W(SeS2)2,0.05403843999999847
mp-771653,Li6V3Ni(PO4)6,0.04456659356251258
mp-11840,BaAg,0.0
mp-696396,NaHCO3,0.0
mp-556212,K4U5Te2O21,0.0001334412500000326
mp-6188,LuNiBC,0.0
mp-18700,K4SiO4,0.0
mp-1016293,KMg7,0.17855125375000025
mp-1080226,CsTlBr3,0.0015253687499994224
mp-865301,TmBr3,0.0
mp-1072255,ScNi4Au,0.0
mp-675524,CsPbCl3,0.0
mp-760440,Sr2U4O11,0.09137659972690848
mvc-4351,Al2Cr3(SiO4)3,0.0653450123749959
mp-672695,KAgCO3,0.06204259875000063
mp-31204,Nd(SiAg)2,0.0
mp-642729,LaH3(CO2)3,0.08244411384615358
mp-1008524,BeSe,0.4984123624999999
mp-778864,Li2Mn3(PO4)3,0.0368542293750016
mvc-8519,Si4SnO10,0.1930406334999981
mp-1378,LiC,0.019556797083333244
mp-9945,CoTe2,0.016344738333332387
mp-865748,YbGaAu2,0.0022580422656246486
mvc-2541,Sr2YTlV2O7,0.2063561315864808
mp-640286,CeCu4Sn,0.17606584781250145
mp-569710,RbNb3CuCl9,0.02933655117346845
mp-15750,TaAgP4O13,0.0
mvc-10602,Cr3P3O13,0.058021167302621635
mp-1096418,Hf2CuNi,3.4971224334134603
mp-555448,Rb3Pr3(PS4)4,0.0
mp-766341,NaSb5O13,0.0
mp-771388,MnP2O7,0.006341041499998923
mp-1099611,Sr4Ca4Co7CuO24,0.08927733828125195
mp-5496,Al5C3N,0.043991491666666604
mp-773239,Li4MnV2WO12,0.0911101878499334
mp-14374,Na3Rh(NO2)6,0.005133003668941427
mp-561423,ZrTlCdF7,0.0
mp-1008786,MgTe,0.0639015624999999
mp-559537,Ca4P6O19,0.0
mvc-9821,ZnAg2P2O9,0.10837177604166914
mp-1025373,TcF6,0.0
mp-761818,LiCoPO4,0.06029592410714457
mp-566582,MoC3S2Cl7O,0.1431678349404768
mp-744098,VH20C2S2N6O13,0.035864323835345324
mp-783909,Li2MnSiO4,0.008215902812500175
mvc-2723,SrSb(PO4)2,0.10190178666666316
mp-9808,Rb3NbO8,0.0
mp-19950,Dy2Ti3Si4,0.0
mp-1095380,LiEuBi,0.0
mp-1094274,SrMg,0.04829589437500004
mp-614489,GdInCu2,0.019446291250000414
mp-971631,GaP,0.5790906900000001
mp-859799,Li9Si2Ni5O16,0.03757450914062765
mp-560411,CdSb6(S2I)4,0.0027229421052625824
mp-705336,Li2Co3(P2O7)2,0.03553825315220749
mp-1075793,Mg3Si2,0.17460464866666658
mp-1027847,Mg14GaFe,0.1164235856250011
mp-566720,Rb2Mn(PO3)4,0.0
mp-754516,LiNiP,0.03176617404761917
mp-756804,TePHO5,0.0673785760417136
mp-762535,Li2Fe2(SiO3)3,0.07210203749999701
mp-12716,LiTlPd2,0.0
mp-571244,Nd10(B3C4)3,0.03741950009677808
mvc-9146,MnZnBiO5,0.1232860301041665
mp-780557,Li3FeP2HO8,0.03999679599999872
mp-763666,Li6Ti3V(PO4)6,0.07541064239062845
mp-6947,SiO2,0.19618174833333413
mp-652092,Fe4Pb(CO)16,0.6302363363963996
mp-764077,Li3V3P8O29,0.04748022235465399
mp-699460,KLiH4S2(NO3)2,0.0527752858028574
mp-1079552,TbGa2Ni,0.0
mp-1074597,Mg4Si3,0.21244697730158849
mp-12063,Ce(AgGe)2,0.0
mvc-9791,Al4V13Si2(SbO14)2,0.19956632848639266
mp-8543,Na3AlAs2,0.0
mp-555786,Si(PbO2)2,0.006072663571428549
mp-1096337,Ti2MoRh,3.6831932741666655
mp-648086,GdGa2Co,0.0
mvc-2132,Mn4Al(CuO4)3,0.2449078911406249
mp-619128,V6PbO11,0.032601639444445496
mp-884,NdSi2,0.0
mp-32453,VPO4,0.02393294208333252
mp-763359,LiCr2CoO6,0.10347535341666793
mp-771677,MnV4CrO12,0.05095447576388068
mvc-4453,Al(SnO2)2,0.4907551519642768
mp-19068,TmVO4,0.0
mp-555503,C3S2ClO2F3,0.16518793854708225
mp-12487,CsDyCdTe3,0.0
mp-1026713,NaMg14C,0.24871031046875025
mp-542632,GdNi,0.0
mp-639,US2,0.0027792233333325807
mp-578613,NaVO2,6.874500000630945e-05
mp-4596,Sr2RuO4,0.0
mp-864960,Dy2CuRh,0.0
mp-1096072,AlFeIr2,3.4145623075
mp-1094074,ScFe2BO5,0.0
mp-1093872,Mn2SiW,3.7646404296875
mp-866071,MgTaOs2,0.0
mp-31337,InPd3,0.029417793749999525
mp-695202,Mg4Al9Cu(SiO4)9,0.032446718423733145
mp-1094328,MgTi3,0.2267965381249999
mp-1080073,MnTe,0.005054727499999245
mp-559737,Rb2Tb3AlF16,0.0018101792272746664
mp-677550,Ca5Al12Si12(AgO24)2,0.1217161304272132
mp-1027159,MoW(SeS)2,0.048072710833333865
mp-18725,YCrO3,0.0
mp-10854,Tb(BC)2,0.0
mp-758383,LiCu3(CO3)3,0.10782696440104188
mp-1096004,Hf2NbIn,3.52595145675
mp-744182,CrHSe3O8,0.2538192301923061
mp-778351,Li10Mn3F16,0.049448093103448436
mp-1094044,SrCa3Mn4O12,0.047073601107131324
mp-1095106,Gd(CuSn)2,0.0007786939999991915
mp-1019101,SmGeAu,0.0
mp-690566,NaCo2H3(SeO5)2,0.5538052505709894
mp-9905,Ba2Si,0.0
mp-762487,LiFeP2O7,0.04377388045462993
mp-1028948,TeMoWSe2S,0.042445915000000056
mp-3048,U2SeN2,0.0
mp-1097859,Mn3Ge5,0.015622635625000212
mp-1078916,Tm2InCu2,0.0
mp-775387,Li4Fe3Co2Sn3O16,0.10183185526784387
mp-780050,Hf2N2O,0.0866334141666627
mp-27798,B4H5,0.012847587031240336
mp-2039,ScMn2,0.0
mp-567767,CoCN2,0.21198695127999925
mp-12453,HoCuS2,0.0
mp-146,V,0.0
mp-1078737,HoCoGe2,0.0
mp-1025239,Cr2CoTe4,0.05079641892857012
mp-1019544,BaZrO3,0.0003017770000006692
mp-980769,SmCu,0.0
mp-777980,LiCr2(PO4)3,0.0750354140972318
mp-19147,NiCO3,0.0
mp-631396,KFeTc2,1.4918444624999996
mp-861268,LiLaNb2O7,0.07771303863636447
mp-568371,Tm(SiRu)2,0.0
mp-1027854,Mg14ZrGa,0.07732313015625047
mp-754199,BaSrI4,0.04153491895833339
mp-542888,La3AgSnS7,0.0
mp-566939,P2W2O11,0.009316874499999628
mp-773979,Cr(SO4)2,0.06188302876894002
mp-530933,Li5P2N5,0.01065218479166763
mp-531297,Ga4GeS4,0.01897732958333176
mp-777701,Li5Mn3Cu2(PO4)6,0.07085504493749628
mp-12904,HoAgTe2,0.0
mp-31872,Fe5(P3O11)2,0.03200924386363724
mp-124,Ag,0.0
mp-672344,CeAl5Pt3,0.0
mp-767869,Li3NiPCO7,0.05448805192306772
mp-19885,InGaS3,0.012156789666664558
mp-567465,TlC,2.10758326875
mp-613733,K2PdN2(ClO2)2,0.0363320357966046
mp-1033729,HfMg14BO15,0.2851728055241942
mp-600063,SiO2,0.01206058222221884
mp-776916,Fe3Ni2Sb(PO4)6,0.01435363069443252
mp-11166,BaZnCO3F2,0.0
mp-1030616,Te4Mo3WSe4,0.04966382583333395
mp-622187,Li3VF6,0.017112748666650468
mp-1097016,H4C7,0.13152110416666662
mp-767299,Li3Co2CuO6,0.10467472583333316
mp-763120,Cr2CoNi3(PO4)6,0.11234433277777356
mp-510173,PuGa4,0.3928482779999998
mp-1099763,Ba2Sr2Co(CuO4)3,0.06497260060937737
mp-779263,Li4Co3P4(H3O4)6,0.03659291544812948
mp-29529,NaSnP,0.0
mp-18673,CsZnPO4,0.014189162857142
mp-569292,ZrCuH8C2NCl6,0.014979938421052275
mp-761339,NaMnP2H10NO10,0.016307052133337052
mp-5150,HoSi2Ni,0.0
mp-1026399,Mg14CrSn,0.07980101000000017
mp-567873,RbSmGeSe4,0.0
mp-31160,CaZnSn,0.0
mvc-6,Nb2Zn2TeO8,0.12061204012820514
mp-21490,CeSnPd,0.0
mvc-3947,Mg2Mn2O5,0.24713810333334685
mp-774950,Li2V3CoO8,0.053911983511905966
mp-13350,RbUAgS3,0.0
mp-866202,Li2SnPt,0.0
mp-775647,Li2Mn3SnO8,0.0228383125446312
mp-542931,Bi2B8O15,0.0
mp-158,As,0.02366599000000047
mp-2689,ThFe5,0.0
mp-531882,U7(Pd3S4)8,0.0
mp-20212,BaPr2CuO5,0.023795151666698544
mp-1094224,ZrSn3,0.42519840875
mp-18142,Ca(Al5Cr)2,0.0
mp-764717,Li2MnF6,0.08173118370370336
mp-721753,CsH7(C2O5)2,0.041691559488638674
mp-1056311,Pr,0.10403974000000016
mp-974627,K3Tl,0.07739366645833322
mp-19946,YInCu2,0.03104278777777836
mp-20897,Ba4Y2Cu6O13,0.012036950600009531
mp-31138,MnPd3,0.0
mp-764449,Mn2Cr3O12,0.01625944294117776
mp-12368,SbS2NF6,0.004440849138582337
mp-24029,Na2H10SO5,0.0018431043055553427
mp-755316,Dy2Sb2O7,0.0961746359090876
mp-2105,Hf3Si2,0.0
mp-850237,Li5Cr4O8,0.09580568450980652
mp-20669,Ca2In,0.0
mp-559459,CsInS2,0.0
mp-771816,Gd3NbO7,0.012672004318186936
mp-776721,Ti3V2Sb(PO4)6,0.05603564944444095
mp-768732,Ba6SrI14,0.08267126273809478
mp-777450,Ti5Mn(PO4)6,0.08988076977628978
mp-647244,KNi4(PO4)3,0.0
mp-1034284,RbMg14BO15,0.3017114725659837
mp-1037311,Mg30TiCuO32,0.05325970089843768
mp-917564,FeBr3,0.00022430125000028056
mp-1028002,CeMg14Fe,0.12608532687500018
mp-24517,Rb2CaH4,0.008987217500000089
mp-647391,CeP5O14,0.0
mp-1021518,CsCr5S8,0.04144954714285642
mp-622345,U5Ge3,0.15987789375000186
mvc-8959,CaLaFeSbO6,0.0
mp-773102,Ce4YO9,0.0321794969940612
mp-989643,LaCoN3,0.0
mvc-10371,Mn2ZnO4,0.03690569452381709
mp-1027942,Mg14ZrCu,0.06177088953124965
mp-644330,H8C3N2O,0.6752102757142842
mp-24147,AcH2,0.0
mvc-12300,Y5Mn3(NiO6)3,0.08908401891522821
mp-775471,Li3V4FeO12,0.07563477300002752
mp-566981,Li4WO5,0.0
mp-540938,Pb5(IF4)2,0.07646504466666659
mp-568902,Yb(CoGe)2,0.0
mp-1097320,NbRe2Mo,4.623135504583333
mp-680185,CsRe6Se8I3,0.0
mp-29109,SiI3,0.0
mp-771912,Li4Cr2C4SO16,0.07009243259259268
mp-558489,Ca6Hf19O44,0.018359035688407133
mp-774868,ZnP4O11,0.006423175937497304
mp-767202,Li6Mn(OF2)2,0.10315950102563942
mp-768001,Li6Fe(SiO4)2,0.06332643367646718
mvc-5992,AsWO5,0.2192028927678571
mp-1034788,Mg14CdSiO16,0.23952595382812536
mp-623670,Ce5C2Br9,0.0
mp-980110,Th(NiSn)2,0.0
mp-667803,Nd2Cu2O5,0.08187300407406628
mp-1849,Mn2P,0.0
mp-1080374,CeSe2,0.5433747316666668
mp-867841,GaTc,0.0
mp-1097099,MgBiPd2,1.9516225025
mp-769272,LiCuPO4,0.05747239035715612
mp-3833,Mg(AlSi)2,0.02876291855555557
mp-561664,TeF4,0.0
mp-734150,Na3YH6(CO4)3,0.0
mp-20340,EuN,0.0
mp-777469,VO2,0.038706437499998365
mp-1016820,MgSnO3,0.6291769235000002
mp-1377,ThCu2,0.0
mp-568620,CsFeI4,0.0
mp-1075040,Mg3Si4,0.2422582219047613
mp-555827,Sr2Cu(BiO3)2,0.062080992727275415
mp-19330,CaMoO4,0.0
mp-570666,Mo3Pt2N,0.0
mp-1095970,FeCuPd2,2.371398983333333
mp-862938,PmMgHg2,0.0
mp-859133,LiH2N3O,0.06223740409333356
mvc-12083,Mn4(CuO4)3,0.04766129971491573
mp-1096784,Ni(AsO2)2,0.0
mp-1026895,Mg14CuBi,0.05494967281250029
mp-30012,BiKrF7,0.0
mp-782689,CoO2,0.018382864166664348
mp-10890,LiAl3,0.006497694999999748
mp-778619,Na4Co2O5,0.0886593976136476
mp-763351,Fe2O3F,0.08861115947916431
mp-1030704,Na15W7N19,0.0
mp-1016224,Mg3Cu,0.11734149125000035
mp-861539,Li4Ni7(PO4)6,0.06186449402437778
mp-1019555,BaNaLi3(BO2)6,0.0
mp-3281,Al5BO9,0.0
mp-554648,Ag5IO6,0.005997809895833761
mp-767773,Li4V3Fe3(TeO8)2,0.04556195427909948
mp-754855,CaAsH5O6,0.09448673044871292
mp-3579,UGeSe,0.0
mp-25103,K2NiPb(NO2)6,0.06358325942218457
mp-28271,Sn5BF13,0.0
mp-773202,Li5Mn5(SbO6)2,0.05099008166666685
mp-17210,Nb2V4Si5,0.1843775770000029
mp-8909,RuO2,0.06615486749999988
mp-559558,Cu3P8(S2Cl)3,0.0
mp-580236,EuCd,0.0
mp-722472,C6S3(N3Cl)2,0.4758536225948733
mp-581805,Ni3Mo3N,0.03919120532737885
mp-567912,SmHgPd,0.0
mp-6765,Li3AlGeO5,0.0
mp-981377,V2ReTc,0.0
mp-1057650,NpN,0.0003766199999990505
mp-972941,NaBi3,0.054141323750000137
mp-22114,ErSiRh,0.0
mp-743994,V2Ni(H4O5)2,0.5277768335714299
mp-558390,RbGa2P5O16,0.0
mp-977380,LiMg2Pd,0.0
mp-866468,CrH9(BrN)3,0.0
mp-974335,RuRh3,0.061793771249998734
mp-861736,LiSbPd2,0.0
mp-780644,Fe2O3F,0.08804074281249896
mp-667383,SiO2,0.015435688928571169
mp-32396,LiNiP2O7,0.05648026225379255
mp-560605,LiLa4AuO8,0.0
mvc-3270,MgVSiO5,0.07682182250000125
mp-640045,Ti8Bi9,0.0
mp-1093744,ScAg2Sn,2.0017021556250003
mp-19936,Sc(MnGe)6,0.0
mp-1096269,LiYZn2,1.81170831
mp-770633,RbLi2Co2(BO3)3,0.05491358329044438
mp-763531,LiP3(WO6)2,0.006383431666725059
mp-1078965,Cs2Sb2Pd,0.0
mp-23668,H9C4NO4,0.13937179291666624
mp-555093,CuB4O7,0.04518676069444183
mp-4558,Li4GeO4,0.0
mp-19529,W18O49,0.0
mp-619196,NaCoPO4,0.02859639874999065
mp-1038013,BaCaMg30O32,0.1030008920312504
