mpid,formula,gap pbe
mp-555356,Ba13Dy8Zn4Pt4O37,2.2975000000000003
mp-1030391,Te2MoWS2,0.0
mp-651075,Nb2Ni4O9,2.8840000000000003
mp-704116,KMn2Zn3(Si2O5)6,0.0
mp-29914,Er7(NiTe)2,0.0
mp-27868,VNCl4,1.2534
mvc-10309,Ho(MoO3)2,0.9178000000000002
mp-556023,Nd3S2Cl5,3.1773
mp-565938,Sr8Tl3Cr(CuO5)4,0.0
mp-1097147,MgBe2Os,0.2263000000000001
mp-1043,HfV2,0.0
mp-1028252,CeMg14Al,0.0
mp-853162,MnV4NiO12,2.0117000000000003
mp-559027,SrH12C4S4(NO4)2,5.6657
mp-777204,Li4Ti3V2Ni3O16,1.6363000000000003
mp-36002,K9Ta10O30,2.2443
mp-11583,Zr2SN2,0.5637999999999996
mvc-4182,TaZn2SnO6,0.0
mp-11086,La2MgCu2,0.0
mp-773183,LiVSiCO7,1.8349
mp-860962,Sr2V3O9,1.7077
mp-762378,Li2V3CoO8,1.6223
mp-753903,Bi2B2O7,0.5085999999999999
mp-762922,Li2VO2F,1.7004
mp-23645,KBiS(ClO2)2,4.1789999999999985
mp-541238,KTi2(PO4)3,2.5455
mp-565208,Li2U(MoO5)2,2.4047
mp-1028112,BaCaMg14,0.0
mp-17853,YGaO3,2.8953000000000007
mp-850264,Li5Mn6(BO3)6,0.113
mp-862260,ScZn3,0.0
mp-865460,CaCeAg2,0.0
mp-865537,TiMnCo2,0.0
mp-38307,MgAl2O4,4.5368
mp-1093607,Hf2MnCo,0.0
mp-6744,K2Fe(PS3)2,0.28530000000000033
mvc-13376,Ca(FeS2)4,0.0
mp-697813,LiCr2(PO4)3,0.0
mp-22161,CaYb2O4,0.0
mp-604153,LaCr2Si2C,0.0
mp-628588,Fe4Si2Sn7O16,0.0
mp-983359,GaSi3,0.0
mp-1098751,CaMg30MnO32,2.9628000000000005
mp-867905,LiLa2Ru,0.0
mp-233,UO3,0.4657999999999998
mp-1079093,TmSiAg,0.0
mp-766391,Ti(Sn2O5)2,2.0473
mp-541656,AuCl2,0.8978999999999999
mp-685151,TiO,0.0
mp-1096225,YSnRu2,0.08689999999999998
mp-761922,LiNb(TeO4)3,1.4654000000000005
mp-1078963,V3GaN,0.0
mp-1032131,Mg6CdFeO8,1.5860000000000003
mp-777100,VOF3,1.8411
mp-560074,NaYbP2O7,0.01100000000000001
mp-867568,CsTi6O12,0.0
mp-977455,PaAgO3,0.9148999999999998
mp-674310,Cr4Cu3Se8,0.0
mp-542465,Pr5Si4,0.015699999999999825
mp-556177,Cs2Cu2Si8O19,1.1123999999999998
mp-850876,VOF3,2.9217
mvc-14254,Ca3Fe2(RhO6)2,0.0
mp-763609,Li4Mn5O10,0.6966000000000001
mp-676572,NdPb6F15,4.3396
mvc-4623,MgSb2O5,0.0
mp-1037789,HfMg30MnO32,0.06219999999999892
mp-17784,CaTiGeO5,2.9243
mp-219,MoP,0.0
mp-30787,MoRh3,0.0
mp-1098605,HfMg30BO32,0.0
mp-1093546,Y2AlHg,0.1513
mp-765075,LiVFeP2(HO5)2,1.5304999999999995
mp-765366,LiVOF2,1.6168000000000002
mp-1026980,Mo2Se3S,0.7385999999999999
mp-12933,TmTaO4,4.1068
mp-767636,LiMn2O3F,0.4117000000000002
mp-775507,Li4Co3Ni2Sn3O16,0.8906000000000001
mp-1075392,Mg3Si4,0.0
mp-3332,NaCrSe2,0.7174
mp-29363,Rb3GaP2,0.8513999999999999
mp-570142,Ca3SiBr2,0.0
mp-1097553,Ti2VOs,0.0
mp-1039275,CaZn,0.0
mvc-3774,AlCoO3,0.0
mp-853215,W(SO4)2,2.8632
mp-11585,La2MgGeO6,0.42329999999999934
mp-21268,SiAs2,0.17180000000000015
mp-779205,Li3V4(OF3)3,0.9322999999999996
mp-627606,V3(H3O5)2,1.5017
mp-849558,Cr4OF11,0.8311999999999999
mp-20284,PdF2,0.0
mp-2249,HoZn,0.0
mp-9420,Dy(CuO2)2,0.0
mvc-10106,MgV2O4,1.1481000000000003
mp-1545,Nb3Rh,0.0
mp-637389,Na3VS3O,2.0084
mp-693857,NaLi2Al3(SiO4)3,2.955
mp-868046,Fe9Cu3O16,0.0
mp-11887,K2U3(TeO7)2,1.8406
mp-765960,Li3MnVP2(HO5)2,2.0258
mp-755121,TiBi2O5,1.7454
mp-25100,Ni2GeO4,2.2991
mp-19870,GaFe3,0.0732999999999997
mp-683890,CsRe3(S2Br)2,1.8862
mp-694898,Sr5La3Mn4(WO6)4,2.1072
mp-14373,Y3B7W,0.0
mp-676663,ZnSnSb2,0.0
mp-779703,Na4Sn5O12,1.4095999999999995
mp-761315,MnFeO4,0.0
mp-1096361,MnSi2Tc,0.0
mp-1093872,Mn2SiW,0.0
mp-1098911,BaMg30CoO32,0.0
mp-558189,Ag3SI,0.6203000000000003
mvc-15217,Bi3(PO5)2,0.01950000000000029
mp-778052,Sm2TeO6,3.0283
mp-551243,BaBiIO2,2.947
mp-677529,Sr2La18AlSi11O52,0.0
mp-557346,ZnS,2.0266
mp-757671,Li3Ti2(PO4)3,0.1153000000000004
mp-777704,Li2Mn3F8,2.7893
mp-867342,Li3Ge,0.0
mp-754761,Sr2HfO4,3.868
mp-997002,KAuO2,1.4088
mp-1078582,UInPt,0.0
mp-7916,HfSiS,0.0
mp-763667,Li4Mn3(SnO5)2,0.4567000000000006
mp-764506,Li3Fe8(BO3)8,1.4035000000000002
mp-1079454,InSe,0.4575
mp-30568,Zn13Co,0.0
mp-771257,MnTlO3,0.0
mp-555804,Na3Nd14(RuO6)6,0.0
mvc-2971,Mg2Sb3O8,0.0
mp-753737,Li3CuS2,1.9809999999999999
mp-603285,Cs2Cr4Cu(HO4)4,0.8804
mp-865805,TaZnCo2,0.0
mp-706986,PH4NO3,5.208500000000001
mp-1028397,Mg14VNi,0.0
mp-23144,TlRe3(Se2Cl)2,1.5063000000000004
mp-616559,Ti2S,0.0
mp-1038310,Mg30AlCuO32,1.3528000000000002
mp-630519,ZrVF6,2.4248
mp-560308,BaZr4(PO4)6,4.3446
mp-644143,LaSb2Au,0.0
mp-23304,Rb3Bi,0.0
mp-609151,MgWO4,3.3049
mp-594,NiS,0.0
mp-766437,MgTi5O10,0.0
mp-1078208,Ca(IN3)2,0.0
mp-2852,C3N4,2.8993
mp-1059528,Pr,0.0
mp-769975,Li2Cr3FeO8,0.0
mp-18079,BaLaCuS3,1.1070000000000002
mp-19367,NaCr(SiO3)2,2.9474000000000005
mp-755288,LiFeCuS2,0.0
mp-777912,Fe6O5F7,1.2268
mp-571621,Ba3Na2(CN2)4,3.3947000000000003
mp-2281,SmSb,0.0
mp-1094996,CeMg,0.0
mp-769592,Na3VPCO7,2.1544
mp-989563,Rb2NaTlCl6,1.8121
mp-1021383,RbMg6Ti,0.0
mp-9407,Nb3SnS6,0.0
mp-771644,Li3Cu5O8,0.0
mp-1065428,Rb3Re,0.0
mp-1025191,ScGa5Ni,0.0
mp-1095163,Pt(Cl3O)2,0.0
mp-556939,NpIO,0.0
mvc-637,Re(WO4)2,0.3728
mvc-16833,AlV2O4,1.0993000000000004
mp-1018017,Sc2MnSn,0.0
mp-773971,Li4Mn2V3Cr3O16,0.4346000000000001
mp-1027023,TeMoWSeS2,0.0
mp-33234,RbO2,0.001000000000000334
mp-530571,Na4Sn3O8,2.3778000000000006
mp-777483,Ge2N2O,2.3193
mp-541108,Cd2Si(P2O7)2,4.0752
mp-2968,Sr(MnSb)2,0.0
mp-643086,MoP4C5S3O5,2.1921
mp-775864,NaCo11O17,0.0
mvc-2652,Ta2Zn2CrO8,1.3417000000000003
mp-707849,H2Os5(CO)16,1.7437
mp-3296,Yb(GePd)2,0.0
mp-1033030,YMg6FeO8,0.0
mp-1094378,Y2Mg,0.0
mp-763332,Li3MnF5,3.617
mvc-4634,Al(WO2)2,0.0
mp-772354,Cu2W2O7,1.0151000000000003
mp-8926,Li3BN2,3.4548
mp-767598,LiVPO5,1.2921
mp-984796,BaTh3,0.0
mp-542208,Ba3NaOs2O9,0.014800000000000146
mp-40866,CaLaTiMnO6,0.6887999999999996
mp-1025559,TbFeSi2,0.0
mp-2653,BN,5.2083
mp-759207,LiSb(TeO4)3,1.2295000000000005
mp-21810,Tm5(Ge5Rh2)2,0.0
mp-31258,Pr2MoC2,0.0
mp-634326,GaHO2,3.2584
mp-1629,Th2Au,0.0
mp-20982,K3Cu2F7,0.0
mp-770062,NaVSiO4,1.9759
mp-12442,KAuF6,2.1117
mp-4525,SrRuO3,0.0
mp-4655,SrTl2O4,0.08289999999999997
mp-2095,Rb2Te3,0.6637
mp-28929,DySI,2.7811
mp-770852,Li2TiNi2O5,2.2287
mp-29592,RePCl9,0.8384000000000003
mp-1028150,CaMg14Sb,0.0
mp-7237,CuAgO2,0.0
mp-771390,In2WO6,2.9534
mp-561472,Hg2PO3F,1.4468
mp-1093833,Hf2ReHg,0.0
mvc-14264,Fe9O13,0.0
mp-1076080,Sr5Ca3Mn7FeO24,0.0
mp-753216,LiAg2F4,0.0
mp-772878,Ba2SrI6,3.64
mp-505244,FeCuSe2,0.0
mp-775297,FeCu3(PO4)4,0.08589999999999998
mp-8809,BaLa2PtO5,2.4067000000000007
mp-1097341,LaCd2Ag,0.028300000000000214
mp-774252,Li4Cr2Fe3Sb3O16,0.8067000000000002
mp-761525,Li17Ni11O28,0.6095999999999999
mp-1094136,Ni,0.0
mp-777066,Li2MnP2O7,4.0615
mp-1713,CsCd13,0.0
mp-644092,Na2LiAlH6,2.6364
mp-775753,MnSn(PO4)2,1.5478
mp-763287,Co3OF5,1.1396
mp-568202,Yb6Co30P19,0.0
mp-764447,LiFe2(BO3)2,1.7324
mp-911466,DyCrO4,0.2492000000000001
mp-570855,SmAgPb,0.0
mp-7191,Sr3GaN3,0.5667000000000004
mp-818857,LiVO2,1.7771
mp-762707,Li3Fe(PO4)2,2.241
mp-542313,Ce2O3,0.002799999999999692
mp-18074,NdF3,5.4502000000000015
mp-25116,Na3VP8O23,2.4261000000000004
mp-1735,BaC2,1.6041
mvc-7891,CaNiBiO5,0.0
mp-762882,Li8FeNi9O20,0.0
mp-704634,Ba2Nd2Fe4O11,0.8703999999999996
mp-626787,VHO2,1.5267999999999995
mp-30658,VGaNi2,0.0
mp-29862,SnBr2,2.6403000000000003
mp-755451,BaLa2Br8,3.1249
mp-1076878,La7SmV8O20,0.11689999999999935
mp-1022140,RbMg6Cu,0.0
mp-22646,InPd2,0.0
mp-4643,Nb2CuO6,0.5169999999999999
mp-778632,Fe6O7F5,0.22030000000000016
mp-771403,Na3CoBSO7,2.0964
mp-765001,Li2Mn3TeO8,0.14029999999999987
mp-22945,TeRhCl,0.7782
mp-557112,Li4Ga3Si3IO12,3.4397
mp-3538,Hg3TeO6,1.1609
mp-20619,SbRh,0.0
mp-997184,Ca3TiNiO6,3.1807
mp-540462,LiCrPO4,2.6089
mp-540676,MnH4(ClO)2,4.3746
mp-976135,PrEr3,0.0
mp-32613,Ce5O9,0.0004000000000008441
mp-757419,LiTi(SiO3)2,0.1631999999999998
mp-8261,Ba3Yb4O9,0.0
mp-1068966,K,0.0
mp-13308,HoGeAu,0.0
mp-1039631,Ce2Mg,0.0
mp-1032988,Mg6AlCdO8,0.0
mp-758475,Li4(CuO2)3,0.0
mp-698417,MnH12C2(NCl2)2,1.6563
mp-766619,Li4Cr(PO4)3,1.3127000000000002
mp-1018891,PdCl2,0.7861999999999999
mp-698563,Ni3(BiO2)10,0.0
mp-1080030,BC7,0.0
mp-996948,CaCr2O4,1.1068000000000002
mp-763313,LiCoSiO4,1.3956
mp-1022036,Mg6SiNi,0.0
mp-935266,LiC2NO6,1.616
mp-1068250,Ca(FeSi)2,0.0
mp-29807,Hf27P16,0.0
mp-867290,TbTe,0.0
mp-622126,CuSb(MoO4)2,0.6344000000000003
mp-767047,Li2Mn4O7F,0.0
mp-1079430,Sm(BC)2,0.0
mp-1028177,LiCaMg14,0.0
mp-37520,Ca(PrTe2)2,1.1032000000000002
mp-676534,Rb8C4O7,0.03869999999999997
mp-7427,Ba(ZnAs)2,0.29879999999999995
mp-1026472,Mg14GaW,0.0
mp-1097575,Sc2AlAu,0.0
mp-775486,Li3Sb2(PO4)3,3.5203999999999995
mp-705516,Li10Sn(PSe6)2,1.0869000000000002
mp-12922,NdPIr,0.0
mp-781626,Li2NbO3,0.0
mp-1027050,TeMoWSeS2,0.0
mp-27994,HgBrO3,3.1922
mp-1028939,TeMoWSe2S,0.0
mp-756564,BaYCl5,4.0352
mp-675156,K3NO,0.0979
mp-1022532,Mg6ZrV,0.0
mp-1096077,NaIn2Sn,0.09380000000000033
mp-31874,Fe(PO3)4,0.5813
mp-850750,LiV2P4(HO8)2,1.0309
mp-20835,CeSnIr,0.004000000000001336
mp-773260,K2VPCO7,1.6536
mp-19298,La4Ni3O10,0.0
mvc-12739,CaCu2(GeO3)4,0.3326
mp-7804,HfCo3B2,0.0
mp-22407,BaCu2Si2O7,0.0
mp-767989,Li2FeNi3O8,0.0
mp-32523,LiV(PO3)4,2.2556
mp-1079191,TbCuSb2,0.0
mp-756988,Nb5OF14,0.0
mp-1016237,Mg3Cd,0.0
mp-9413,Ca2TiSiO6,2.3633999999999995
mp-1037549,Mg30VCuO32,1.4814999999999996
mvc-14518,MgMn2O4,0.5219999999999998
mp-769707,Li2CoCu(PO4)2,0.0
mp-705089,LiFe3P3O11,3.3905
mp-11733,Lu3InN,0.0
mp-4924,Pr(CuGe)2,0.0
mvc-8764,TaZnBiO5,3.64
mp-1096255,HfNi2Au,0.0
mp-1017534,ZnCdSe2,0.7245
mp-581942,CeCu6,0.0
mvc-9599,Ca(CuO2)2,0.0
mp-775262,Fe5O3F7,1.2423000000000002
mp-972601,SmLuMg2,0.0
mp-21106,LaYbS3,0.0
mp-555002,LiEr2S2O8F3,6.0868
mp-1020638,Na8PO3,0.0
mp-570611,PrInAu2,0.0
mp-560821,Ca2SiO4,4.4276
mp-721053,Hg3H4S2O11,1.7372999999999998
mp-770346,Li2VBO4,2.0372000000000003
mp-864900,Hg,0.6925
mvc-9313,PrZn(AgO3)2,0.0
mp-1058490,EuIn,0.0
mp-510018,Rb2CuH12(SeO7)2,0.6142
mp-622501,K3Na(MoO4)2,4.4673
mp-38284,Ce2Nd2O7,1.7118000000000002
mp-763846,LiMnPH2O5,3.3891
mp-865324,LuCl3,3.8453
mp-762612,Li4Mn(Ni2O5)2,0.0
mp-2218,Er5Mg24,0.0
mp-12817,Tb(Zn10Fe)2,0.05549999999999988
mp-772430,Li2AlFeO4,2.1542
mp-763647,Li2FeP4O13,0.030299999999999994
mp-11906,LiPr2IrO6,0.0
mp-1077448,TiCo2,0.0
mp-782646,Fe4O7F,0.0
mp-698666,Li2MoO3,1.3585000000000005
mp-566770,Li2V2(SO4)3,3.3511
mp-680512,Ce25Ni49P33,0.0
mvc-9400,Ba2AlSn2F11,4.128699999999999
mp-1079999,Zr2NiP2,0.0
mp-20505,Ta2InCuTe4,0.009699999999999598
mp-32933,Tm2S3,2.0032000000000005
mp-707413,CuH12N2(OF2)2,0.14439999999999995
mp-24996,Na3FePCO7,3.763100000000001
mp-1021393,KMg6Mo,0.0
mp-697020,LiAlSiH2O5,4.6145000000000005
mp-673119,LiSn2P3O10,3.7549
mp-1010136,Cu,0.0
mvc-3090,V5Zn4(TeO6)3,0.13269999999999982
mvc-6728,ZnSnP2O7,2.8288
mp-1097381,Al2TcAu,0.0
mp-1038002,CaYMg30O32,0.33309999999999995
mp-1096091,Y2AlRu,0.0
mp-1036823,Mg30NiCO32,2.3319
mp-1014287,C3N,0.0
mp-778888,Li3MnV(PO4)3,0.06210000000000005
mp-549127,HoBi2ClO4,1.3709999999999996
mp-780797,Fe10O11F9,0.0
mp-1017172,Mg6BiC,0.0
mp-570657,Mg2Si,0.0
mp-772691,Na2VSiCO7,1.9189
mp-1076217,Sr3Ca5TiMn7O24,0.0
mvc-6795,Si2SnO6,3.2095
mp-976891,MgPb5,0.0
mp-849478,Mn6O5F7,0.01089999999999991
mp-1036610,Mg14AlZnO16,0.0
mp-1039368,CaMg,0.0
mp-1078401,LaBi2Au,0.0
mp-29138,KAuSe2,0.8757999999999999
mp-1030535,MoWSe3S,0.6985999999999999
mp-1097840,H6RuCI3N,0.0
mp-159,Nd,0.0
mp-1013738,Ca3SbAs,0.0
mvc-14449,Ca(NiS2)4,0.0
mvc-13252,Ca5La10Mn14(NiO24)2,0.0
mp-978271,Mg3Al,0.0
mp-770167,Li2FePCO7,2.4491
mp-554840,H13C4NF2,6.5296
mp-767875,Li3FePCO7,4.2436
mp-767939,Li2V2F7,0.7864000000000001
mp-29820,Ca3(AlN2)2,2.1954
mp-1095976,Mg2GaCu,0.024900000000000144
mp-1009541,CsRbN,0.0
mp-769648,Li2TiCo2O5,1.4176000000000002
mp-561424,KAlF4,6.9091
mp-14716,Nd2Au5F21,1.7722
mp-551176,Rb4CO4,3.1319999999999997
mp-1026891,SrMg14Cu,0.0
mp-772381,V2SiO4,1.5873
mvc-5724,ZnCrP2O7,2.3767
mp-19166,Sr3NiPtO6,2.5394
mp-763789,Ti3Cu2P6WO24,0.0
mp-28927,Ba(NiP2)2,0.0
mp-27398,TlBr2,1.8599
mp-33948,Ho2Ti2O7,2.7086
mp-31486,K2SnBi,0.0
mp-21235,Mn2VGa,0.01100000000000012
mp-540543,Mn3(CoO4)2,0.9463
mp-1028832,MoW(SeS)2,0.5540000000000003
mp-894498,LiCoO2,0.0
mp-28057,Ba(BiS2)2,0.9465999999999996
mp-178,ThAl,0.0
mp-1080726,Zn3CrS4,0.0
mp-864743,Yb2TlCd,0.0
mp-19192,Y2MnNiO6,1.7801999999999998
mp-1027486,Te2MoWS2,0.16610000000000014
mp-568503,Fe2C,0.0
mp-772389,Ba9Rh8O27,0.0
mp-1535,TbSi2,0.0
mp-560493,Ba2V(CuS2)3,0.6867000000000001
mp-23373,BaZnCl4,4.6276
mp-1094735,Ca3Mg,0.0
mp-1074941,Mg3Si4,0.0
mp-21005,GdIn,0.0034000000000000696
mp-674993,KPb2Cl5,3.3836
mp-24873,CoSeO3,2.5906
mp-1079146,Th3Si2,0.0
mp-1078488,TlFeSe2,0.0
mp-978101,PrFeGe2,0.0
mp-1027953,YMg14Bi,0.0
mp-974452,Re3C,0.0
mp-919,HoTe,0.0
mp-1096725,NaHg2Pd,0.0
mp-4163,Ca3Ti2O7,2.5214
mp-770751,CrPO5,1.7458
mp-30794,Na15Sn4,0.0
mp-30759,LiMg2Tl,0.0
mp-1009583,PrAs,0.0
mp-770321,Li2Mn3CrO8,0.0
mp-1028828,Te2MoWSe2,0.057799999999999414
mp-2175,TlF,2.1968
mp-567178,PbI2,2.3872
mp-22483,NaInTe2,0.6388999999999996
mp-1097822,Cr3N4,0.0
mp-774466,CoP6(WO8)3,0.0
mp-763395,LiV4(PO4)3,1.5719999999999996
mp-554291,CuSb2ClO3,0.6385000000000005
mp-780823,Mn3(O2F)2,0.0
mp-19307,Ni(RhO2)2,0.0
mp-567620,TlCoCl3,0.0
mp-866024,Be2RhAu,0.0
mp-763439,Li3VF6,2.4726
mp-8177,HgF2,0.9684
mp-19741,CeNiC2,0.0
mp-16052,Ba(Cu2As)2,0.0
mp-1003319,CaMn8O16,0.11609999999999987
mp-743575,Ca3Hf2Fe2SiO12,2.656
mp-684691,Tm23Se32,0.0
mp-1095737,LiLaZn2,0.0
mp-21833,Mo4P3,0.0
mp-608174,K2MnF4,3.0352
mp-862917,PmInAu2,0.0
mp-778723,Li3MnFe2(BO3)3,2.7703
mp-6687,Ba2HoSbO6,3.4155
mp-1093990,ZrAsIr,0.0
mp-767769,LiVF5,1.817
mp-973786,H3Pb,0.0
mp-31521,CoPO4,0.6588000000000003
mp-672299,YInNi,0.0
mp-1075645,Mg5Si9,0.0
mp-1020060,LiB(S2O7)2,5.51
mp-777149,Li2MnVP2(HO5)2,0.4914000000000001
mp-580802,Ce3CCl5,0.00199999999999978
mp-24160,BH3NF3,7.875
mp-559019,Nd6S4BrN3,1.2748999999999997
mp-862656,ErAl3,0.0
mp-849448,Li2Fe2CuO6,0.0
mp-733614,H8S(NO3)2,5.4104
mp-1100804,Zr2Cr2F3,0.0
mp-1097490,HfCo2Sb,0.07569999999999988
mp-865124,NaSr2In,0.0
mp-761490,Li6V3P8O29,1.4905
mp-21496,LiLa4CuO8,0.7702
mp-974790,Rb5Tl11Cd2,0.0
mp-754925,BaLaI5,2.5083
mp-1080268,CeSe2,0.07389999999999962
mp-605052,PH3W(CO)5,2.8337
mp-3175,BaTi4O9,2.7859000000000003
mp-644003,BaCo2P2H2O9,2.8682
mp-23392,K4CdCl6,3.9837
mp-1079938,TlPd3,0.0
mp-775992,TiNi3Sb2(PO4)6,0.5878000000000001
mp-1320,CeSe2,0.0
mp-571465,PbIBr,2.5643
mp-770088,Li3VSiCO7,2.1406999999999994
mp-4809,Ga2HgS4,1.5714
mp-1001603,LuNiC2,0.0
mp-2680,LaB6,0.0
mp-776923,Ti3V5O16,1.1384000000000003
mvc-3970,Ca2TaSbO6,1.2435999999999998
mp-616468,ReC5IO5,2.1994
mp-772979,Li3Zn3(Ge3O8)2,0.0
mp-761510,Mg2Co7O12,0.0
mp-566761,Cr(PO3)3,3.1451
mp-557019,RbErSeCl2O3,4.3116
mp-1826,Ta3S2,0.0
mp-561545,Sn4P2O9,3.1616000000000004
mp-770001,Mn3CrO8,0.665
mp-642706,H4S(NO)2,5.2993
mp-776641,Na5CoO4,1.6505000000000003
mp-11200,LaMg2Ni,0.0
mp-3530,Au(OF3)2,0.12860000000000005
mp-753673,BiOF,2.3179
mp-559319,Zn2P2O7,3.6862
mp-1031539,BaMg6SnO8,0.0
mp-972494,SmMg3,0.0
mp-686347,Ca16MgAl14Si9O56,1.0407000000000002
mp-580102,Gd2Ni17,0.0
mp-1013807,Li3Co2(GeO4)3,0.0
mp-21518,CeMgTl,0.0
mp-1099096,CeMg14Cd,0.0
mp-30717,KHg2,0.0
mp-568151,Ti5Ge3,0.0
mp-27649,BaU2O7,2.0533
mp-636757,Na3CrF6,4.084899999999998
mp-772723,LiCrSnO4,2.3777
mp-19580,Ti2Ni(PO5)2,3.0711000000000004
mp-556172,SiPb4(BrO)4,3.1492
mp-865616,Yb2AgIr,0.0
mp-556039,Na3Y(BO3)2,3.6611
mp-686239,Sr5Li25La7Nb8O48,3.2109
mvc-5548,VO2,0.8606000000000003
mp-1022607,Mg6ZnCd,0.0
mp-29738,TlClO3,4.423
mp-19881,Dy3InC,0.0
mp-555601,TiF3,0.0
mp-850231,Li2TiFe3O8,0.0
mp-1019606,Cs2Li2B2P4O15,5.4224000000000006
mp-770327,Li4Ti3Fe3(CoO8)2,0.0
mp-675009,Y4CuTe8,0.0
mp-764067,Li3V3P8O29,0.9827
mp-582994,KAg(CN)2,3.0962
mp-758844,Li3CuSiO4,0.8529999999999998
mp-13019,NaLa2TaO6,3.9812
mp-30962,K4Ge9O20,3.0665
mp-1078606,NdInCo2,0.0
mp-662954,Gd2SO2,2.039
mp-972220,TiPt3,0.0
mp-973229,ScNb,0.0
mp-22790,VGaCo2,0.0
mp-769481,Y4Ga2O9,3.54
mp-1022058,Mg6CuBi,0.0
mp-21835,Cs2In2Sb3,0.7882999999999996
mp-763492,Li3CoSiO5,1.1762
mp-1023286,CaMg6Mn,0.0
mp-29561,CaSnAu,0.0
mp-865558,AcTe3,0.0
mp-28035,BaP10,1.2913999999999994
mp-1064450,KCeS2,0.0
mp-1036803,Mg30VCrO32,1.9839
mvc-8010,FeAs2O7,0.2277
mp-981313,KTbO3,0.0
mp-775451,Li4V2Cr3Sb3O16,0.5373000000000001
mp-504312,Fe4P7O24,2.3282
mp-559958,Rb3MnF7,1.6078
mp-1093922,CsKNa2,0.2791999999999999
mvc-15036,NiP2O7,0.0
mp-861653,ThH3,0.0
mp-770475,Na3BiBAsO7,3.2440999999999995
mp-1095076,Ta2FeB2,0.0
mvc-8377,MgNi2O5,0.0
mp-985450,CaAcIn2,0.0
mp-569791,Pr3MnBi5,0.0
mp-31405,Mg4AlSi6,0.0
mp-676711,CIF5,1.2211
mp-510643,LaMg2Cu9,0.023800000000000487
mp-861607,KNaNdTaO5,3.5102
mp-1078338,TbIn5Co,0.0
mp-19771,Dy(CoGe)2,0.0
mp-851285,Li2Fe2(PO4)3,0.0018999999999999575
mp-1096477,Y2TlPb,0.0
mp-261,Ba3Al5,0.0
mp-770343,Li3V(BO3)2,2.6991000000000005
mp-642571,CuMoO4,0.5477999999999998
mp-555574,Dy2O3,3.9975
mp-1033482,SrMg6BiO8,0.0
mp-861746,Li4V3CrO8,1.0314
mp-769757,Li6CrO6,0.5179
mp-29177,BaTe2F10,4.8809000000000005
mp-867812,LiAlNi2,0.0
mp-766301,Ba2CaI6,3.4988
mp-30882,TiZn2,0.008000000000000007
mp-755689,ErClO,5.249599999999999
mvc-5295,CrO2,0.0
mvc-2768,Ba2Ca2Tl2Sn3O10,0.4236000000000004
mp-17043,Tm2ZnS4,2.38
mp-1022974,Mg6MnSi,0.0
mvc-9486,Ti2Zn(PO4)2,0.0
mp-560847,Nb2TlPS10,1.3359
mp-29089,Sr2GeN2,0.053399999999999885
mp-22706,Mn3GeC,0.0
mp-6669,Sr5P3O12F,5.2118
mp-749,SmN,0.4595000000000002
mp-753953,GdAsO3,2.1317
mp-569278,SiPd2,0.0
mp-676310,Ni2SbTe,0.0
mp-1005727,TmNp3,0.0
mp-568927,AgI,0.9589
mp-559817,Na3(CuO2)2,0.0
mp-657985,Ce5C2Cl9,0.00020000000000042206
mp-753163,HoIO,2.2234
mp-570671,CdI2,2.3821
mp-866161,VRh3,0.0
mp-561479,K2U(WO5)2,2.0235
mp-1074820,Mg7Si4,0.0
mp-769997,La2Ti3O9,3.781
mp-675744,Yb4Zr3O12,0.0
mp-675857,Cd2SnO4,0.22040000000000007
mp-560703,Te3As2S(OF6)2,2.0234
mp-23349,Bi(BO2)3,3.8401
mp-554568,H10C3NClO,5.3104000000000005
mp-1096085,MnBeCo2,0.03289999999999972
mp-764940,FeOF,0.0
mp-707251,CdH6(SO4)4,0.7372000000000001
mp-866088,Hf2CoTc,0.0
mvc-10004,Ca(NiO2)2,0.5640999999999998
mp-849371,CdSnO3,0.6903999999999999
mp-602355,Cr3HO8,0.0
mp-1018719,HfTaNO3,1.8978
mp-559289,YTaO4,4.1106
mp-31475,Er4(Al8Pt3)3,0.0
mp-606213,Cs2UMoO7,1.935
mp-22441,Ba2MgReO6,0.030799999999999283
mp-767092,LiVSiO4,2.495
mp-675943,K3UF3,0.0
mp-991088,YNi5,0.0
mp-17714,Ho4(B2O5)3,5.5299
mp-558466,AsS(BrF2)3,2.4875000000000003
mp-1096425,MgSc2Au,0.0
mp-764399,RbCrH4(C2O5)2,3.1132
mp-1087480,LuAlAu,0.0
mp-25538,Na2Li2FeO4,0.2887
mp-1023280,Mg6AlCr,0.0
mp-1100147,KMg6Ti,0.0
mp-558231,Ba3Ho2Cu2PtO10,0.3026
mp-542022,Sc2MnB2Rh5,0.033900000000000034
mp-32356,LiNi2P5O16,0.09900000000000003
mvc-836,AlFe(WO4)2,1.5001999999999995
mp-1098869,YMg30CrO32,0.0
mp-12497,CsSmCdTe3,1.7393999999999998
mp-505421,Mn2CuO4,0.00649999999999995
mp-735626,Ca2Mn3P3H6O17,0.3365
mp-850163,Li3Mn3(PO4)4,0.7661999999999998
mp-1026873,SrMg14Cu,0.0
mp-559764,Nd3Si2ClO8,4.3816
mp-979987,YbThPt2,0.0
mp-723044,ZnH12N3Cl5,4.4143
mp-695655,KGaBP2H3O10,0.0
mp-561491,KNaMg2Si4(O5F)2,5.2111
mp-1095918,YGaCu2,0.0
mp-23157,Bi,0.0
