Unnamed: 0,Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom)
613,Ca8Mn7Ni1O24,Ca,,,Mn,Ni,,O,4,186.4002752,-1.4982818130000002
614,Ca8Mn8O24,Ca,,,Mn,,,O,3,164.6603909,-1.592352964
615,Ca8Ni4Co4O24,Ca,,,Ni,Co,,O,4,287.661839,-0.990811568
617,Ca8Ni7Co1O24,Ca,,,Ni,Co,,O,4,378.4533713,-0.8249373959999999
618,Ca8Ni8O24,Ca,,,Ni,,,O,3,397.2399654,-0.781123256
619,Ca8Ti8O24,Ca,,,Ti,,,O,3,12.44807725,-2.7740667930000003
620,Ca8V8O24,Ca,,,V,,,O,3,0.0,-2.260366166
621,Cd4Pr4Ni8O24,Cd,Pr,,Ni,,,O,4,298.3688313,-0.699772875
622,Dy2Y6Co8O24,Dy,Y,,Co,,,O,4,49.21928699,-1.867470116
623,Dy2Y6Cr8O24,Dy,Y,,Cr,,,O,4,21.35392388,-2.397843427
624,Dy2Y6Fe8O24,Dy,Y,,Fe,,,O,4,27.12929863,-2.132614399
625,Dy2Y6Ga8O24,Dy,Y,,Ga,,,O,4,75.6574945,-2.319476834
626,Dy2Y6Mn8O24,Dy,Y,,Mn,,,O,4,45.49957094,-2.224063699
627,Dy2Y6Ni8O24,Dy,Y,,Ni,,,O,4,86.11578979999999,-1.630353241
628,Dy2Y6Sc8O24,Dy,Y,,Sc,,,O,4,34.86837846,-3.169718821
629,Dy2Y6Ti8O24,Dy,Y,,Ti,,,O,4,45.40761163,-2.849604028
630,Dy2Y6V8O24,Dy,Y,,V,,,O,4,0.0,-2.527249401
631,Dy4Y4Co8O24,Dy,Y,,Co,,,O,4,56.33881581,-1.865791083
632,Dy4Y4Cr8O24,Dy,Y,,Cr,,,O,4,28.48129225,-2.397640144
633,Dy4Y4Fe8O24,Dy,Y,,Fe,,,O,4,34.10036925,-2.132303616
634,Dy4Y4Ga8O24,Dy,Y,,Ga,,,O,4,81.726855,-2.319328051
636,Dy4Y4Ni8O24,Dy,Y,,Ni,,,O,4,84.26131862,-1.637648208
638,Dy4Y4Ti8O24,Dy,Y,,Ti,,,O,4,51.90442725,-2.849106995
639,Dy4Y4V8O24,Dy,Y,,V,,,O,4,0.0,-2.534124868
640,Dy8Fe8O24,Dy,,,Fe,,,O,3,390.4260105,-1.78929855
641,Gd2Y6Co8O24,Gd,Y,,Co,,,O,4,0.0,-2.266184887
642,Gd2Y6Cr8O24,Gd,Y,,Cr,,,O,4,0.0,-2.8090011980000003
643,Gd2Y6Fe8O24,Gd,Y,,Fe,,,O,4,0.0,-2.53210592
644,Gd2Y6Ga8O24,Gd,Y,,Ga,,,O,4,72.65012738,-2.306993605
645,Gd2Y6Mn8O24,Gd,Y,,Mn,,,O,4,0.0,-2.582486721
646,Gd2Y6Ni8O24,Gd,Y,,Ni,,,O,4,0.0,-2.197870512
647,Gd2Y6Sc8O24,Gd,Y,,Sc,,,O,4,28.07241153,-3.160938842
648,Gd2Y6Ti8O24,Gd,Y,,Ti,,,O,4,38.77854738,-2.84270105
649,Gd2Y6V8O24,Gd,Y,,V,,,O,4,0.0,-2.877731422
651,Gd4Y4Cr8O24,Gd,Y,,Cr,,,O,4,0.0,-2.798594687
652,Gd4Y4Fe8O24,Gd,Y,,Fe,,,O,4,0.0,-2.536215409
653,Gd4Y4Ga8O24,Gd,Y,,Ga,,,O,4,75.14562075,-2.294928094
654,Gd4Y4Mn8O24,Gd,Y,,Mn,,,O,4,0.0,-2.567355709
655,Gd4Y4Ni8O24,Gd,Y,,Ni,,,O,4,0.0,-2.185725751
656,Gd4Y4Sc8O24,Gd,Y,,Sc,,,O,4,27.25161269,-3.1517540810000004
657,Gd4Y4Ti8O24,Gd,Y,,Ti,,,O,4,35.37179875,-2.838575539
658,Gd4Y4V8O24,Gd,Y,,V,,,O,4,0.0,-2.875721661
659,Gd8Fe8O24,Gd,,,Fe,,,O,3,293.7439885,-1.831649887
660,Ho8Fe8O24,Ho,,,Fe,,,O,3,417.7519315,-1.766937334
661,La1Pr4Mn8Zn3O24,La,Pr,Zn,Mn,,,O,5,144.74672080000005,-1.6514249230000002
663,La1Pr4Zn3Fe8O24,La,Pr,Zn,Fe,,,O,5,171.6797176,-1.526367873
664,La1Pr4Zn3Ni8O24,La,Pr,Zn,Ni,,,O,5,0.0,-1.621819465
666,La1Y4Zn3Co8O24,La,Y,Zn,Co,,,O,5,168.4649563,-1.31932803
667,La1Y4Zn3Fe8O24,La,Y,Zn,Fe,,,O,5,158.3674095,-1.5796680630000002
668,La1Y4Zn3Ni8O24,La,Y,Zn,Ni,,,O,5,291.955558,-0.984678655
670,La4Ba4Co4Ni4O24,La,Ba,,Co,Ni,,O,5,192.2846563,-1.288532324
671,La4Ba4Co6Ni2O24,La,Ba,,Co,Ni,,O,5,150.67246809999997,-1.380199605
672,La4Ba4Co7Ni1O24,La,Ba,,Co,Ni,,O,5,124.314124,-1.4315854959999998
674,La4Ba4Fe1Ni7O24,La,Ba,,Fe,Ni,,O,5,206.3641636,-1.190063937
675,La4Ba4Fe2Co6O24,La,Ba,,Fe,Co,,O,5,114.5071519,-1.5383779569999998
676,La4Ba4Fe2Ni6O24,La,Ba,,Fe,Ni,,O,5,189.6483646,-1.273702363
677,La4Ba4Mn1Co7O24,La,Ba,,Mn,Co,,O,5,111.9204708,-1.523179647
678,La4Ba4Mn1Ni7O24,La,Ba,,Mn,Ni,,O,5,213.4936817,-1.206342662
679,La4Ba4Mn2Co6O24,La,Ba,,Mn,Co,,O,5,114.4981617,-1.574774907
681,La4Ba4Mn2Ni6O24,La,Ba,,Mn,Ni,,O,5,201.3214232,-1.310735314
682,La4Ba4Mn4Co4O24,La,Ba,,Mn,Co,,O,5,103.7567545,-1.685417178
683,La4Ba4Mn4Ni4O24,La,Ba,,Mn,Ni,,O,5,154.4196238,-1.524997116
684,La4Ba4Mn6Co2O24,La,Ba,,Mn,Co,,O,5,123.24662920000002,-1.764626199
685,La4Ba4Mn6Fe2O24,La,Ba,,Mn,Fe,,O,5,83.0462436,-1.86159702
686,La4Ba4Mn6Ni2O24,La,Ba,,Mn,Ni,,O,5,118.2485598,-1.704381668
687,La4Ba4Mn7Co1O24,La,Ba,,Mn,Co,,O,5,98.1125625,-1.828745709
688,La4Ba4Mn7Fe1O24,La,Ba,,Mn,Fe,,O,5,87.04599469,-1.868197495
689,La4Ba4Mn7Ni1O24,La,Ba,,Mn,Ni,,O,5,103.1651528,-1.791071819
690,La4Ba4Ni4Co4O24,La,Ba,,Ni,Co,,O,5,177.34615630000005,-1.303470824
691,La4Ba4Ni6Co2O24,La,Ba,,Ni,Co,,O,5,237.0623445,-1.193699543
692,La4Ba4Ni7Co1O24,La,Ba,,Ni,Co,,O,5,236.3380285,-1.143795652
693,La4Ca4Co4Ni4O24,La,Ca,,Co,Ni,,O,5,177.3178322,-1.344572853
694,La4Ca4Co6Ni2O24,La,Ca,,Co,Ni,,O,5,151.356144,-1.4205896340000002
695,La4Ca4Co7Ni1O24,La,Ca,,Co,Ni,,O,5,83.54954986,-1.513423775
696,La4Ca4Fe1Co7O24,La,Ca,,Fe,Co,,O,5,101.8878918,-1.556091951
698,La4Ca4Fe2Co6O24,La,Ca,,Fe,Co,,O,5,111.0263278,-1.582932486
699,La4Ca4Fe2Ni6O24,La,Ca,,Fe,Ni,,O,5,230.9176424,-1.312875892
700,La4Ca4Mn1Co7O24,La,Ca,,Mn,Co,,O,5,70.43789669,-1.605735926
701,La4Ca4Mn1Ni7O24,La,Ca,,Mn,Ni,,O,5,247.4742467,-1.247799941
702,La4Ca4Mn2Co6O24,La,Ca,,Mn,Co,,O,5,110.2090876,-1.620137686
703,La4Ca4Mn2Ni6O24,La,Ca,,Mn,Ni,,O,5,218.1372847,-1.3506305930000002
704,La4Ca4Mn4Co4O24,La,Ca,,Mn,Co,,O,5,91.28475717,-1.733669457
705,La4Ca4Mn4Ni4O24,La,Ca,,Mn,Ni,,O,5,154.70761090000005,-1.561047645
706,La4Ca4Mn6Co2O24,La,Ca,,Mn,Co,,O,5,100.1174267,-1.819444228
707,La4Ca4Mn6Fe2O24,La,Ca,,Mn,Fe,,O,5,94.83760214,-1.894934549
708,La4Ca4Mn6Ni2O24,La,Ca,,Mn,Ni,,O,5,116.2787181,-1.745998947
709,La4Ca4Mn7Co1O24,La,Ca,,Mn,Co,,O,5,96.92679621,-1.863600988
710,La4Ca4Mn7Fe1O24,La,Ca,,Mn,Fe,,O,5,94.43350892,-1.901199524
711,La4Ca4Mn7Ni1O24,La,Ca,,Mn,Ni,,O,5,102.7945838,-1.831814348
712,La4Ca4Ni4Co4O24,La,Ca,,Ni,Co,,O,5,179.9993322,-1.341891353
713,La4Ca4Ni6Co2O24,La,Ca,,Ni,Co,,O,5,238.5222704,-1.233313322
714,La4Ca4Ni7Co1O24,La,Ca,,Ni,Co,,O,5,253.0198645,-1.193788181
715,La4Dy4Co8O24,La,Dy,,Co,,,O,4,70.83577191,-1.828248858
717,La4Dy4Fe8O24,La,Dy,,Fe,,,O,4,0.0,-2.184403641
718,La4Dy4Ga8O24,La,Dy,,Ga,,,O,4,32.07826851,-2.360957076
719,La4Dy4Mn8O24,La,Dy,,Mn,,,O,4,60.52191244,-2.203013692
720,La4Dy4Ni8O24,La,Dy,,Ni,,,O,4,181.9107747,-1.5169534830000002
721,La4Dy4Sc8O24,La,Dy,,Sc,,,O,4,0.0,-3.207795563
722,La4Dy4Ti8O24,La,Dy,,Ti,,,O,4,60.68027663,-2.839428771
723,La4Dy4V8O24,La,Dy,,V,,,O,4,45.433214,-2.465111643
724,La4Gd4Co8O24,La,Gd,,Co,,,O,4,0.0,-2.194891402
727,La4Gd4Ga8O24,La,Gd,,Ga,,,O,4,89.23565059,-2.27288562
728,La4Gd4Mn8O24,La,Gd,,Mn,,,O,4,0.0,-2.557479985
729,La4Gd4Sc8O24,La,Gd,,Sc,,,O,4,29.653255,-3.141747607
730,La4Gd4Ti8O24,La,Gd,,Ti,,,O,4,34.14939813,-2.838895564
731,La4Gd4V8O24,La,Gd,,V,,,O,4,0.0,-2.872251187
732,La4Ho4Co8O24,La,Ho,,Co,,,O,4,71.22675703,-1.833328
733,La4Ho4Cr8O24,La,Ho,,Cr,,,O,4,0.0,-2.439570061
734,La4Ho4Fe8O24,La,Ho,,Fe,,,O,4,0.0,-2.1855130330000003
735,La4Ho4Ga8O24,La,Ho,,Ga,,,O,4,33.56831065,-2.362066468
736,La4Ho4Mn8O24,La,Ho,,Mn,,,O,4,65.03127144,-2.203564334
737,La4Ho4Ni8O24,La,Ho,,Ni,,,O,4,189.64450980000004,-1.514689875
738,La4Ho4Sc8O24,La,Ho,,Sc,,,O,4,0.992490625,-3.208500205
739,La4Ho4Ti8O24,La,Ho,,Ti,,,O,4,62.11081063,-2.8402086630000003
740,La4Ho4V8O24,La,Ho,,V,,,O,4,47.26926175,-2.465478035
741,La4Nd4Co8O24,La,Nd,,Co,,,O,4,41.17090553,-1.800257839
742,La4Nd4Cr8O24,La,Nd,,Cr,,,O,4,0.0,-2.4060189
743,La4Nd4Fe8O24,La,Nd,,Fe,,,O,4,0.0,-2.153237122
744,La4Nd4Ga8O24,La,Nd,,Ga,,,O,4,15.44290641,-2.330161307
745,La4Nd4Mn8O24,La,Nd,,Mn,,,O,4,40.83543394,-2.173960922
746,La4Nd4Ni8O24,La,Nd,,Ni,,,O,4,133.5596583,-1.507648714
747,La4Nd4Sc8O24,La,Nd,,Sc,,,O,4,0.0,-3.180075044
748,La4Nd4Ti8O24,La,Nd,,Ti,,,O,4,40.79731663,-2.8174402510000003
749,La4Sm4Co8O24,La,Sm,,Co,,,O,4,59.05468284,-1.802386558
750,La4Sm4Cr8O24,La,Sm,,Cr,,,O,4,0.0,-2.418493869
751,La4Sm4Fe8O24,La,Sm,,Fe,,,O,4,0.0,-2.165137591
752,La4Sm4Ga8O24,La,Sm,,Ga,,,O,4,22.3715509,-2.341972526
753,La4Sm4Mn8O24,La,Sm,,Mn,,,O,4,44.85051669,-2.183729142
754,La4Sm4Ni8O24,La,Sm,,Ni,,,O,4,150.50818569999996,-1.5107126830000002
755,La4Sm4Sc8O24,La,Sm,,Sc,,,O,4,0.0,-3.1907570130000003
756,La4Sm4Ti8O24,La,Sm,,Ti,,,O,4,50.8263675,-2.8229392210000004
757,La4Sm4V8O24,La,Sm,,V,,,O,4,13.39023875,-2.4460155930000003
758,La4Sr4Co4Ni4O24,La,Sr,,Co,Ni,,O,5,136.4430882,-1.358388937
759,La4Sr4Co6Ni2O24,La,Sr,,Co,Ni,,O,5,97.37215001,-1.447514968
760,La4Sr4Co7Ni1O24,La,Sr,,Co,Ni,,O,5,79.32480591,-1.490589859
761,La4Sr4Fe1Co7O24,La,Sr,,Fe,Co,,O,5,71.04489782,-1.559876285
762,La4Sr4Fe1Ni7O24,La,Sr,,Fe,Ni,,O,5,191.4045361,-1.2500298
763,La4Sr4Fe2Co6O24,La,Sr,,Fe,Co,,O,5,78.90633383,-1.58799382
764,La4Sr4Fe2Ni6O24,La,Sr,,Fe,Ni,,O,5,173.74653569999995,-1.333254976
765,La4Sr4Mn1Co7O24,La,Sr,,Mn,Co,,O,5,68.40090273,-1.58071426
766,La4Sr4Mn1Ni7O24,La,Sr,,Mn,Ni,,O,5,204.5548938,-1.257334025
767,La4Sr4Mn2Co6O24,La,Sr,,Mn,Co,,O,5,55.94984366,-1.64733827
768,La4Sr4Mn4Co4O24,La,Sr,,Mn,Co,,O,5,54.63840294,-1.754140291
769,La4Sr4Mn4Ni4O24,La,Sr,,Mn,Ni,,O,5,117.7922768,-1.582569979
770,La4Sr4Mn6Co2O24,La,Sr,,Mn,Co,,O,5,59.52415623,-1.842328812
771,La4Sr4Mn6Fe2O24,La,Sr,,Mn,Fe,,O,5,45.29321414,-1.919326133
772,La4Sr4Mn6Ni2O24,La,Sr,,Mn,Ni,,O,5,83.15072959,-1.766397781
773,La4Sr4Mn7Co1O24,La,Sr,,Mn,Co,,O,5,60.28509071,-1.887070322
774,La4Sr4Mn7Fe1O24,La,Sr,,Mn,Fe,,O,5,53.12824467,-1.925610358
775,La4Sr4Mn7Ni1O24,La,Sr,,Mn,Ni,,O,5,69.20850033,-1.852758682
776,La4Sr4Ni4Co4O24,La,Sr,,Ni,Co,,O,5,132.2115882,-1.362620437
777,La4Sr4Ni6Co2O24,La,Sr,,Ni,Co,,O,5,178.5198683,-1.258504156
778,La4Sr4Ni7Co1O24,La,Sr,,Ni,Co,,O,5,193.5178274,-1.212927765
779,La5Mn8Zn3O24,La,Zn,,Mn,,,O,4,145.9364657,-1.678776639
781,La5Zn3Co8O24,La,Zn,,Co,,,O,4,181.6597463,-1.283282806
782,La5Zn3Fe8O24,La,Zn,,Fe,,,O,4,176.1933526,-1.555183839
783,La5Zn3Ni8O24,La,Zn,,Ni,,,O,4,304.216098,-0.949567681
784,La6Dy2Co8O24,La,Dy,,Co,,,O,4,59.55211041,-1.822699279
785,La6Dy2Fe8O24,La,Dy,,Fe,,,O,4,0.0,-2.177125562
786,La6Dy2Ga8O24,La,Dy,,Ga,,,O,4,25.36959074,-2.352538497
787,La6Dy2Mn8O24,La,Dy,,Mn,,,O,4,53.84255407,-2.196951113
789,La6Dy2Sc8O24,La,Dy,,Sc,,,O,4,0.0,-3.204215734
790,La6Dy2Ti8O24,La,Dy,,Ti,,,O,4,52.62963569,-2.841028442
791,La6Dy2V8O24,La,Dy,,V,,,O,4,44.856381,-2.460089064
792,La6Gd2Co8O24,La,Gd,,Co,,,O,4,0.0,-2.207747551
793,La6Gd2Cr8O24,La,Gd,,Cr,,,O,4,0.0,-2.781641862
794,La6Gd2Fe8O24,La,Gd,,Fe,,,O,4,0.0,-2.528814834
795,La6Gd2Ga8O24,La,Gd,,Ga,,,O,4,85.96097361,-2.276456519
796,La6Gd2Mn8O24,La,Gd,,Mn,,,O,4,0.0,-2.560419884
797,La6Gd2Ni8O24,La,Gd,,Ni,,,O,4,0.0,-2.162580426
798,La6Gd2Sc8O24,La,Gd,,Sc,,,O,4,30.22875,-3.147375256
799,La6Gd2Ti8O24,La,Gd,,Ti,,,O,4,34.51982144,-2.845606213
800,La6Gd2V8O24,La,Gd,,V,,,O,4,0.0,-2.872378336
802,La6Hf2Zn2Co6O24,La,Zn,,Co,Hf,,O,5,146.5949355,-1.873012986
803,La6Hf2Zn2Fe6O24,La,Zn,,Fe,Hf,,O,5,156.51523,-2.064646448
804,La6Hf2Zn2Ni6O24,La,Zn,,Ni,Hf,,O,5,214.2529157,-1.6478421419999998
805,La6Ho2Cr8O24,La,Ho,,Cr,,,O,4,0.0,-2.430117911
806,La6Ho2Fe8O24,La,Ho,,Fe,,,O,4,0.0,-2.173331633
807,La6Ho2Ga8O24,La,Ho,,Ga,,,O,4,26.82825386,-2.3522200680000003
808,La6Ho2Mn8O24,La,Ho,,Mn,,,O,4,56.75173357,-2.196571934
809,La6Ho2Ni8O24,La,Ho,,Ni,,,O,4,161.61585580000005,-1.523150225
810,La6Ho2Sc8O24,La,Ho,,Sc,,,O,4,0.0,-3.203907555
811,La6Ho2Ti8O24,La,Ho,,Ti,,,O,4,55.37827769,-2.839385013
812,La6Ho2V8O24,La,Ho,,V,,,O,4,47.61927988,-2.458427385
813,La6Mn6Nb2Zn2O24,La,Zn,,Mn,Nb,,O,5,106.5666851,-2.071447185
814,La6Mn8Zn2O24,La,Zn,,Mn,,,O,4,94.57362569,-1.867919021
815,La6Nb2Zn2Co6O24,La,Zn,,Co,Nb,,O,5,143.14427,-1.803925372
816,La6Nb2Zn2Fe6O24,La,Zn,,Fe,Nb,,O,5,110.462825,-1.991988334
817,La6Nb2Zn2Ni6O24,La,Zn,,Ni,Nb,,O,5,185.1823346,-1.6117220280000002
819,La6Nd2Cr8O24,La,Nd,,Cr,,,O,4,0.0,-2.418153331
820,La6Nd2Fe8O24,La,Nd,,Fe,,,O,4,0.0,-2.165611803
821,La6Nd2Ga8O24,La,Nd,,Ga,,,O,4,12.63281495,-2.3416749880000003
822,La6Nd2Mn8O24,La,Nd,,Mn,,,O,4,40.25443982,-2.186169603
823,La6Nd2Ni8O24,La,Nd,,Ni,,,O,4,131.30468,-1.521898395
824,La6Nd2Sc8O24,La,Nd,,Sc,,,O,4,0.0,-3.193954225
825,La6Nd2V8O24,La,Nd,,V,,,O,4,35.46209575,-2.449305055
826,La6Sm2Co8O24,La,Sm,,Co,,,O,4,43.19281587,-1.820236879
827,La6Sm2Cr8O24,La,Sm,,Cr,,,O,4,0.0,-2.42340544
828,La6Sm2Fe8O24,La,Sm,,Fe,,,O,4,0.0,-2.170608912
829,La6Sm2Ga8O24,La,Sm,,Ga,,,O,4,17.33731032,-2.346440347
830,La6Sm2Mn8O24,La,Sm,,Mn,,,O,4,43.48823119,-2.1898274630000003
832,La6Sm2Sc8O24,La,Sm,,Sc,,,O,4,0.0,-3.198367834
833,La6Sm2Ti8O24,La,Sm,,Ti,,,O,4,42.32480613,-2.838161542
834,La6Sm2V8O24,La,Sm,,V,,,O,4,26.16951838,-2.4532064140000003
835,La6Ta2Mn6Zn2O24,La,Zn,,Mn,Ta,,O,5,96.27921014,-2.135036781
836,La6Ta2Zn2Co6O24,La,Zn,,Co,Ta,,O,5,140.87646030000005,-1.864267969
837,La6Ta2Zn2Fe6O24,La,Zn,,Fe,Ta,,O,5,110.503751,-2.048010931
838,La6Ta2Zn2Ni6O24,La,Zn,,Ni,Ta,,O,5,186.8357749,-1.668143375
839,La6Ti2Mn6Zn2O24,La,Zn,,Mn,Ti,,O,5,95.94694389,-2.116554103
840,La6Ti2Zn2Co6O24,La,Zn,,Co,Ti,,O,5,140.79148830000003,-1.82437329
842,La6Ti2Zn2Ni6O24,La,Zn,,Ni,Ti,,O,5,202.29096840000003,-1.605360947
843,La6Zn2Co8O24,La,Zn,,Co,,,O,4,121.2020585,-1.477420437
845,La6Zn2Ni8O24,La,Zn,,Ni,,,O,4,241.9912159,-1.148930562
849,La6Zr2Zn2Ni6O24,La,Zn,,Ni,Zr,,O,5,200.0474694,-1.62536864
850,La7Mn8Zn1O24,La,Zn,,Mn,,,O,4,64.76678569,-2.035505402
851,La7Zn1Co8O24,La,Zn,,Co,,,O,4,73.74750372,-1.658272819
852,La7Zn1Fe8O24,La,Zn,,Fe,,,O,4,79.88432553,-1.932741352
853,La7Zn1Ni8O24,La,Zn,,Ni,,,O,4,188.13958380000003,-1.339920194
854,La8Co1Ni7O24,La,,,Co,Ni,,O,4,108.9798576,-1.581245466
855,La8Co2Ni6O24,La,,,Co,Ni,,O,4,86.40676351,-1.628846106
856,La8Co4Ni4O24,La,,,Co,Ni,,O,4,55.71532531,-1.7095926380000002
858,La8Co7Ni1O24,La,,,Co,Ni,,O,4,48.91154301,-1.79147906
859,La8Co8O24,La,,,Co,,,O,3,25.83894891,-1.8395792
860,La8Cr1Co7O24,La,,,Cr,Co,,O,4,34.47065573,-1.898585083
861,La8Cr1Fe7O24,La,,,Cr,Fe,,O,4,0.0,-2.21407383
862,La8Cr1Ga7O24,La,,,Cr,Ga,,O,4,1.747132,-2.364538524
863,La8Cr1Ni7O24,La,,,Cr,Ni,,O,4,114.2473144,-1.643615598
864,La8Cr2Co6O24,La,,,Cr,Co,,O,4,60.12311255,-1.940570215
865,La8Cr2Fe6O24,La,,,Cr,Fe,,O,4,19.90147863,-2.196665678
866,La8Cr2Ga6O24,La,,,Cr,Ga,,O,4,0.0,-2.374713879
867,La8Cr2Ni6O24,La,,,Cr,Ni,,O,4,95.76367716,-1.754764372
868,La8Cr4Co4O24,La,,,Cr,Co,,O,4,0.0,-2.140550731
870,La8Cr4Ni4O24,La,,,Cr,Ni,,O,4,0.0,-2.050549668
871,La8Cr6Co2O24,La,,,Cr,Co,,O,4,0.0,-2.284171496
872,La8Cr6Fe2O24,La,,,Cr,Fe,,O,4,0.0,-2.375530067
873,La8Cr6Ni2O24,La,,,Cr,Ni,,O,4,0.0,-2.222467465
874,La8Cr7Co1O24,La,,,Cr,Co,,O,4,0.0,-2.359609879
875,La8Cr7Fe1O24,La,,,Cr,Fe,,O,4,0.0,-2.403666414
876,La8Cr7Ni1O24,La,,,Cr,Ni,,O,4,0.0,-2.335207988
877,La8Cr8O24,La,,,Cr,,,O,3,0.0,-2.431085511
878,La8Fe1Co7O24,La,,,Fe,Co,,O,4,40.91463492,-1.860482486
879,La8Fe1Ni7O24,La,,,Fe,Ni,,O,4,115.2002936,-1.611004001
880,La8Fe2Co6O24,La,,,Fe,Co,,O,4,39.33157093,-1.898044521
881,La8Fe2Ni6O24,La,,,Fe,Ni,,O,4,102.5143855,-1.6846964269999998
882,La8Fe4Co4O24,La,,,Fe,Co,,O,4,1.920942953,-2.007413092
883,La8Fe4Ni4O24,La,,,Fe,Ni,,O,4,0.0,-1.911433779
884,La8Fe6Co2O24,La,,,Fe,Co,,O,4,0.0,-2.106539412
885,La8Fe6Ni2O24,La,,,Fe,Ni,,O,4,0.0,-2.048282631
886,La8Fe7Co1O24,La,,,Fe,Co,,O,4,0.0,-2.142089948
887,La8Fe7Ni1O24,La,,,Fe,Ni,,O,4,0.0,-2.117691807
888,La8Fe8O24,La,,,Fe,,,O,3,0.0,-2.178901233
889,La8Ga4Co4O24,La,,,Ga,Co,,O,4,26.31847508,-2.108013809
890,La8Ga4Fe4O24,La,,,Ga,Fe,,O,4,0.0,-2.276335951
891,La8Ga4Ni4O24,La,,,Ga,Ni,,O,4,67.08510148,-1.967136997
892,La8Ga6Co2O24,La,,,Ga,Co,,O,4,16.57505557,-2.230860114
893,La8Ga6Fe2O24,La,,,Ga,Fe,,O,4,0.0,-2.315935434
896,La8Ga7Fe1O24,La,,,Ga,Fe,,O,4,0.0,-2.335473176
897,La8Ga7Ni1O24,La,,,Ga,Ni,,O,4,25.17480383,-2.257032
898,La8Ga8O24,La,,,Ga,,,O,3,6.371386071,-2.354166668
899,La8Mg1Co7O24,La,,,Mg,Co,,O,4,0.0,-2.268157338
901,La8Mg1Fe7O24,La,,,Mg,Fe,,O,4,0.0,-2.625085836
902,La8Mg1Ga7O24,La,,,Mg,Ga,,O,4,34.94084008,-2.354874529
903,La8Mg1Mn7O24,La,,,Mg,Mn,,O,4,0.0,-2.596978161
904,La8Mg1Ni7O24,La,,,Mg,Ni,,O,4,0.0,-2.222312104
905,La8Mg1Sc7O24,La,,,Mg,Sc,,O,4,5.056256339,-3.09574308
906,La8Mg1Ti7O24,La,,,Mg,Ti,,O,4,25.722252,-2.871165949
907,La8Mg1V7O24,La,,,Mg,V,,O,4,0.0,-2.8764654
910,La8Mg2Fe6O24,La,,,Mg,Fe,,O,4,0.0,-2.626363189
911,La8Mg2Ga6O24,La,,,Mg,Ga,,O,4,60.36059818,-2.35469414
912,La8Mg2Mn6O24,La,,,Mg,Mn,,O,4,0.0,-2.625653539
913,La8Mg2Ni6O24,La,,,Mg,Ni,,O,4,0.0,-2.265586133
914,La8Mg2Sc6O24,La,,,Mg,Sc,,O,4,34.36901768,-2.983422505
915,La8Mg2Ti6O24,La,,,Mg,Ti,,O,4,24.13350925,-2.8824357860000003
916,La8Mg2V6O24,La,,,Mg,V,,O,4,0.0,-2.862613065
917,La8Mg4Co4O24,La,,,Mg,Co,,O,4,0.0,-2.385439753
918,La8Mg4Cr4O24,La,,,Mg,Cr,,O,4,0.0,-2.768165784
919,La8Mg4Fe4O24,La,,,Mg,Fe,,O,4,0.0,-2.632480145
920,La8Mg4Ga4O24,La,,,Mg,Ga,,O,4,108.2246685,-2.353270862
921,La8Mg4Mn4O24,La,,,Mg,Mn,,O,4,0.0,-2.657694045
922,La8Mg4Ni4O24,La,,,Mg,Ni,,O,4,0.0,-2.349057441
924,La8Mg4Ti4O24,La,,,Mg,Ti,,O,4,22.18427375,-2.903747209
926,La8Mn1Co7O24,La,,,Mn,Co,,O,4,27.99263983,-1.891598461
928,La8Mn1Fe7O24,La,,,Mn,Fe,,O,4,0.0,-2.185010208
929,La8Mn1Ga7O24,La,,,Mn,Ga,,O,4,33.43611227,-2.311791151
930,La8Mn1Ni7O24,La,,,Mn,Ni,,O,4,100.4570447,-1.636347476
931,La8Mn1V7O24,La,,,Mn,V,,O,4,86.88965402,-2.384837022
932,La8Mn2Co6O24,La,,,Mn,Co,,O,4,29.94908075,-1.943814971
933,La8Mn2Cr6O24,La,,,Mn,Cr,,O,4,0.0,-2.377242517
934,La8Mn2Fe6O24,La,,,Mn,Fe,,O,4,27.03043917,-2.147419933
935,La8Mn2Ga6O24,La,,,Mn,Ga,,O,4,7.745588477,-2.322170885
936,La8Mn2Ni6O24,La,,,Mn,Ni,,O,4,69.26938771,-1.7391418769999998
937,La8Mn2V6O24,La,,,Mn,V,,O,4,36.17951005,-2.40792781
938,La8Mn4Co4O24,La,,,Mn,Co,,O,4,26.7022126,-2.055407742
939,La8Mn4Cr4O24,La,,,Mn,Cr,,O,4,0.0,-2.331426772
940,La8Mn4Fe4O24,La,,,Mn,Fe,,O,4,0.0,-2.213869383
941,La8Mn4Ga4O24,La,,,Mn,Ga,,O,4,0.0,-2.393529851
942,La8Mn4Ni4O24,La,,,Mn,Ni,,O,4,0.442073704,-1.951182679
944,La8Mn6Co2O24,La,,,Mn,Co,,O,4,48.99432914,-2.111086513
945,La8Mn6Cr2O24,La,,,Mn,Cr,,O,4,49.84773514,-2.2303207780000003
946,La8Mn6Fe2O24,La,,,Mn,Fe,,O,4,43.99569352,-2.172855583
947,La8Mn6Ni2O24,La,,,Mn,Ni,,O,4,19.2047597,-2.075633481
948,La8Mn7Co1O24,La,,,Mn,Co,,O,4,36.50751242,-2.162558773
