composition,Eg (eV)
Ba6Al4B14O33,3.44
Mg3B50C8,2.7
InP,1.45
BaCdSnS4,2.3
ZnSe,2.7
PbI2,2.56
Zn0.75Cd0.25Se,3.2
Li4Rb3B7O14,6.53
AgInTe2,0.93
AsTe,0.74
Pb2O3,1.67
K10Sn3P8Se24,1.82
Sm2ZrSe5,1.41
Ba5Ga2Se8,2.51
Ce15B8N25,3.5
In0.1As0.1Ga0.9P0.9,2.25
Sn0.5GaZn3.5O6,2.99
Cu2Se,1.3
CuIn5S8,1.34
BaGa2GeSe6,2.81
Ga0.25Al0.75As,2.42
Cs2Cu3DyTe4,1.38
LiI,5.9
Rb1.54Cd1.54Bi2.46S6,1.33
Cu2CdSnS4,1.4
CuGaSe2,1.36
Li2In2GeSe6,2.3
GaP,2.78
ZnTe,2.23
Fe2Te3,0.34
LiIO3,4.0
SrTiO3,4.1
CuGaInS3.5,1.84
KAg2SbS3,2.1
Tl2Hg3Se4,1.57
RbSbS2,2.13
La2YbCuSe5,1.15
In2S3,2.0
NaAsS2,2.33
Ag0.4Cd0.5In2.2Te4,0.19
Cs2Hg3S4,2.8
GaSe,2.13
ZnO,3.44
BiSeI,1.32
MgSe,5.63
CdIn2Te4,1.44
In4S5,0.9
YbClWO4,4.23
Ba3Ta5O14N,2.8
PbCdP4O12,4.87
Sr2SmTaO6,3.38
CsYbZnSe3,1.97
LiGaSe2,3.34
HfS3,3.1
Hg4As2HfCl6,2.47
CdSb,0.58
KBaSbSe3,2.04
BiSCl,1.93
RbMn4In5Se12,1.76
MnSe,2.5
Cu0.15In1.85Se2.85,1.32
KUO3Cl,2.37
CsTb9Cd4Se18,1.95
GeAs,1.65
Cd3MoTe2O10,3.81
ZnSnAs2,0.6
GaSb,0.81
Pb0.7Ge0.3Se,0.4
CsInGeS4,2.4
BiTeI,0.46
GaTe,1.5
Cs2Cu2Sb2S5,1.6
Pb2H2P2O6,3.97
Na7.36Ga7.24Sn4.78Se24,1.5
GaTe,1.7
CeN,0.7
KYTe2O6,3.8
Rb4Ti3S14,1.59
BaGa2S4,4.13
CsCd4In5Se12,1.62
Pr4Te7,0.46
TeO2,3.0
CdGa2S4,3.4
KV2I3O13,2.3
GaSe,2.2
CaMg2N2,3.25
MgSe,6.0
Pr2.48Tb0.52Ga1.67S7,2.61
Zn3In2S6,3.05
Pb2Bi5.9La2.1S14,1.0
TlAsSe2,1.4
CsYbZnSe3,2.1
Cd3P2,0.52
PbSbO2I,2.48
Ba8Ga10Si36,0.31
Bi2O3,2.8
Pb0.83Sn0.17Te,0.15
KNb3Se2O12,3.46
ZnO,3.49
Tl3AsSe3,1.3
CdGa2Se4,2.1
CeMn0.5OSe,2.01
InSe,1.35
As2S3,2.36
ThOS,2.22
SmTe,0.22
Hg4As2.5InBr3.5,1.71
Li4.5Fe0.5TeO6,3.25
Bi25FeO39,2.8
Hg0.2Zn0.8Te,1.46
Bi2Te0.1Se2.9,0.78
PbSbBS4,1.8
ZnGa2Se4,1.72
CuBiP2Se6,1.2
Pb10B3O13Br3,3.25
AgGaS2,2.62
AgBiP2S6,1.7
SrThP2S8,3.02
UO2,2.18
CuGaSe2,1.7
DyB6,3.3
K1.25Pb3.5Bi7.25Se15,0.53
K2Cd2Te3,1.93
Gd4GaSbS9,2.41
NdCuOTe,2.26
CsBiS2,1.46
CdSiAs2,1.47
ZnS,3.88
PbBiBO4,3.2
Rb2Hg3Sn2S8,2.48
LiBi4Ta3O12,3.5
BaGa2SiS6,3.75
BaF2,9.06
BaTiO3,3.13
AlB12,2.5
RbAg2TeS6,2.04
Ba3P3O10Cl,6.89
Sm2Mn3Sb4S12,1.5
CdS0.35Se0.65,1.93
CoAs3,0.4
GeSe2O6,5.27
RbPSe6,2.18
Cu3ErTe3,0.24
KTaO3,3.5
SnS,1.09
CdS,2.5
In0.9As0.9Cd0.1Te0.1,0.69
CsZn4In5Se12,1.61
Na2KSb,1.1
Pb0.9Sn0.1Se,0.12
RbF,10.4
SbSeI,1.63
Zn0.75Cd0.25Se,3.3
Cu3DySe3,0.2
Bi12PO20,3.25
TlInSe2,1.12
AgGaSe2,1.8
LiNbO3,4.3
CuCl,3.31
CuCdInSe3,1.66
RuSbSe,0.9
Li4SrB2O6,6.67
As2S3,2.64
K4GeSe4,0.64
CdCl2,5.7
AlB12,1.96
Na4MgGe2Se6,2.53
AgI,2.82
TaON,2.4
Ba3BSbSe6,1.89
EuLu2Se4,1.7
GaP,2.74
As2S3,2.48
Na4MgSi2Se6,2.85
CaSe,4.87
CsCeHgSe3,1.94
PbGa2GeSe6,1.96
In0.96As0.96Cd0.04Te0.04,0.69
CsCu2AsS3,2.3
Sb2Se3,1.06
SrLa2S4,2.85
SrTiO3,3.0
InP2S4,2.42
EuSb2S4,1.2
BaGa4Se7,2.64
KRbBi8Se13,0.64
In0.4Al0.6P,2.3
CuFeSe2,0.16
Cd3As2,0.13
Ga1.01Sb0.99Te0.03,0.68
In0.4P0.4Ga0.6As0.6,1.74
GaSe,2.13
GaAs,1.52
Sb2Te3,0.21
Er2Mo3O12,1.04
GaSe,2.17
Ge0.1Si0.9,1.04
Y2S3,2.9
Ba3ZnTa2O9,4.32
CuBS2,3.61
Zn0.4Hg0.6Se,0.5
Ta2O5,4.2
Pb0.75Sn0.25Se,0.04
Cu2ZnGeS4,2.1
Cu0.2In1.8Se2.8,1.26
AgS,1.0
OsP2,1.2
RbZrPSe6,2.0
Bi2S3,1.2
Zn3P2,1.15
GeO2,5.63
CdSe,1.73
Ag2SnSe3,0.81
NdTe2,0.48
NaSbS2,1.8
Cu2GeSe3,1.1
Pb2GeSe4O12,4.1
CsSmZnSe3,2.43
Sb3O4I,2.61
NaBaB5O9,4.78
Bi2SeI2O11,3.7
Dy3Al0.5SiS7,2.22
TlCr5S4Se4,0.85
Nd2ZrS5,1.83
MnTe,1.35
LiInSe2,2.83
Ba3InS4Cl,3.42
EuVO4,3.26
CuGa3Se5,1.81
CsLaHgSe3,2.46
Mg2Pb,0.1
CdSe,1.77
NaAsSe2,1.71
TlSe,0.75
ReSi2,0.2
CdTe,1.6
Zn0.99Cd0.01Se,3.7
NaIn3S5,2.18
TiC0.9,0.3
KPbB5O9,3.1
GaTe,1.63
In2Te,0.46
Cu0.4In1.6Se2.6,1.32
ZnSnAs2,0.65
BaS,3.88
Cu2In4Te7,1.1
PbTe,0.32
K2Au2SnS4,2.75
TlBr,3.4
K3NaSn3Se8,2.2
Rb2CuNbS4,2.64
AgO,1.57
ZnO,3.44
CdS,2.55
OsSb2,0.3
SbSI,2.02
K2CuIn3Se6,1.68
Ce2Te3,1.22
KCd4Ga5Se12,2.16
EuGa2Te4,1.7
PbBr2,3.23
ScN,2.6
Ba3Gd2P4S16,3.41
K2CsSb,1.2
CoAsSe,0.2
Sm4GaSbS9,2.23
Hg3ZnS2Cl4,2.65
BeO,10.39
Ga1.05Sb0.95Se0.15,0.66
CdGeAs2,0.56
Na3WO4Cl,4.99
GeAs2,1.06
GaAs,1.52
In0.01Al0.99P,2.4
Ba4CuGa5Se12,1.45
GaSb,0.81
Ag3SbS3,2.05
GaSb,0.81
CuFeSe2,0.15
Cu3ScSe3,0.3
RbBiS2,1.26
Hg0.8Zn0.2Te,0.07
AlN,6.28
In2Se3,1.18
HgSc,0.24
Pb4Sb6Se13,0.65
CdP4,0.99
CdSnAs2,0.26
Cs6.40Na1.60Ga8Ge38,0.22
NaYbP2S6,1.85
GaN,3.44
Rb3NaMo2O8,4.84
BeS,4.17
Ag7AsS6,1.0
Ga2S3,2.8
TlAsSe2,1.35
Ag0.2Cd0.75In2.1Te4,0.54
WSe2,1.45
NdCuOS,2.98
Zn0.99Cd0.01Se,3.6
ZnB12O24H10,4.6
CdTe,1.66
CdS,2.49
Cs2Hg6S7,1.63
CaB6,4.5
AgIn5S8,1.76
K4P8Te4,1.4
V2O5,2.36
CuBr,2.9
Hg2Br2Te2,2.06
ScNiSb,0.11
BaGa2GeSe6,2.22
Na2Te,2.3
In4As5O12Br3,4.22
CuBr,3.02
TaN,2.3
K4Ag9Sb4S12,2.0
K2Gd2Sb2Se9,1.33
RbBi3Se5,0.8
RuSbTe,0.5
BiI3,1.93
Zn0.7S0.7Ga0.3P0.3,2.5
ZnSiAs2,2.12
Dy3GaS6,2.81
ZnSe,2.82
La2Ga0.33SbS5,1.76
BaB2O4,6.7
CuSbS2,1.4
SmS,2.3
InSnAsSe,0.26
ZnSe,2.68
Cs4Zr3S14,2.35
CaNd2S4,2.7
CsSmZnSe3,2.63
PSe,2.5
Hg0.01Zn0.99Te,2.17
TlScSe2,0.79
Sb2Te3,0.28
Tl2O3,2.25
CdGeAs2,0.5
Mg2Sn,0.23
SrPb3Br8,3.2
KSbS2,1.67
RbCl,8.2
MnSb2Se4,0.31
K2TeI6,1.38
Na2TeSe3,1.87
Cd3As2,0.11
CsSb,0.61
CsZrPSe6,2.0
Zn2In2S5,2.68
Eu3Bi4S9,1.18
Ga0.01Al0.99P,2.49
RbBa2P5O15,7.6
LiMgBi,0.4
NaBiS2,0.44
PbI2,2.54
CdGeP2,1.73
CoSb3,0.49
InSe,1.05
Bi25GaO39,2.99
Ba12In4S19,2.56
Cu0.1Ga1.9S2.9,2.65
Bi7F11O5,4.05
Zn0.01Cd0.99Se,2.4
Sr4Te3O8Cl4,4.0
BaIn2S4,3.06
AgInSe2,1.25
InSb,0.23
BaTiO3,3.06
SrGe2,0.9
Cu0.1Ga1.9S2.9,2.6
Cd4P2Cl3,2.24
In0.98As0.98Cd0.02Te0.02,0.73
GaSe,2.09
WO3,2.8
Na2Ga2GeS6,3.29
Ga0.5Al0.5As,2.12
CuScO2,3.3
Gd2O3,5.3
InAs,0.41
GaAs0.01P0.99,2.23
LiInS2,3.59
IrS2,0.9
MnI2,4.04
TlBr,3.3
AlP,2.51
Eu1.83Ta15O32,0.23
Ga2Te3O9,4.14
In2Se,0.83
Ba3Sb2S7,2.4
RuPAs,0.8
KAg2AsS3,2.25
PrBN2,4.0
Sr3Se3O8Cl,4.4
LiBr,7.5
Cd0.95Te0.95Al0.05Sb0.05,1.37
Cs2Ga2Se5,1.95
Cd3P2,0.58
Zn3In2S6,2.8
RbBi3Se5,0.43
CuInSe2,1.07
InAs,0.28
Cu2Te3O8,2.64
EuSnTe2,0.6
CuI,3.05
Ba2InDyTe5,1.35
GaAs,1.53
CsSmHgSe3,2.37
Ca3B2N4,3.9
Pb0.8Sn0.2Te,0.08
EuSb2BO8,3.46
K4Hf3Se14,2.02
ZnO,3.48
NaCeS3,2.15
PbSnS3,1.05
Si2Te3,2.16
LaTaN2O,2.0
Cs4Ta4P4Se24,2.38
EuEr2Se4,1.7
BaGe2,1.0
TlInSe2,1.18
Bi2CrI2O11,2.4
Ga0.85As0.85Zn0.15Se0.15,1.47
Pr2Te3,1.5
EuGa2Se4,2.16
Na2ZnGe2Se6,2.36
In2Se3,1.42
Pr2Te4O11,3.65
CoP3,0.45
TlInTe2,0.7
ZnIn2Te4,1.95
RbCu2SbS3,1.67
Tl2Hg3Te4,0.9
Cr2S3,1.1
InN,1.95
Cu2O,2.58
Er2Te3,0.9
Rb8Ga8Si38,1.18
AgSbTe2,0.6
Li2In2GeS6,3.45
SnBr2,3.5
ThO2,3.3
Bi8Te7S5,0.4
PbGa2SiSe6,2.17
Li2ZnGe,1.1
Na2RbSb,1.0
TaGaS2,2.56
K2Hg3S2.69Se1.31,2.28
In0.3Al0.7P,2.3
ZnO,3.44
GaTe,1.74
SrS,4.76
In2Se3,0.97
MnTe9,2.0
LiCl,9.33
PbTe,0.19
TlSe,0.73
CuIn2S3.5,1.43
Cu2ZnSiS4,3.25
Pb0.93TeGa0.07,0.34
HgCuSe2O6,3.25
LiBiS2,0.11
CaBi2O4,3.08
PbTe,0.19
Tl3VS4,1.76
DyTe1.40,0.6
Rb3ZnB5O10,2.66
Li0.5Pb1.75GeS4,1.95
Cu2ZnSiS4,3.0
SnS,1.08
Mn1.95GdIn1.05S5,1.66
BiI3,2.0
Ge0.97Si0.03,0.67
Hg0.72Cd0.28Te,0.21
Pb0.98Te0.98Ge0.02S0.02,0.34
CsHo9Cd4Se18,2.06
CuInS2,1.52
TlCl,3.2
La2BaTe5O14,3.81
RbSbSe2,1.62
VO,0.3
Ag2Ga2SiS6,2.35
RbCu2AsS3,1.96
Pb0.99Sn0.01Se,0.26
CoAsS,0.6
Ba3La3Cu6O14,1.8
BiI3,1.92
Zn4Sb3,1.0
Cu0.01In1.99Se2.99,1.45
K2Au2Sn2S6,2.3
TaGaS2,3.6
Ba7Sn5S15,2.29
Se3Te,1.87
Al2Se3,3.15
Cu0.2Ga1.8S2.8,2.65
NaLa2TaO6,4.5
MoO3,3.7
ReSi2,0.13
Cs3Sb2Br9,2.3
AgSbSe2,0.74
Ca3N2,1.55
InAs,0.45
Cu3SmTe3,0.23
KCeSe4,1.54
BaAl4Se7,3.4
K2Bi8Se13,0.59
PbSe,0.35
Fe2Te3,0.6
Cd3P2,0.59
NaCdAsS3,2.93
Zn3P2,1.2
V2O5,2.54
Zn0.55Hg0.45Se,0.8
TlSe,1.3
As2S3,2.36
Li2CdSnS4,3.26
Rb2Cd3Se4,2.37
SmSe,0.46
In0.8As0.8Ga0.2P0.2,0.85
BaS,3.9
Li4Cs3B7O14,6.53
Rb2Cd3S4,2.92
GaTe,1.78
CdSc,1.71
CdSnP2,1.4
NaSmP2S6,2.54
CdAs2,1.04
AgGaS2,2.56
PtP2,0.6
Gd2Te3,0.74
PbS,0.29
Ag3AsSe3,2.07
KSb,0.9
CaZnOS,3.7
PtSb2,0.07
BaAuI5O15,2.32
Mg2Co,0.66
Ag2SnSe3,0.7
CdSe,2.27
AgGaO2,2.2
Pb0.85Ge0.15Te,0.36
CuGaS2,2.44
EuS,1.69
AgS,0.85
Pb0.95Se0.95Ge0.05S0.05,0.29
CdSb,0.46
Bi4V2O11,2.0
Ga2Te3,1.5
HgIn2S4,2.0
Li4.5Cr0.5TeO6,1.79
ErIn3S6,1.28
InAs,0.35
GeSe,1.16
Pb0.95Se0.95Sn0.05Se0.05,0.22
K8Zr6Se30,1.91
Sr5V3O12F,4.5
AgFeTe2,0.28
CdS0.65Se0.35,2.13
HgSnO3,1.6
EuTe,2.0
RbCu2VS4,1.45
Pb6B4O13H2,3.24
SnS0.4Se0.6,1.02
InSb,0.17
LaZnAsO,1.5
CaLa2S4,2.7
Ba2GaErSe5,1.95
NaBr,7.5
Se0.4Te0.6,0.7
Rb3Bi2I9,1.89
Cd12Ge17B8O58,4.29
Ca2ScSbO6,3.68
Cu1.8S,2.3
LaNbON2,1.7
CdP4,0.9
RbIn5S6,2.5
AgFeTe2,0.31
GaSb,0.77
SnTe,0.36
AlBi,0.4
Rb2AgVS4,1.83
Sm3Al0.33SiS7,2.26
NaInSe2,2.8
LaP,0.54
AgI,3.01
CdIn2Se4,1.57
TiS2,1.95
Zn0.15Cd0.85Se,2.6
CuCl,3.29
CsLu7S11,1.86
FeP4,0.32
CsSbS2O8,4.68
OsSbSe,0.4
In0.5As0.5Ga0.5P0.5,1.55
ZnTc,2.37
Ba2ZnSe3,2.75
Cu3YSe3,0.88
Ba2GaYSe5,2.31
InSe,1.29
AgSO4,0.18
CdS,2.64
Ce4Te7,0.5
BaSbBS4,2.34
Li2FeGeS4,1.42
Ce3LuSe6,1.1
Ga1.05Sb0.95Te0.15,0.68
CsInTe2,2.16
Ga1.005Sb0.995Se0.015,0.64
TaGaS2,2.53
PrAs,1.0
Li4.5Al0.5TeO6,4.9
K2Cd3Se4,2.36
Pb0.72Se0.72Sn0.28Te0.28,0.12
AgBr,2.52
Ba2Ga8GeS16,3.0
InS,2.07
ZnGeN2,2.9
Ba3Ho2P4S16,3.3
RbCl,8.1
Hg5AsS2I3,1.57
Cd3BiP3O12,3.9
EuH2,1.85
NaNO2,2.99
BaZnOS,3.9
InBi2S4Cl,1.5
TeI,1.1
Rb2PtI6O18,2.4
BiSeI,1.3
Cs1.43Cd1.43Bi2.57S6,1.28
InP2Se4,1.29
PbCl2,4.1
PbO2,2.0
Cs2Ga2S5,3.26
Pb0.75Sn0.25Te,0.04
Pb3Br2Se2O6,3.73
Ba4Ga2S8,2.55
CuGa0.4In1.6S3.5,1.55
V2O5,2.34
K3Nb2AsSe11,1.53
Cu0.3Ga1.7S2.7,2.55
Ru2Si3,0.44
SnBr2,3.4
Li2Ga2GeS6,3.65
SbSBr,2.21
Cu3DyTe3,0.34
MoSe2,1.6
LaInS2O,2.73
Hg6.5As4CdCl6,1.86
K2MnSn2Se6,2.0
Ga1.02Sb0.98Se0.06,0.63
Ga0.7Al0.3As,1.81
CuInCd2Te3,0.7
Tl2TeBr6,2.06
CuInS2,1.54
CuNiC4N4,2.7
BaGa2Se4,3.16
Ga0.8Sb0.8Zn0.2Te0.2,1.15
EuDy2Se4,1.8
Tm4Sb2Se11.68,1.22
MoO3,3.75
RbHgSbTe3,0.2
OsPSe,1.4
Li0.2Na0.8AsSe2,1.72
PbTe0.01Se0.99,0.26
Pb0.93Sn0.07Se,0.08
BaV2SeO8,2.13
La4FeSb2Se10,0.85
B6P,3.3
Ba5Ga6GeP12,1.39
ErB6,3.5
Ga0.99Sb0.99Zn0.01Te0.01,0.72
TlCr5S6Se2,0.94
AgScP2Se6,1.55
YbAs,1.02
Sb2Te3,0.22
CdIn2S4,2.2
BiSeBr,1.54
In6Se7,0.64
Ag0.5Eu1.75GeS4,2.14
GaAs0.9P0.1,1.5
ZnIn2Se4,2.0
Na2BaSnSe4,2.46
SbSI,1.84
Cs2AgVS4,1.77
MoTe2,1.08
Pb6BBrO7,2.84
EuIr4In2Ge4,0.26
Pb0.85Se0.85Ge0.15Te0.15,0.32
Na2ZnGe2S6,3.04
LaCuOS,3.1
PbSe,0.31
Pb3O4,2.12
K2Hg3Ge2S8,2.7
CaSe,5.0
BiSI,1.58
Ba8Sn4S15,2.31
AgInSe2,1.22
VO2,0.65
CsCdInSe3,2.4
Sm2Sn3Se9,0.7
LaSb,0.8
K6CdTe4,2.51
Ag2PdO2,0.18
BaAgSbS3,2.2
Hg6As4CdBr6,1.94
GaAs0.3P0.7,2.16
Ba3CdSn2S8,2.75
AsSb,1.6
InSb,0.24
AgLi0.33Sn0.67O2,2.7
Li2MnGeS4,3.06
Ag3Ga3SiSe8,2.3
K0.8Hg1.2Sn2S8,2.78
Bi1.8Te3Sb0.2,0.15
Cs2Sb,0.62
Nd10OSe14,1.98
KCu2SbS3,1.7
Li6Ga2Te8O22,3.85
Hg7InS6Cl5,2.54
BiOI,2.12
Na2GdP2O8,4.19
Ba3V2Se4O16,2.87
Zn0.95S0.95Ga0.05P0.05,3.0
Cu2Te,1.15
GeAs2,1.0
FeAsS,0.06
InP,1.41
Cu3VS4,1.0
TaGaS2,2.4
RhAs2,1.15
Ca3BiP3O12,4.2
BeSe,4.0
BaSn2S5,2.35
Pb0.97Se0.97Ge0.03S0.03,0.28
SmSb2BO8,3.54
CsYZnSe3,2.29
Sn2S,0.85
GaGeTe,1.1
YbSe,1.5
La2O3,5.4
Ga2Se3,1.86
Ag2CdP2S6,2.49
Ga0.01As0.01Zn0.99Se0.99,2.59
K2Cd3S4,2.75
PbSbO2Br,2.67
Ba2InNdSe5,2.2
CsCd4Ga5S12,3.09
Rb2HgP2Se6,2.32
KH3Se2O6,5.03
Ba2GaDySe5,2.35
MgF2,11.1
Zn0.99S0.99Ga0.01P0.01,3.7
Ga0.5P0.5Zn0.5Se0.5,2.13
KBaAsSe3,2.26
CsSbSe2,1.7
InS,1.86
CdP2S4,3.76
NiC2N2,2.0
AgPbBiSe3,0.13
OsAsS,1.3
Rb6P3S15,2.3
RhSe2,0.6
Bi2Te2.1Se0.9,0.3
Nd3Te4,1.6
Ge0.7Si0.3,0.88
InSn2As2Se,0.2
NaNbSe2O7,3.8
Se0.6Te0.4,1.2
In0.95As0.95Cd0.05Te0.05,0.68
In4Se3,0.65
K6Yb3P5S20,2.6
In0.5Al0.5P,2.3
GeP,0.95
Nd2Sn3Se9,0.5
TlInSe2,1.07
KBiS2,0.92
SmCuOSe,2.6
Cs2CuP3S9,2.4
Ba2AsGaSe5,1.39
Ta0.67Zr1.33O1.89N1.63,2.48
CsDy9Cd4Se18,1.99
InSb0.9As0.1,0.27
AlN,6.2
NdAs,1.04
AgInCd2Te3,0.47
In0.93As0.93Cd0.07Te0.07,0.68
SiTe2,2.18
GeS2,3.6
Ga0.01Sb0.01Cd0.99Te0.99,1.35
Mg5B3O9F,5.63
Al2Te3,2.5
KAlGeS4,3.5
CsCeCdSe3,2.4
RuP4,0.64
TcSe2,0.88
InN,2.05
LaSi2,0.19
Ge0.06Si0.94,1.06
KSb5S8,1.67
Pb0.97Se0.97Sn0.03Se0.03,0.29
AgI,3.02
Hg0.6Cd0.4Se,0.95
BaLa2In2Se7,1.66
RbSbS2,1.96
Ga0.75P0.75Zn0.25Se0.25,2.18
La2ZrS5,2.01
MgGeN2,4.4
Bi2Te2.97Se0.03,0.15
BaReH9,3.44
Hg3Te2Bi2Cl8,2.8
Ta1.33Zr0.67O0.12N3.03,1.71
ZnSnAs2,0.74
Bi2O3,2.85
Pb0.8Ge0.2Te,0.4
BiI3,2.03
Pb0.92Sn0.08Te,0.16
MnSi,0.6
K2PdSe10,1.48
CsCuSb2S4,1.7
Li6Fe2Te8O22,1.98
CsAg2TeS6,2.04
KAg11V4O16,2.0
Ce2Se3,1.75
La2MnNiO6,1.4
GaAs0.7P0.3,1.8
Li3PS4,3.68
SrNd2S4,2.45
Hg0.796Cd0.204Te,0.06
Ba2GaGdSe5,1.87
TlCr5S3Se5,0.8
Pb0.7Ge0.3Te,0.48
HgSe,0.12
CdI2,3.8
GeAs,1.01
Li3Bi,0.7
EuIn2S4,1.5
Rb3Sb2Br9,2.48
SnO2,3.6
LaS1.86Se0.14,2.5
Ag2GeTe3,0.25
Dy4S4Te3,1.43
Ca2CdAs2,0.95
Bi2Te0.9Se2.1,0.28
TlAsS2,2.15
P2Se3,2.4
Ga0.8Al0.2P,2.3
H6PtI6O20,2.4
Li2In2SiS6,3.61
SnCl2,3.9
CsInGeS4,2.1
Ba5Ga4Se10,2.2
KSbSe2,1.37
In0.3Ga0.7P,2.2
Rb2Cu2Sn2Se6,1.04
RhSe3,0.7
InSb0.6As0.4,0.13
CdBr2,4.47
CsLu7Se11,1.78
Pb0.999Se0.999Sn0.001Se0.001,0.24
Cs3W3PO13,3.27
Lu2O3,5.5
SrZrS3,1.0
RbAg2SbS4,2.3
Cd4Sb3,1.25
Li2B6,2.0
K2ZnTe2,3.0
AgSbTe2,0.35
Pb6B2MoO12,2.9
Eu3P2,1.2
Zn0.2Ba2B2S5.2,3.54
CuAlS2,3.5
Ba3Dy2P4S16,3.28
CuZn2InSe4,1.1
PdSe,0.2
Se0.5Te0.5,1.0
Bi1Te3Sb1,0.19
Cu0.05Ga1.95S2.95,2.7
Pr2Ge2Se7,1.32
CsSmCdSe3,2.45
CuInSe2,0.95
NaSbSe2,1.2
La2CoVO6,0.41
Tl4CuTeO6,2.2
Sb5O7I,1.95
HgBrCl,3.4
RbGaSnSe4,1.88
Na3MoO4F,4.77
YFMoO4,3.78
BaB2O4,6.2
Na3Sb,1.17
TaGaSe2,2.15
Cu2CdSnS4,1.37
ZnAs2,0.93
PrTe1.9,1.0
Hg3S2Bi2Cl8,3.26
PbI2,3.01
AgInTe2,0.96
TlGaS2,3.4
FeSi2,0.85
Ba2InSmTe5,1.36
SmB6,3.5
Ga0.99In0.01As,1.4
Rb2Sn3Sb2S10,2.33
Mn11Si19,0.66
HgTe,0.19
Ba4Ga2Se8,1.63
Mg2Ge,1.67
Rb3Al3Ge7Se20,2.4
SrTaO2N,1.99
CoSbS,0.5
Pb0.99TeTl0.01,0.59
EuAl2O4,2.74
Cr2O3,3.4
LiBr,7.95
K3Ga3Ge7Se20,2.23
Yb4Sb2S11.25,1.71
Pb14B2O14Br6,2.62
ReSe2,0.99
DyTe1.45,0.6
CsBr,6.8
SbI3,2.41
YbSb,1.0
Cu0.05Ga1.95Se2.95,1.96
Nd1.33Lu0.67S3,1.5
LaIn3S6,1.03
CsGaSn2Se6,1.87
CsKP2Se8,2.36
MgO,7.83
SnTe,0.33
CuCl,3.27
IrP2,1.1
Cu0.5Ga1.5S2.5,2.43
YbGa2S4,2.3
CuSmSe2,2.1
InSb0.8As0.2,0.21
Pb0.85Se0.85Sn0.15Te0.15,0.18
Cd4P2Cl3,2.17
SrCrO4,2.45
RbBiSe2,0.72
Ag2S,0.87
Ag3AsS3,2.18
AgGaSe2,1.83
AgSbSe2,0.85
AlP,2.43
CdAs2,1.14
CdGa2Se4,2.43
CdP2,2.02
CdS,2.58
CdSb,0.59
CdSe,1.83
CdTe,1.65
CuFeS2,0.5
CuGaSe2,1.6
Dy2S3,3.0
GaN,3.5
GaSe,2.13
GaTe,1.69
GeSe,1.08
In4Te3,0.5
InAs,0.41
InSe,1.27
KI,6.08
Mg3As2,2.55
NaBiSe2,0.32
PbS,0.3
PbTe,0.34
RbI,6.05
Sb2S3,1.63
SnS,1.1
SnSe,0.91
Tl2Te3,0.51
TlCl,3.21
TlSbS2,1.88
Zn3As2,0.86
ZnGeAs2,1.16
ZnO,3.31
ZnS,3.85
Bi4PdSe4O12,2.06
Cd3In2S2Te4,1.23
SbSI,1.99
Pb0.8Se0.8Ge0.2Te0.2,0.36
Ag1.75InSb5.75Se11,0.94
K2Dy2Ti3O10,3.38
ZrS2,2.75
CaTe,4.07
GeI2,1.5
Ir0.67S2,2.0
Pb2MnO4,1.5
SrZnSO,3.1
InAs,0.46
Cu2Ta4O11,2.6
K4GeS4,0.8
Ge0.6Si0.4,0.9
AsI3,2.54
Mg2Sn,0.28
K2CsSb,1.0
Li4HgGe2S7,2.75
BaGa2GeS6,3.23
InP,1.27
TlBr,3.05
SiB3,2.0
PbTe,0.62
RbI,6.1
KSbS2,1.8
SbSeBr,1.84
As2Se3,1.77
CoSb2,0.17
Hg0.8Cd0.2Se,0.95
LiMgN,3.2
RbCuSb2S4,1.6
Sb2O3,3.2
PbTe,0.31
NaBiS2,0.4
Hg6P6In2Cl9,3.13
GaS,2.62
Sn3WO6,2.49
TlBr,3.02
GaSe,2.07
InSb,0.26
CdSnO3,3.0
Pb0.8Se0.8Sn0.2Te0.2,0.14
CuGaS2,2.42
PrF3,5.3
Ru2Ge3,0.52
SmTe,0.38
CsZn2B3O7,5.69
Ga0.9Sb0.9Cd0.1Te0.1,0.78
NH7Se2O6,4.81
TlBr,3.24
KPSe6,2.16
ZnS,3.76
Ga0.85Al0.15As,1.6
GaAs,1.43
Ga0.05P0.05Zn0.95Se0.95,2.4
KFeCuTe2,1.06
AsBr3,2.6
Zn0.5Hg0.5Se,0.6
Ga0.7In0.3As,1.0
Bi2S3,1.3
TlBr,3.1
ReS2,1.0
CdMoSb4O10,3.4
PbCl2,3.94
Ga1.002Sb0.998Se0.006,0.7
As2O3,4.0
InSb,0.16
Na2BaGeS4,3.7
Ba2GaDyTe5,1.13
NaB15,0.32
AlP,2.53
Bi2Te2.97Se0.03,0.16
SnGa2GeS6,2.04
NiTe,0.23
Pr2YbCuS5,1.25
KInSnS4,2.3
GaAs,1.43
Mn15Si26,0.7
La2O2MnSe2,1.6
Er3Te4,0.9
RbTbSe2,2.5
Zn0.5Cd0.5Se,2.9
Na2Ge2Se5,2.38
PbCrO4,2.25
Ag0.5Pb1.75GeS4,1.83
CsEr9Cd4Se18,2.09
CdCl2,5.8
Cu3TaS4,3.0
Pb0.99Sn0.01Se,0.17
GaTe,1.66
AgCd3PS6,2.56
Cu3YTe3,0.72
TlInSe2,1.19
Bi2Te2.7Se0.3,0.21
CuGaTe2,1.18
