"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c44 (GPa)
MgS-MgS-MgS-MgS-BeTe-ZnSe,18.54
MgS-MgS-MgS-MgS-CuBr-CuBr,8.96
MgS-MgS-MgS-MgS-CuBr-GaAs,6.44
MgS-MgS-MgS-MgS-CuBr-GaP,9.31
MgS-MgS-MgS-MgS-CuBr-ZnSe,9.82
MgS-MgS-MgS-MgS-GaAs-GaAs,19.25
MgS-MgS-MgS-MgS-GaP-GaP,20.0
MgS-MgS-MgS-MgS-MgS-AlAs,18.34
MgS-MgS-MgS-MgS-MgS-AlP,19.32
MgS-MgS-MgS-MgS-MgS-BeTe,18.04
MgS-MgS-MgS-MgS-MgS-CuBr,9.44
MgS-MgS-MgS-MgS-MgS-GaAs,18.1
MgS-MgS-MgS-MgS-MgS-GaP,18.62
MgS-MgS-MgS-MgS-MgS-MgS,18.54
MgS-MgS-MgS-MgS-MgS-ZnSe,17.94
MgS-MgS-MgS-MgS-ZnSe-GaAs,18.67
MgS-MgS-MgS-MgS-ZnSe-GaP,19.16
MgS-MgS-MgS-MgS-ZnSe-ZnSe,18.37
MgS-MgS-MgS-ZnSe-GaAs-GaAs,20.0
MgS-MgS-MgS-ZnSe-GaP-GaP,20.23
MgS-MgS-MgS-ZnSe-ZnSe-GaAs,18.53
MgS-MgS-MgS-ZnSe-ZnSe-GaP,19.37
MgS-MgS-MgS-ZnSe-ZnSe-ZnSe,18.98
MgS-MgS-ZnSe-GaAs-GaAs-GaAs,20.86
MgS-MgS-ZnSe-GaP-GaP-GaP,21.7
MgS-MgS-ZnSe-ZnSe-GaAs-GaAs,19.74
MgS-MgS-ZnSe-ZnSe-GaP-GaP,20.12
MgS-MgS-ZnSe-ZnSe-ZnSe-GaAs,19.11
MgS-MgS-ZnSe-ZnSe-ZnSe-GaP,19.44
MgS-MgS-ZnSe-ZnSe-ZnSe-ZnSe,19.54
MgS-ZnSe-GaAs-GaAs-GaAs-GaAs,21.48
MgS-ZnSe-GaP-GaP-GaP-GaP,22.34
MgS-ZnSe-ZnSe-GaAs-GaAs-GaAs,19.96
MgS-ZnSe-ZnSe-GaP-GaP-GaP,20.92
MgS-ZnSe-ZnSe-ZnSe-GaAs-GaAs,19.83
MgS-ZnSe-ZnSe-ZnSe-GaP-GaP,20.07
MgS-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,19.11
MgS-ZnSe-ZnSe-ZnSe-ZnSe-GaP,19.7
MgS-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,20.39
SiC-SiC-SiC-SiC-SiC-SiC,152.31
ZnO-GaN-GaN-GaN-GaN-GaN,50.28
ZnO-ZnO-GaN-GaN-GaN-GaN,49.2
ZnO-ZnO-ZnO-GaN-GaN-GaN,49.67
ZnO-ZnO-ZnO-ZnO-GaN-GaN,42.32
ZnO-ZnO-ZnO-ZnO-ZnO-GaN,40.42
ZnO-ZnO-ZnO-ZnO-ZnO-ZnO,40.71
ZnSe-GaAs-GaAs-GaAs-GaAs-GaAs,19.91
ZnSe-GaP-GaP-GaP-GaP-GaP,18.66
ZnSe-ZnSe-GaAs-GaAs-GaAs-GaAs,22.2
ZnSe-ZnSe-GaP-GaP-GaP-GaP,21.27
ZnSe-ZnSe-ZnSe-GaAs-GaAs-GaAs,21.53
ZnSe-ZnSe-ZnSe-GaP-GaP-GaP,20.86
ZnSe-ZnSe-ZnSe-ZnSe-GaAs-GaAs,20.56
ZnSe-ZnSe-ZnSe-ZnSe-GaP-GaP,22.32
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,21.55
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaP,21.17
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,21.93
ZnS-GaP-GaP-GaP-GaP-GaP,25.08
ZnS-ZnS-GaP-GaP-GaP-GaP,27.08
ZnS-ZnS-ZnS-GaP-GaP-GaP,27.48
ZnS-ZnS-ZnS-ZnS-GaP-GaP,25.56
ZnS-ZnS-ZnS-ZnS-ZnS-GaP,25.66
ZnS-ZnS-ZnS-ZnS-ZnS-ZnS,26.87
ZnTe-CdSe-CdSe-CdSe-CdSe-CdSe,13.04
ZnTe-CdSe-CdSe-CdSe-CdSe-InAs,11.84
ZnTe-CdSe-CdSe-CdSe-CdSe-InP,11.76
ZnTe-CdSe-CdSe-CdSe-InAs-InAs,11.62
ZnTe-CdSe-CdSe-CdSe-InP-InP,12.65
ZnTe-CdSe-CdSe-InAs-InAs-InAs,10.78
ZnTe-CdSe-CdSe-InP-InP-InP,12.1
ZnTe-CdSe-InAs-InAs-InAs-InAs,12.0
ZnTe-CdSe-InP-InP-InP-InP,13.12
ZnTe-GaSb-CdSe-CdSe-CdSe-CdSe,13.12
ZnTe-GaSb-CdSe-CdSe-CdSe-InAs,12.5
ZnTe-GaSb-CdSe-CdSe-InAs-InAs,10.6
ZnTe-GaSb-CdSe-InAs-InAs-InAs,6.99
ZnTe-GaSb-GaSb-CdSe-CdSe-CdSe,14.12
ZnTe-GaSb-GaSb-CdSe-CdSe-InAs,12.77
ZnTe-GaSb-GaSb-CdSe-InAs-InAs,10.62
ZnTe-GaSb-GaSb-GaSb-CdSe-CdSe,15.04
ZnTe-GaSb-GaSb-GaSb-CdSe-InAs,13.75
ZnTe-GaSb-GaSb-GaSb-GaSb-CdSe,16.06
ZnTe-GaSb-GaSb-GaSb-GaSb-GaSb,17.25
ZnTe-GaSb-GaSb-GaSb-GaSb-InAs,11.11
ZnTe-GaSb-GaSb-GaSb-InAs-InAs,13.51
ZnTe-GaSb-GaSb-InAs-InAs-InAs,14.2
ZnTe-GaSb-InAs-InAs-InAs-InAs,13.18
ZnTe-InAs-InAs-InAs-InAs-InAs,11.16
ZnTe-InP-InP-InP-InP-InP,3.23
ZnTe-ZnTe-CdSe-CdSe-CdSe-CdSe,13.98
ZnTe-ZnTe-CdSe-CdSe-CdSe-InAs,12.22
ZnTe-ZnTe-CdSe-CdSe-CdSe-InP,12.78
ZnTe-ZnTe-CdSe-CdSe-InAs-InAs,13.31
ZnTe-ZnTe-CdSe-CdSe-InP-InP,12.11
ZnTe-ZnTe-CdSe-InAs-InAs-InAs,11.63
ZnTe-ZnTe-CdSe-InP-InP-InP,13.13
ZnTe-ZnTe-GaSb-CdSe-CdSe-CdSe,12.9
ZnTe-ZnTe-GaSb-CdSe-CdSe-InAs,12.1
ZnTe-ZnTe-GaSb-CdSe-InAs-InAs,12.85
ZnTe-ZnTe-GaSb-GaSb-CdSe-CdSe,15.0
ZnTe-ZnTe-GaSb-GaSb-CdSe-InAs,13.84
ZnTe-ZnTe-GaSb-GaSb-GaSb-CdSe,15.68
ZnTe-ZnTe-GaSb-GaSb-GaSb-GaSb,17.78
ZnTe-ZnTe-GaSb-GaSb-GaSb-InAs,15.1
ZnTe-ZnTe-GaSb-GaSb-InAs-InAs,15.17
ZnTe-ZnTe-GaSb-InAs-InAs-InAs,15.64
ZnTe-ZnTe-InAs-InAs-InAs-InAs,12.9
ZnTe-ZnTe-ZnTe-CdSe-CdSe-CdSe,15.05
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InAs,13.63
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InP,11.56
ZnTe-ZnTe-ZnTe-CdSe-InAs-InAs,13.58
ZnTe-ZnTe-ZnTe-CdSe-InP-InP,13.81
ZnTe-ZnTe-ZnTe-GaSb-CdSe-CdSe,14.24
ZnTe-ZnTe-ZnTe-GaSb-CdSe-InAs,12.76
ZnTe-ZnTe-ZnTe-GaSb-GaSb-CdSe,16.34
ZnTe-ZnTe-ZnTe-GaSb-GaSb-GaSb,17.05
ZnTe-ZnTe-ZnTe-GaSb-GaSb-InAs,13.31
ZnTe-ZnTe-ZnTe-InAs-InAs-InAs,13.33
ZnTe-ZnTe-ZnTe-InP-InP-InP,13.73
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-CdSe,15.65
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-InAs,14.06
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-CdSe,14.82
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-GaSb,16.56
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-InAs,15.79
ZnTe-ZnTe-ZnTe-ZnTe-InAs-InAs,14.78
ZnTe-ZnTe-ZnTe-ZnTe-InP-InP,15.25
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-CdSe,16.99
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-GaSb,17.03
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-InAs,15.09
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-InP,16.74
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,17.9
