"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c11 (GPa)
MgS-MgS-MgS-MgS-BeTe-ZnSe,76.08
MgS-MgS-MgS-MgS-CuBr-CuBr,63.59
MgS-MgS-MgS-MgS-CuBr-GaAs,60.63
MgS-MgS-MgS-MgS-CuBr-GaP,55.72
MgS-MgS-MgS-MgS-CuBr-ZnSe,69.22
MgS-MgS-MgS-MgS-GaAs-GaAs,63.64
MgS-MgS-MgS-MgS-GaP-GaP,71.05
MgS-MgS-MgS-MgS-MgS-AlAs,75.25
MgS-MgS-MgS-MgS-MgS-AlP,79.68
MgS-MgS-MgS-MgS-MgS-BeTe,75.33
MgS-MgS-MgS-MgS-MgS-CuBr,68.97
MgS-MgS-MgS-MgS-MgS-GaAs,74.13
MgS-MgS-MgS-MgS-MgS-GaP,75.58
MgS-MgS-MgS-MgS-MgS-MgS,83.77
MgS-MgS-MgS-MgS-MgS-ZnSe,81.65
MgS-MgS-MgS-MgS-ZnSe-GaAs,76.87
MgS-MgS-MgS-MgS-ZnSe-GaP,80.18
MgS-MgS-MgS-MgS-ZnSe-ZnSe,87.22
MgS-MgS-MgS-ZnSe-GaAs-GaAs,74.12
MgS-MgS-MgS-ZnSe-GaP-GaP,77.99
MgS-MgS-MgS-ZnSe-ZnSe-GaAs,78.1
MgS-MgS-MgS-ZnSe-ZnSe-GaP,86.07
MgS-MgS-MgS-ZnSe-ZnSe-ZnSe,86.81
MgS-MgS-ZnSe-GaAs-GaAs-GaAs,78.3
MgS-MgS-ZnSe-GaP-GaP-GaP,83.11
MgS-MgS-ZnSe-ZnSe-GaAs-GaAs,74.87
MgS-MgS-ZnSe-ZnSe-GaP-GaP,80.1
MgS-MgS-ZnSe-ZnSe-ZnSe-GaAs,79.98
MgS-MgS-ZnSe-ZnSe-ZnSe-GaP,85.71
MgS-MgS-ZnSe-ZnSe-ZnSe-ZnSe,86.84
MgS-ZnSe-GaAs-GaAs-GaAs-GaAs,83.64
MgS-ZnSe-GaP-GaP-GaP-GaP,90.93
MgS-ZnSe-ZnSe-GaAs-GaAs-GaAs,78.75
MgS-ZnSe-ZnSe-GaP-GaP-GaP,87.16
MgS-ZnSe-ZnSe-ZnSe-GaAs-GaAs,75.35
MgS-ZnSe-ZnSe-ZnSe-GaP-GaP,82.67
MgS-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,80.86
MgS-ZnSe-ZnSe-ZnSe-ZnSe-GaP,87.69
MgS-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,89.1
SiC-SiC-SiC-SiC-SiC-SiC,497.24
ZnO-GaN-GaN-GaN-GaN-GaN,287.18
ZnO-ZnO-GaN-GaN-GaN-GaN,278.66
ZnO-ZnO-ZnO-GaN-GaN-GaN,229.08
ZnO-ZnO-ZnO-ZnO-GaN-GaN,208.26
ZnO-ZnO-ZnO-ZnO-ZnO-GaN,190.23
ZnO-ZnO-ZnO-ZnO-ZnO-ZnO,197.55
ZnSe-GaAs-GaAs-GaAs-GaAs-GaAs,97.53
ZnSe-GaP-GaP-GaP-GaP-GaP,112.99
ZnSe-ZnSe-GaAs-GaAs-GaAs-GaAs,87.12
ZnSe-ZnSe-GaP-GaP-GaP-GaP,103.99
ZnSe-ZnSe-ZnSe-GaAs-GaAs-GaAs,84.7
ZnSe-ZnSe-ZnSe-GaP-GaP-GaP,93.2
ZnSe-ZnSe-ZnSe-ZnSe-GaAs-GaAs,83.5
ZnSe-ZnSe-ZnSe-ZnSe-GaP-GaP,93.12
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,90.89
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaP,97.58
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,90.51
ZnS-GaP-GaP-GaP-GaP-GaP,120.3
ZnS-ZnS-GaP-GaP-GaP-GaP,102.66
ZnS-ZnS-ZnS-GaP-GaP-GaP,88.08
ZnS-ZnS-ZnS-ZnS-GaP-GaP,99.99
ZnS-ZnS-ZnS-ZnS-ZnS-GaP,113.57
ZnS-ZnS-ZnS-ZnS-ZnS-ZnS,112.5
ZnTe-CdSe-CdSe-CdSe-CdSe-CdSe,62.19
ZnTe-CdSe-CdSe-CdSe-CdSe-InAs,62.88
ZnTe-CdSe-CdSe-CdSe-CdSe-InP,61.94
ZnTe-CdSe-CdSe-CdSe-InAs-InAs,62.88
ZnTe-CdSe-CdSe-CdSe-InP-InP,63.73
ZnTe-CdSe-CdSe-InAs-InAs-InAs,59.12
ZnTe-CdSe-CdSe-InP-InP-InP,61.43
ZnTe-CdSe-InAs-InAs-InAs-InAs,62.9
ZnTe-CdSe-InP-InP-InP-InP,68.39
ZnTe-GaSb-CdSe-CdSe-CdSe-CdSe,54.17
ZnTe-GaSb-CdSe-CdSe-CdSe-InAs,48.04
ZnTe-GaSb-CdSe-CdSe-InAs-InAs,54.79
ZnTe-GaSb-CdSe-InAs-InAs-InAs,53.24
ZnTe-GaSb-GaSb-CdSe-CdSe-CdSe,55.11
ZnTe-GaSb-GaSb-CdSe-CdSe-InAs,57.14
ZnTe-GaSb-GaSb-CdSe-InAs-InAs,58.06
ZnTe-GaSb-GaSb-GaSb-CdSe-CdSe,63.45
ZnTe-GaSb-GaSb-GaSb-CdSe-InAs,48.04
ZnTe-GaSb-GaSb-GaSb-GaSb-CdSe,67.54
ZnTe-GaSb-GaSb-GaSb-GaSb-GaSb,70.74
ZnTe-GaSb-GaSb-GaSb-GaSb-InAs,24.77
ZnTe-GaSb-GaSb-GaSb-InAs-InAs,67.79
ZnTe-GaSb-GaSb-InAs-InAs-InAs,64.64
ZnTe-GaSb-InAs-InAs-InAs-InAs,68.21
ZnTe-InAs-InAs-InAs-InAs-InAs,70.0
ZnTe-InP-InP-InP-InP-InP,87.66
ZnTe-ZnTe-CdSe-CdSe-CdSe-CdSe,64.37
ZnTe-ZnTe-CdSe-CdSe-CdSe-InAs,64.21
ZnTe-ZnTe-CdSe-CdSe-CdSe-InP,65.7
ZnTe-ZnTe-CdSe-CdSe-InAs-InAs,64.98
ZnTe-ZnTe-CdSe-CdSe-InP-InP,68.15
ZnTe-ZnTe-CdSe-InAs-InAs-InAs,62.99
ZnTe-ZnTe-CdSe-InP-InP-InP,68.47
ZnTe-ZnTe-GaSb-CdSe-CdSe-CdSe,53.76
ZnTe-ZnTe-GaSb-CdSe-CdSe-InAs,55.54
ZnTe-ZnTe-GaSb-CdSe-InAs-InAs,58.72
ZnTe-ZnTe-GaSb-GaSb-CdSe-CdSe,58.33
ZnTe-ZnTe-GaSb-GaSb-CdSe-InAs,57.81
ZnTe-ZnTe-GaSb-GaSb-GaSb-CdSe,63.35
ZnTe-ZnTe-GaSb-GaSb-GaSb-GaSb,68.51
ZnTe-ZnTe-GaSb-GaSb-GaSb-InAs,66.22
ZnTe-ZnTe-GaSb-GaSb-InAs-InAs,68.54
ZnTe-ZnTe-GaSb-InAs-InAs-InAs,67.31
ZnTe-ZnTe-InAs-InAs-InAs-InAs,68.98
ZnTe-ZnTe-ZnTe-CdSe-CdSe-CdSe,67.44
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InAs,67.39
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InP,44.51
ZnTe-ZnTe-ZnTe-CdSe-InAs-InAs,66.72
ZnTe-ZnTe-ZnTe-CdSe-InP-InP,68.8
ZnTe-ZnTe-ZnTe-GaSb-CdSe-CdSe,54.69
ZnTe-ZnTe-ZnTe-GaSb-CdSe-InAs,38.74
ZnTe-ZnTe-ZnTe-GaSb-GaSb-CdSe,60.94
ZnTe-ZnTe-ZnTe-GaSb-GaSb-GaSb,67.45
ZnTe-ZnTe-ZnTe-GaSb-GaSb-InAs,28.36
ZnTe-ZnTe-ZnTe-InAs-InAs-InAs,71.17
ZnTe-ZnTe-ZnTe-InP-InP-InP,75.95
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-CdSe,67.35
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-InAs,46.19
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-CdSe,55.92
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-GaSb,64.35
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-InAs,66.49
ZnTe-ZnTe-ZnTe-ZnTe-InAs-InAs,70.39
ZnTe-ZnTe-ZnTe-ZnTe-InP-InP,71.47
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-CdSe,69.57
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-GaSb,66.65
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-InAs,36.17
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-InP,75.62
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,75.86
