mpid,formula,shear modulus
mp-9257,Yb(CdSb)2,21.1480102427865
mp-867233,Sc2ZnIr,43.569600017223756
mp-570684,ZrOs2,94.01192487792557
mp-19679,Y2Mo2O7,65.0
mp-27971,AcCl3,14.42017832644716
mp-978547,SmLuIn2,17.0
mp-4138,Rb2CO3,9.513092358691328
mp-865168,Be3Ni,316.60556043926675
mp-12761,BeAu2,30.34093695334385
mp-1029424,LiTi2N3,71.39546153587447
mp-22260,Y(MnSn)6,71.28505571265596
mp-10266,ZnFe3C,105.27652601982086
mp-867881,ScTlRh2,60.66247584761586
mp-2439,ZrNi5,86.0
mp-562468,TiF3,42.06076001186865
mp-30066,Sb7Pd20,28.0
mp-771725,LiNi3O4,76.70687272843806
mp-977264,Pm2Mg,21.0
mp-9778,K2AgP,11.04063234878392
mp-279,LiIr,65.12440941887415
mp-2133,ZnO,41.0
mp-9025,YSiAu,43.97798563025258
mp-853130,TiNiO3,72.47679741867535
mp-25592,LiNiO2,31.667639510415
mp-1009750,ScN,45.27933301275682
mp-6953,Ca(MnP)2,49.24184339717401
mp-242,SrB6,111.0
mp-625094,Cd(HO)2,20.0
mp-973756,Lu2Mo2C3,90.0
mp-30563,ZrCoSn,65.89793376047754
mp-865234,TaZnRu2,83.8106591986165
mp-892,ScPt,40.432275928238774
mp-7596,NbNO,108.66831566825
mp-23052,ZrIN,14.794569172610542
mp-504908,In2TeO6,59.6348081356207
mp-850247,Na2CoO3,17.085740312967587
mp-767836,Mn2CoO4,54.03668885031927
mp-782719,LiVF4,31.22958702012
mp-777225,Li4Fe(WO4)3,85.59788277508781
mp-1471,Zr3Al,54.972646975473396
mp-12335,MnCN2,32.876892477310015
mp-328,Zr2Ni,21.724648255067162
mp-17275,SrY2O4,63.0
mp-10695,ZnS,33.16449936425901
mp-24952,TbFeO3,83.31156394393095
mp-1016200,MgGeAs2,25.31644697942448
mp-19405,Ni(AgO)2,29.379361090194468
mp-11329,P2W,112.59925861957524
mp-21893,MnTe2,24.549540268878182
mp-1200,TbCo5,45.70803380531982
mp-867292,Ga2RuRh,92.0
mp-2478,NbSi2,140.36336160360364
mp-24081,ScHCl,9.308081551920047
mp-672265,Cu3Pd,54.0
mp-867802,Sc2CuOs,51.90279674955102
mp-18949,VFeO4,50.674994076245724
mp-19928,Hf2CuSb3,46.688991248549534
mp-15986,Hf(CuP)2,64.66089560221897
mp-605,ZrTe5,5.625518289722729
mp-753946,LiCoS2,47.03609470640004
mp-1159,Zr2Fe,32.451352580041714
mp-5782,AlAgS2,21.091924637860874
mp-5146,Zn(RhO2)2,58.49832303711607
mp-971718,ZnBi3,10.820317405585985
mp-249,HfAl,74.49132614128061
mp-20061,GePt2,32.86876166844575
mp-980203,TiOs3,131.0
mp-51,Li,15.12888672771619
mp-30338,Y3Al,32.20308561150678
mp-22367,PdPbO2,21.594016017043586
mp-682,NaF,30.0
mp-22556,Tm3TlC,12.0
mp-18849,Fe2P2O7,35.735391317033944
mp-8484,ZnO2,62.0
mp-948,ZnTe,14.82832482354743
mp-5723,ZrAlNi,71.02930723457376
mp-862691,Al2FeCo,116.66183461747852
mp-643265,ReF7,2.5942707499640667
mp-971950,Zn3Sn,4.690635665665588
mp-571262,CaRh2,48.9441972443975
mp-2744,LiPd,33.28940724813661
mp-35869,TiNbN2,149.0
mp-504659,Hf2P,76.13664796673713
mp-22987,BiIO,10.162069761633797
mp-20265,LiIn2Pt,26.70814097637337
mp-1018100,AlSb,28.0
mp-776485,NbV3O8,51.37306679669092
mp-865989,Al2IrRu,125.18227635411318
mp-771247,CoTeO4,24.816347853646413
mp-755,CoSb2,64.5786803234032
mp-282,TiF2,55.17839484601942
mp-5305,CuAsS,29.58330064934805
mp-10744,Si3Pt2,25.25816653592784
mp-764999,Li2(CoO2)3,23.060617112341703
mp-567967,LiGaI4,1.2954250151737248
mp-631571,Bi2OsAu,83.0
mp-3731,LiNbO3,57.0674680822069
mp-30485,Ca3Zn,8.857415263177314
mp-556084,KClO3,7.362685796742817
mp-866117,HfZnAu2,17.0
mp-862655,Ru3W,162.17277163625607
mp-1432,Be2B,93.90736150607368
mp-570578,ZrIn3,48.303415762640206
mp-999390,NbCr3,75.0
mp-569833,Zr2Ga,47.490095904584656
mp-775097,Li2CoO2,41.5862868145116
mp-4656,Y(Al2Fe)4,84.98269560638968
mp-23712,MgH2,26.816091043696453
mp-559264,Bi2PdO4,24.523889695691004
mp-631637,Mg2PbW,13.0
mp-30408,MgAu3,30.852989247614666
mp-801,Mo3Os,120.11973335785584
mp-510281,FeCuO2,50.34318874815784
mp-20865,YCuPb,44.43440387315361
mp-1954,P3N5,112.83671586082342
mp-867275,BeVOs2,111.95681486431792
mp-4784,CaPtO3,67.61982442441686
mp-36779,PNO,54.56224891831371
mp-978274,MgCd,16.638045929418915
mp-553432,TiO2,13.755189857210965
mp-5042,YTiGe,49.49841150155999
mp-22916,NaBr,12.0
mp-1111,Mn5Si3,46.2669016510297
mp-31451,ZrCoBi,62.321623138609574
mp-1008798,ReN2,127.0
mp-566008,Li2NiO3,80.64028989874126
mp-865928,Ti2TcPt,75.87616604132523
mp-862737,LiHgPd2,17.72068249791247
mvc-12022,MnO2,37.01068243877936
mp-867834,LiHfPt2,18.30038842173953
mp-1487,AlNi,71.93198432913096
mp-11400,ScGaNi2,49.08844583893979
mp-1029404,KGe2N3,78.57560725508904
mp-764949,MnF3,35.065533068606946
mp-762,PtS2,14.067672086810742
mp-1346,B6O,207.46292258183362
mp-1802,NbS2,13.84585634422668
mp-804,GaN,105.47316501832016
mp-30763,LiPd2Pb,13.76279297007622
mp-31187,TiAlFe2,104.92758502116646
mp-12317,SrCN2,16.611894774083126
mp-5427,Mg2P2O7,62.5628755704943
mp-39,Tl,2.613592261100058
mp-865944,ThSnRu2,52.0
mp-3349,Sr3Ti2O7,83.4100419395898
mp-8402,RbMgF3,41.93446656172559
mp-36699,Ce2Y2O7,63.097258491790626
mp-3033,RbTaO3,27.234779489071197
mp-12177,Te2O5,38.750176595177656
mp-865926,Cd2PdRh,44.676836340994996
mp-24154,NbH2,80.54339706181781
mp-764716,Fe2OF3,43.24493176302325
mp-567842,TaBe12,142.66653291431638
mp-867829,LiVRh2,81.84322496259657
mp-865655,TiNbTc2,95.77446675144141
mp-2352,Na2O,30.0
mp-510588,Fe(SbO2)2,16.368418746909963
mp-865473,VBr3,3.0
mp-5012,Li2SiO3,50.795307809277325
mp-10063,CdSnSb2,17.742409624026592
mp-755313,Sc2O3,81.12566076782848
mp-975511,InSb3,4.0
mp-1009223,NaAs,25.17228921596848
mp-10240,ScNiP,91.81523805550086
mp-1152,TiRh3,129.11856500569084
mp-867925,SrAcHg2,19.0
mp-20892,ZrFeP,118.77470677427117
mp-30787,MoRh3,126.60569726674194
mp-779517,Sr3Hf2O7,80.0
mp-862360,Sc2NiIr,47.90706632983174
mp-561637,VO2,58.83665407257451
mp-597,TiNi,39.375380534521135
mp-3602,YAl4Ni,59.08919092630203
mp-542488,MgCo,49.293740617110956
mp-1025517,Ti2InN,84.23979408153234
mp-557266,HgO2,15.0
mp-1514,UB2,215.02552865837188
mp-569544,ZrTe,57.139206995297315
mp-381,SiRu,105.4452422822102
mp-866288,BeVCo2,56.62557685007632
mp-776532,HfO2,106.0
mp-12674,MnAu,32.07590978487862
mp-1265,MgO,119.0
mp-126,Pt,48.873341615891725
mp-981,SrF2,32.122213774228904
mp-15985,Zr3(Cu2Ge)2,71.06723603392071
mp-27219,Mg(SbO2)2,19.28973779628703
mp-571594,K3AgSn3Se8,7.481714031454617
mp-9198,Fe(SiP)4,90.52759022954136
mp-1055,CdSe,26.2850899569917
mp-22346,BaGe3Pt,39.462623086940475
mp-541,Ta3Sb,84.16655241251789
mp-569960,ZnBr2,4.083272792972025
mp-10113,ScBIr3,120.31169532532743
mp-626785,KHO,8.315085518162634
mp-30227,Rb2WCl6,4.285262771729482
mp-20849,Pd3Pb,44.82236715365385
mp-9514,Mg(AlC)2,90.80176411297657
mp-448,CoN,48.54045665349906
mp-20551,GaCo2Ni,57.50838955745842
mp-29826,ZnCN2,23.805193279052855
mp-1029422,NbZn2N3,52.826255478181295
mp-4043,NbCu3Se4,22.369568987086453
mp-774148,MnNbO4,49.15833414599004
mp-8291,BaTiF6,21.609735371991835
mp-16364,SnTe,2.05961398559677
mp-554678,CaGe2O5,54.5876532159889
mp-864651,Ta2NbRu,91.63265498716936
mp-8868,Ba3NaN,3.1896477167117703
mp-30866,Rh3W,132.0168024776121
mp-625136,CsHO,8.097108279880057
mp-952,MoPt2,136.73437499552134
mp-900,RhSe,29.0
mp-714882,MnO,64.86467532529902
mp-620054,ReC5BrO5,2.4238766577226563
mp-998554,KAgCl3,12.0
mp-46,Ti,46.715466316922814
mp-570074,Sc3IrC4,121.4461151175054
mp-1045,Nd2O3,50.3247601091702
mp-13683,HfGe2,70.52292978450005
mp-21471,LiFeAs,40.0
mp-3277,BAsO4,40.978687770684026
mp-10165,KAlTe2,10.814592894158888
mp-1115,PtSe2,11.225882456086174
mp-22469,InNi3,52.74518170954101
mp-997590,La8MgAl7O24,99.26643629001455
mp-1018135,LiCdAs,29.0
mp-10390,Ta2O5,71.03362159461518
mp-769799,Na2FeO3,19.190639932581686
mp-568284,SrI2,7.065564575734356
mp-11507,Ni4Mo,90.77379544160317
mp-16488,Al9Co2,73.85708166937226
mp-569344,Zr(CoSi)2,108.59856389807724
mp-10048,GaAs,25.961194145150504
mp-755318,ScHO2,53.13496938376566
mp-1607,YbCu5,44.0
mp-11350,CaAl9Co2,55.87626087064985
mp-13503,ScZn2,48.060329286425045
mp-754165,ScGaO3,82.86227591523685
mp-754333,TiO,154.9954982174443
mp-27785,TiBr2,2.8697929549779064
mp-576,B13C2,158.8343419746464
mp-92,Si,67.49788047898697
mp-8648,TiFeSi,108.76319875753931
mp-9517,SrTiN2,50.28565354837377
mp-864984,MnV3,54.40367116512478
mp-1235,TiIr,80.67648935670903
mp-1027,HfRh3,116.30497593329027
mp-10172,Na,3.57745915701463
mp-12777,AlCu3,45.636428760976855
mp-865716,YbCl2,14.485792477421038
mp-571555,InCl,4.887262539216729
mp-19953,ZrCuSi2,86.94807788794864
mp-27888,Zr3GeO8,55.31021761342036
mp-14433,NaGe2N3,77.93061211789023
mp-867304,BeVFe2,109.71824265176792
mp-11572,TaTc,130.4217990824597
mp-9382,SrZrN2,109.0
mp-3740,TiNi2Sn,39.94842854397736
mp-1982,Al21Pt8,62.0
mp-567832,TiTe,53.0
mp-605034,K2NiF6,9.853859610464829
mp-865936,LiSc2Tc,33.135269316313824
mp-20741,ReO3,125.0
mp-8670,Ca3CrN3,51.13239048005662
mp-689940,CoPO4,14.18764208313084
mp-999072,Ti2AlZn,15.971342562955098
mp-7955,Li3Sb,23.813246241167
mp-1840,TiO2,78.03006246579595
mp-30769,Li13Sn5,23.991667030561395
mp-1009488,NiN,77.82671501478248
mp-543096,NiO2,32.28461530321069
mp-1129,ScIr,75.35761224839004
mp-622693,Mn2NiO4,425.2570509533983
mp-3748,AlCuO2,79.87330555565346
mp-862779,Tc3Os,176.37609187342755
mp-19359,NaFeO2,72.20015869542337
mp-980063,YbDy3,18.0
mp-754718,NaCuO2,20.28447537076789
mp-972309,Ta2BN3,83.0
mp-20744,ZrInNi2,51.17738445841938
mp-691,SnSe,14.753746234717909
mp-28336,Li3P7,11.835419430048495
mp-20590,La3InB,22.0
mp-23288,AlBr3,0.8873515581505458
mp-4126,KUO3,66.0
mp-5827,CaTiO3,104.14973852952248
mp-1565,ZrO2,102.56364124754164
mp-2743,LiPd,27.28847375060455
mp-755453,MnP4,85.84772196665676
mp-2449,NbRh3,146.26647674033632
mp-11714,SiC,186.64820467308343
mp-29733,MgNiBi,33.03599545069195
mp-30488,CdHg2,5.1948425019315145
mp-780260,TiGeO3,17.27897235836467
mp-21297,LiSn4Ru,46.32065710187892
mp-9938,Hf2Si,99.67537115786659
mp-569849,Li15Si4,21.4644192111784
mp-753459,Nb3O7F,101.30263605003695
mp-3871,Ti2SnC,91.92363517641623
mp-1929,NdB6,110.13979375379795
mp-464,HoSe,25.0
mp-19163,SrWO4,29.045109360928468
mp-27275,Li3BO3,41.35101606617381
mp-1018063,ErH3,21.64749242648661
mp-567197,YSnAu,41.89579735813247
mp-1025177,Rb2CuF4,22.0
mp-38970,Ga2Te3,14.9466912514944
mp-862296,LiAlPt2,134.30435242177015
mp-32536,WBr4O,8.615554358349295
mp-643243,Cs2H6Pt,5.232432450052395
mp-22460,LiIn,5.0
mp-568809,Ba5Al5Pb,17.41770677672683
mp-865681,TiSiRu2,130.42203535266887
mp-2808,ZrRh,18.26115290136304
mp-754553,Zn3N2,56.79816769887882
mp-11327,Rb2Se,6.813185487915879
mp-864889,ZrZn3,38.63883086624516
mp-25545,MnO2,58.9626527675854
mp-776896,Nb2O5,24.138812018548546
mp-2025,HfBe5,119.689429296593
mvc-4607,Mo2O5,38.693845175300304
mp-782681,FeOF,55.18902726525528
mp-32541,WCl4O,2.8587412833077783
mp-15779,Mg2SiNi3,73.73182242811355
mp-862321,LiAsPd2,28.341200315351266
mp-865147,Be2CuRu,99.28639566190814
mp-24927,CrHO2,63.0
mp-16343,LiInGe,32.67014718559432
mp-111,Ne,1.0
mp-1008558,AuN,22.0
mp-865537,TiMnCo2,77.64004942668595
mp-755253,LiZrO2,100.0
mp-21024,SrIn2Pd,23.57418307769465
mp-760482,F2,1.456291874268294
mp-124,Ag,22.8248308709347
mp-3938,ZrSiS,85.60174257184632
mp-7088,Ta2C,138.28981774728186
mp-570136,CuI,4.979173641177981
mp-2783,Ta2Si,112.0
mp-29806,Cs2PdI6,4.0
mp-30943,MgPSe3,7.644996605815506
mp-1029903,LiNbN2,58.301614270255754
mp-8830,NaRhO2,64.60067067320477
mp-865191,FeGeRu2,99.29533528290597
mp-10212,ScGe2,55.90269796032101
mp-2592,Si2Mo,176.90151832826774
mp-1029396,SrHfN2,45.45320639902958
mp-20318,Mn2B,174.93772238603367
mp-3759,MgGeO3,92.67367551026808
mp-765967,WOF4,2.792554035206778
mp-7573,Co(BW)2,207.63740042385376
mp-569668,VSe,38.0
mp-865538,Ti2RePd,73.42202270866053
mp-31529,CoP2O7,42.52769259300569
mp-568705,YbIr,33.0
mp-690544,Ga2FeO4,74.42163441842717
mp-7557,Nb5SiSn2,83.08277454457756
mp-754223,Ta2CuO6,79.02764144877206
mp-29308,Na5Co2S5,13.592970333325225
mp-695850,CdCl2,3.0876555754111963
mp-9989,Nb2AsC,118.78749593452312
mp-864957,MnSbRu2,93.66693430095378
mp-714880,VO2,118.08646496956631
mp-776881,LiFeF4,34.0
mp-7232,Cs2HgO2,8.578867025309425
mp-601842,Fe9Co7,96.88578075828754
mp-752843,Li2CuF4,42.597622220630505
mp-862336,Sc2IrPd,45.57933191666161
mp-603640,GaAs,31.69158217038961
mp-861637,Ti2AlTc,59.67748397926125
mp-1062370,PuO2,76.0
mp-18712,Mg3Pd,20.526452781047844
mp-54,Co,104.66555630066178
mp-766953,LiVF4,28.0
mp-641539,Si3N4,144.06259360004552
mp-7497,ThSi2,47.0
mp-998890,Cu,19.06895589595666
mp-753605,LiCuS,16.141859443253622
mp-867904,AlGeRu2,93.47518994606277
mp-7473,LiCu2Si,46.49401315413324
mp-28897,BIrPd,73.0
mp-2674,YPt2,73.17696454608769
mp-27768,Co(BW)3,202.95519766113625
mp-850978,VFeO4,71.44476582308205
mp-1371,Sn3Pd,25.374171855666017
mp-2540,VTc,125.12223226187308
mp-22967,Li2FeBr4,12.77855465995911
mp-1314,Li12Si7,31.697596813557052
mp-776165,AgAuO3,55.86956635543928
mp-10256,VTe,39.26572926859253
mp-560399,NaMgF3,43.1341788789293
mp-14069,CsAlO2,47.689338770426474
mp-754326,NaAgO2,26.0
mp-9076,NaTmS2,31.0
mp-3637,YOF,61.15881553126188
mp-867271,Be2CoNi,124.91661421206707
mp-2142,Te2Os,88.23233150390402
mp-554134,SnS,1.493215688319648
mp-973153,ScAlPt2,28.0
mp-865472,VSiTc2,102.0
mp-1404,CdAu,16.908662683188894
mp-982779,NbTe,47.0
mp-555391,NaVF3,27.05727812161603
mp-22725,TiInCu2,46.11249177854207
mp-37473,TiOF2,71.0
mp-864931,MgCo2,56.87866160355932
mp-592,TiRu,106.83758713002152
mp-10847,NiSbSe,47.069088589913996
mp-19963,TiFe2Sn,105.77139301228789
mp-1550,AlP,47.0
mp-554095,NiRhF6,28.57173388569702
mp-3519,ZrSO,50.294913521640154
mp-4756,ZnSnSb2,22.882615752338435
mp-3623,MnAlCo2,104.02834577705248
mp-1007907,ErTlTe2,19.0
mp-12769,YSi2,26.300373156085964
mp-22962,CsTiBr3,7.179235586222348
mp-1029835,RbMnN2,37.0
mp-729,Cr3Si,153.957852834366
mp-864938,Mg3Tl,12.589201869198966
mp-1475,Be12Mo,149.92402112826485
mp-983063,PmSmHg2,15.0
mp-6969,Sc(CuSi)2,66.0
mp-8278,Ba(MgP)2,37.71536770175983
mp-643002,Mg2H6Os,54.0
mp-971799,DyYHg2,24.0
mvc-15785,YSnF5,17.0
mp-5745,Nb2CS2,25.96196037923162
mp-22312,Nb4FeSi,83.80036552129914
mp-2845,SbPt,30.093997640141893
mp-1018020,NiAgSe2,18.91112586817368
mp-9970,ScGe,57.113707255613356
mp-555307,Ba2CoF6,26.06003657143744
mp-4938,ScCo3B2,129.2888680165905
mp-697111,H2O,7.2197353091781
mp-10181,LiSiNi2,43.28906632984021
mp-32669,Ag2S,6.922886895497968
mp-5699,K2CuF4,18.77513388689604
mp-1006146,Eu(MgBi)2,21.69752180107541
mp-21294,Y2In,25.945284269696337
mp-972641,SmHoIr2,1.11424159078598
mp-11582,LiGaSe2,17.24700498672817
mp-24093,CuH,33.0
mp-755302,TiNbO4,30.77472673025991
mp-8016,AlCuSe2,28.43240186138885
mp-972692,SnPb,10.0
mp-865444,LiSc2Pt,36.2949304788863
mp-23183,NdCl3,17.734004627777473
mp-9306,Sr2ZnN2,35.45339763296481
mp-972285,Sr3Li,9.636038574185905
mp-780002,V2O3F,53.966481237008544
mp-865995,YbSnAu2,11.0
mp-3934,Cu3PS4,35.68455915034053
mp-886,Ga2O3,69.41668887552927
mp-19366,Lu(FeO2)2,57.54803110368358
mp-976334,Li3Tc,18.0
mp-1029605,Na2MnN2,20.708108515081424
mp-30555,TaGaCo2,85.63946448994201
mp-20897,Ba4Y2Cu6O13,47.32135033356092
mp-2367,LaC2,34.23737582800589
mp-9577,Ca3(AlSi)2,35.341008975316896
mp-29736,YAlGe,54.24763791947174
mp-973736,GeAs3,19.02057094106202
mp-7790,Ti2N,104.08598260791744
mp-255,NaHg,6.267696392887695
mp-66,C,520.2672065001678
mp-2824,AlPd2,51.20526981138171
mp-10133,Sc3BPb,65.77979448149429
mp-11593,CeB2Ir3,123.08981953917136
mp-1649,Fe3Pt,39.86127364595535
mp-867909,ScCdRh2,49.06195905681043
mp-10904,AlPt,73.5869378404288
mp-865640,TiGeRu2,116.20999159954987
mp-8996,Sc3RuC4,110.59913251088392
mp-1029257,Zn2ReN3,47.0
mp-11658,Cu2SnSe3,22.152958793734044
mp-1029580,Sr4ZrN4,28.844120285360606
mp-7542,GeP3,33.37582095340121
mp-9479,Mg(AlSe2)2,8.844965641789166
mp-571622,Be12Pt,75.96619511455543
mp-19313,Zn(FeO2)2,72.05265095172555
mp-556646,RbFeF4,12.0
mp-8864,Li(Co3P2)2,97.49242771891913
mp-22503,ZrCo2Sn,72.08574255411456
mp-17045,Hf3Rh5,66.90437294742412
mp-766217,Sr4Cu2O7,52.703464309188995
mp-972659,SmCoSi3,72.0
mp-4238,MnFeAs,71.52069297466888
mp-20175,Sc2InC,53.56970429635896
mp-23247,ZrBr3,3.5370862411071267
mp-27831,Rb2ZrCl6,4.528236263486446
mp-674953,Cu2GeTe3,21.774786647044266
mp-8044,V2PC,149.32130690344462
mp-8219,Zr(CuP)2,60.8826200194409
mp-20418,SiRh2,72.80973015164452
mp-8786,Zr2NiAs2,68.0
mp-21237,CoGe,82.28181511600084
mp-865495,V2CrTc,100.6040386253602
mp-752496,TiOF,65.80464021700152
mp-778411,V2CoO6,24.0
mp-12622,SrPdF4,22.717659528822928
mp-22040,Sn7Ir3,59.99050985925042
mp-1320,CeSe2,20.98226395438089
mp-765271,KFeO2,8.9343238436847
mp-1563,CaSi,37.79330817441446
mp-2933,Pr2(ReB2)3,118.0
mp-150,Fe,9.411077279408048
mp-27979,LaI3,3.664872644595728
mp-618991,Cu2S,28.77453484966022
mp-19148,K2Mn2O3,24.094600316468835
mp-545512,CaO,35.0
mp-975608,Li2TlPt,37.0
mp-134,Al,23.850187083497072
mp-1028698,WSe2,12.744024272172613
mp-865441,TiAlPd2,30.411682232135053
mp-12623,BaPdF4,15.0
mp-4321,MgSiO3,69.6625015020408
mp-867121,LiY2Pt,30.176918113165762
mp-21264,OsN2,223.0
mp-776515,CeFeO3,44.4412421050413
mp-9942,Ti2FeS4,56.15601362108404
mp-865186,MgGaIr2,96.1550163973604
mp-556548,Bi(BO2)3,48.694876890518685
mp-996161,Nb3AlC2,136.55717810212562
mp-5928,Al2CdS4,21.681270598299065
mp-1138,LiF,50.943440168826285
mp-4608,KPF6,7.2407567758849005
mp-4150,Ca(MnSb)2,16.151433260534386
mp-27396,NiCl2,8.005874150163411
mp-6945,SiO2,43.12445393705271
mp-4072,Sm(SiRu)2,81.0
mp-771456,TeWO6,96.92957558140928
mp-999473,ZnN,56.404051957889365
mp-5558,NaReO4,10.109008288662617
mp-862445,TaAlOs2,143.38952460457926
mp-867146,ScNbRu2,90.70045034638338
mp-772053,ZrMnO3,53.546220629339416
mp-18814,MnCO3,44.06988626785268
mp-867127,ScCdAg2,25.04244222095827
mp-1008826,OsN2,76.0
mvc-8365,MgFe2O5,26.356129494335256
mp-13416,Sc2InNi2,43.61432649133772
mp-3963,K2CO3,10.568834755892212
mp-998949,TiPt,15.296630582727914
mp-19799,BaPbF6,17.0
mvc-3224,Sr3Fe2S2O5,313.1305596011155
mp-11192,TaSi2,142.03312361912506
mp-20275,CeGeAu,26.0
mp-775331,LiVO2,92.59583934156393
mp-18971,Mn(PtO2)3,70.11149294657156
mp-27927,NbAlO4,74.3165575344079
mp-3271,Ti3AlC,100.64122945777638
mp-644500,Zn7Mo,46.37411575315545
mp-978275,MgB7,183.30856143231685
mp-3834,BaZrO3,91.77313766738058
mp-8176,RbTlO2,39.0
mp-636289,WO3,88.89167307605149
mp-505822,TiSiRu,77.1462466690966
mp-1869,GaPd2,41.54543750646923
mp-22325,P2Pb2O7,20.10477192795962
mp-15619,GaAs,40.938928752666094
mp-372,VPt3,110.05920279418001
mp-862258,Sc2ZnPt,41.18647419214132
mp-18893,Ca2Mn3O8,56.62497026365803
mp-3388,U(SiRu)2,75.49472317148306
mp-10873,ScAlAu2,22.94283703723405
mp-15722,Fe2B4Mo,175.2900516749582
mp-567551,SiC,186.8898343962073
mp-569794,Ta,59.204541328993166
mp-971631,GaP,33.0
mp-28233,MnCl2,5.3303165949616815
mp-569568,Ta3AlC2,159.44176365515273
mp-9563,Li2Sb,23.42014642313977
mp-556417,Rb2NiF6,9.333214460327113
mp-1818,SiF4,2.4956991215898268
mp-1025248,TlPd5Se,34.0
mp-766911,LiVF4,13.779871871160116
mp-966800,InP,31.0
mp-555359,KMnF3,26.57914479932974
mp-1029733,Sr3Al3N5,52.13252604254237
mp-7066,ScNiGe,62.610054141092135
mp-22490,Sc3(NiGe)4,74.57469962435651
mp-510346,In5Se5Br,13.823005839741668
mp-973364,Mg,18.0074311521081
mp-8943,PtF4,18.011860271475285
mp-1793,Zr3Te,39.20065399027743
mp-7474,Cu2As,25.0
mp-714969,MoO2,50.0
mp-1479,BP,162.10210616114426
mp-20133,NbCrN,156.95763358138345
mp-866139,TiBe2Ir,70.32263227767453
mp-20683,Cu3Se2,14.561121839583144
mp-715478,CoO2,10.0
mp-31455,VSbRu,48.91664527942343
mp-4051,AlPO4,30.63897511479074
mp-3274,NiGePd,49.0
mp-10892,MnAlPt,41.08131515861375
mp-23752,Cs2MgH4,10.884980419561813
mp-10257,Ni,75.72683420061077
mp-1009493,NpN,13.0
mp-754364,Y2CuO4,58.528802042153494
mp-755309,Li3NbS4,6.868286375164268
mp-20928,Sb2Ru,77.18049074902041
mp-997010,TlAgO2,18.94718575866511
mp-978278,Na(BH)6,5.6040487579904585
mp-20586,VCo2Si,66.16304646848673
mp-20730,HfCo2Sn,77.55564272733544
mp-3747,Ti3AlC2,125.86679991130958
mp-21092,InNi2,21.803629774813107
mp-11583,Zr2SN2,68.486664003892
mp-7586,Ni3C,66.0
mp-7748,NaAlO2,93.27705789475334
mp-1330,AlN,217.43688638151508
mp-21409,Zn(InS2)2,25.189348810935478
mp-1029779,ZnGeN2,74.0
mp-9251,TlTe3Pt2,15.0
mp-997006,AgPtO2,34.0
mp-15776,Zn(GaSe2)2,23.73389562574905
mp-510587,Fe2SiO4,50.3745550440471
mp-23684,NaHCO2,10.630276871307293
mp-7979,K2PdF6,9.446844598943716
mp-573316,CsPt2Se3,12.0
mp-4875,GdTaO4,64.65646835140674
mp-2008,FeAs2,110.4774733731127
mp-866073,MgSnRh2,54.1366119312506
mp-675576,K(FeAs)2,23.43964967972293
mp-771844,Mn3VO8,27.736356127363496
mp-1009694,ReN,77.0
mp-1403,Sm2S3,36.530647525442355
mp-2,Pd,42.88311871070893
mp-765545,LiVF3,14.71165832030484
mp-862658,LiCu3,35.88920901561092
mp-30921,Y6CoBi2,20.739931292683565
mp-10608,Y3SnC,62.68043241014314
mp-1019509,B2S2O9,25.00064825481245
mp-29866,SnCl4,0.5446245430306529
mp-976139,Li3Mg,8.17309783371224
mp-17862,Ag3Ge5P6,35.70225367137525
mp-861912,TaTiTc2,101.047209579715
mp-15724,KNa2Sb,12.496211393525375
mp-542915,TiAl3,88.55792078195343
mp-865786,CrPd3,64.53805335866328
mp-23488,Tl5Se2I,8.0
mp-12990,Ti2AlC,112.0
mp-555434,As2O5,46.89207204685104
mp-2979,ZnGeN2,94.81746252268921
mp-676861,AlSbO4,119.25760794873709
mp-7936,LiNbS2,56.927544750095684
mp-755759,ZrO2,79.67854375064654
mp-865522,YCdAu2,21.894480771139946
mp-7559,YNi4B,74.92630528529438
mp-1609,Cr3Ir,103.69593371766888
mp-715493,V4O7,34.0
mp-568388,BiI,2.3706806599753696
mp-972228,Zr3As2,61.362416568058435
mp-862363,Sc2PdPt,41.19558277552722
mp-24286,ZrH2,28.71045667569568
mp-484,Te3As2,10.95168328665472
mp-16719,Al12Tc,73.68348940373417
mp-4152,Ga2CoS4,27.60970196738667
mp-30160,Si(CN2)2,1.0
mp-1953,TiAl,69.55592546701432
mp-406,CdTe,13.54755084501868
mp-865728,Ti2ReNi,78.75119113347155
mp-12772,Hf2Al,55.5160933089514
mp-22027,MnSnAu,20.12933515208569
mp-2879,SrSnO3,74.38202945553661
mp-582736,Eu(MgSb)2,26.09398413930784
mp-23189,BI3,0.5192826414444711
mp-2647,Al2Au,33.0
mp-754403,ZrO2,39.0
mp-35308,CuCN,15.165668305681026
mp-22919,AgI,10.743017768019257
mp-265,TaIr3,212.50082345779663
mp-22991,CsVI3,3.194376725828402
mp-21845,FePd3,70.95544624350387
mp-14168,K2GeF6,11.188458205849642
mp-30816,Li2AlPd,29.31350949509998
mp-102,Co,101.66548035932315
mp-862,CaSi2,37.87478471816408
mp-769904,V2Si2O7,4.307230040871687
mp-1429,SmCo5,41.360475475039465
mp-1019358,ThAsS,53.0
mp-2221,Zr2Ag,40.0
mp-20125,GdSi2,-0.0
mp-15837,Nb5Se4,53.0
mp-771798,WO3,91.14694085079842
mp-29751,CsMgI3,2.106157426386787
