MP-ID,System,G_Reuss
mp-862691,Al2FeCo,114
mp-862699,ScTaOs2,121
mp-865768,Ti2MnOs,88
mp-866376,TiMn2Ge,83
mp-862695,Al2CoRu,111
mp-865786,CrPd3,58
mp-867271,Be2CoNi,123
mp-866012,Hf2ZnRe,54
mp-864840,NbZnRu2,72
mp-7192,Sc2Sb,39
mp-862368,Sc2NiPt,46
mp-862371,Sc2RuPt,60
mp-566504,BaWO4,42
mp-19726,Sc3InB,54
mp-5090,Ti2FeSe4,40
mp-10446,Sc6NiTe2,25
mp-22036,ZrSbPd,34
mp-8145,RbScO2,55
mp-865641,Y2NiRu,41
mp-867273,Be2CuIr,66
mp-644136,Li2H2Pt,19
mp-867771,TaCuRh2,27
mp-5042,YTiGe,47
mp-867252,LiZn2Ni,21
mp-4524,ZnGeP2,47
mp-864903,MgTaRu2,87
mp-864992,MnNbRu2,84
mp-28645,CaNiN,49
mp-862446,TaAlRu2,131
mp-2263,ScIr2,97
mp-4120,CaCuAs,42
mp-866213,TiTc2Mo,114
mp-4584,Tl3BO3,10
mp-865656,TiMn2W,114
mp-865433,Y2MgRu,21
mp-862781,AlCrRu2,113
mp-752881,Li2CuS2,11
mp-867928,ScGaRh2,78
mp-865659,Y2ZnIr,36
mp-865537,TiMnCo2,74
mp-996162,Nb2AlC,112
mp-984352,Al2CoOs,107
mp-31148,BaZnSn,24
mp-12521,SrNi3Ge2,29
mp-13090,YMgAl,43
mp-862364,Sc2OsPt,70
mp-864933,Mg2AgRh,10
mp-10850,SbTePd,31
mp-8161,CaPdF4,29
mp-861662,CaZrRh2,40
mp-865462,MnV2Os,115
mp-865538,Ti2RePd,73
mp-16916,Ca6FeN5,34
mp-11700,BaCuSb,29
mp-29153,Zr2NiP,82
mp-20408,InGaTe2,13
mp-21359,SbRh2,50
mp-865048,TiZnIr2,99
mp-4984,SiB2Mo5,136
mp-862610,LiHfIr2,66
mp-30073,La(FeSb3)4,54
mp-571599,Ba(BiPd)2,19
mp-568349,Cr(FeSe2)2,34
mp-862737,LiHgPd2,10
mp-15963,HfPRu,94
mp-4840,GaCuSe2,26
mp-3838,Li5ReN4,45
mp-31031,La4PdO7,45
mp-690785,Na2H6Pt,16
mp-867293,LiCo2Si,114
mp-862602,ScAlCo2,91
mp-5146,Zn(RhO2)2,58
mp-14208,LiYSi,46
mp-8236,Ba(PPd)2,29
mp-862715,Al2RuPd,79
mp-29135,Zr6CoAs2,67
mp-862360,Sc2NiIr,45
mp-571263,KIn9Co2,30
mp-3829,CdSnAs2,22
mp-862565,ScBr2,18
mp-11818,BaZnGe,29
mp-5589,Sr(MnP)2,42
mp-5659,Ti3SiC2,138
mp-861733,LiTePd2,10
mp-12761,BeAu2,29
mp-568077,TaFe2,92
mp-865671,Y2ZnIn,29
mp-15901,Li2LaTa2O7,64
mp-16245,CaSbAu,22
mp-867854,Ca2ZnRh,17
mp-7787,HfSO,57
mp-867795,ScNbTc2,64
mp-14476,LiRhO2,37
mp-558432,Na3P(SO)2,14
mp-7219,Na2ZrSe3,21
mp-31145,BaCuBi,24
mp-862548,Sc2AlZn,36
mp-865554,Mn2VGe,102
mp-2039,ScMn2,37
mp-1725,CaZn2,23
mp-34579,Na3HfF7,15
mp-862711,Sc2CdIn,21
mp-11834,CuNiSb2,37
mp-862717,LiAlAu2,26
mp-505297,NbSbRu,66
mp-675009,Y4CuTe8,23
mp-20466,Sn7Ir5,56
mp-864764,Ta2FeOs,81
mp-15922,Gd2ReO5,58
mp-7942,NaTiS2,35
mp-4989,CrNiAs,60
mp-541,Ta3Sb,80
mp-20102,Gd(PdO2)2,48
mp-864772,LiSc2Au,39
mp-6919,ScSnAu,37
mp-13171,YMgCu,19
mp-4083,MgCuAs,28
mp-25054,MoPbO4,22
mp-973736,GeAs3,25
mp-865308,Be2CuRh,63
mp-862779,Tc3Os,175
mp-30921,Y6CoBi2,17
mp-867901,ScTaTc2,72
mp-861637,Ti2AlTc,57
mp-20255,TiSiCu,74
mp-21464,CoReB,108
mp-770881,Mn2BeO4,20
mp-862632,LiCa2Al,17
mp-30727,MgCdAg2,15
mp-30315,Ca3BN3,27
mp-8415,K2HfF6,22
mp-865160,MgGeIr2,80
mp-669918,VSnRh2,72
mp-862700,AlVOs2,140
mp-864788,NbInRu2,95
mp-866164,YMgHg2,21
mp-3532,CrAgSe2,22
mp-989524,LaWN3,42
mp-865680,TiSiOs2,135
mp-556546,K2NiF4,23
mp-680932,OsPbO3,71
mp-865512,YMgCd2,20
mp-600862,GdFeO3,70
mp-11201,Sc6FeSb2,45
mp-864762,LiMg2Zn,21
mp-865870,LiZr2Os,50
mp-11430,Ca3Al7Ag2,40
mp-865899,Ti3Os,49
mp-865442,TiAlOs2,100
mp-560976,KNiF3,40
mp-18971,Mn(PtO2)3,65
mp-5075,Sc3CoC4,119
mp-867262,ScTc3,89
mp-5749,Cr2FeSe4,31
mp-1016874,SiHgO3,36
mp-1017556,CuNi3N,60
mp-1017447,HgGeO3,56
mp-9574,NaBeSb,19
mp-9575,LiBeSb,47
mp-9573,NaBeAs,27
mp-12927,Ba(BeN)2,54
mp-282,TiF2,54
mp-1018022,NbInS2,19
mp-1018783,LiBeB,42
mp-1018020,NiAgSe2,18
mp-1018770,Li3PrBi2,24
mp-1019508,AlGa3N4,97
mp-1019743,Ga3BN4,127
mp-1019550,BeGeN2,143
mp-1020059,LiGe2N3,85
mp-862339,Sc2GaAg,36
mp-866079,MgSc2Ru,17
mp-862432,Sc2AgIr,34
mp-15226,CrWN2,139
mp-20621,NbInS2,22
mp-16482,TiAlAu2,12
mp-574025,HfInAu2,14
mp-646507,Hf2Ni2Sn,65
mp-1023127,Ba4Cu3PbO9,43
mp-1022726,Ba2CuH6,22
mp-1024067,Na2ZnS2,13
mp-9564,Ca(MgAs)2,35
mp-9306,Sr2ZnN2,33
mp-3668,CdGeP2,33
mp-7589,Mg2NF,68
mp-7017,NaNbN2,79
mp-8389,Na6ZnS4,15
mp-864937,Mg3Sc,21
mp-770118,Ba3Ti2O7,43
mp-30066,Sb7Pd20,27
mp-1010071,CrCo,96
mp-865640,TiGeRu2,116
mp-1025517,Ti2InN,84
mp-1025497,AlV2C,130
mp-864935,MgAu3,29
mp-19331,MnNiO3,89
mp-865373,YCo,20
mp-20174,Ni3Sn4,45
mp-644500,Zn7Mo,42
mp-864931,MgCo2,57
mp-865611,MgRh3,82
mp-1573,Sn2Pd,28
mp-867780,Al3Cr,76
mp-27930,Li7Si2,27
mp-600561,LiRh,37
mp-510589,MnCuO2,34
mp-1009223,NaAs,24
mp-865712,Ti2MnNi,66
mp-561306,NbCoO4,49
mp-865166,HfPd5,67
mp-21286,MnCoGe,61
mp-866083,Zr3N2,116
mp-861936,LiPd3,37
mp-866086,MgSiIr2,88
mp-10255,Nb3B4,196
mp-861931,LiPt3,81
mp-866087,MgSiRh2,77
mp-30580,SrGaCu2,20
mp-865990,Y3Al7Cu2,63
mp-565203,Mn2O3,50
mp-16321,SrCuP,45
mp-37514,SrCuO2,60
mp-16506,Li3Al2,29
mp-865585,VGeRu2,100
mp-1104,LaMg,17
mp-11687,VTe2,13
mp-603930,MgSiO3,58
mp-7463,Cu3P,40
mp-865342,Zn3Rh,36
mp-865382,V3Ru,88
mp-505780,Ge7Ir3,84
mp-985287,AgAu3,22
mp-19149,NaNiO2,66
mp-862259,Sc3Al,41
mp-34109,LaMnO3,50
mp-7474,Cu2As,23
mp-866186,Ti3Zn,53
mp-552265,Bi2SeO2,15
mp-5229,SrTiO3,110
mp-3602,YAl4Ni,57
mp-37307,Na(WO3)2,92
mp-865425,ZnPd3,36
mp-635713,TiZnO3,20
mp-978270,MgZr3,35
mp-1147,Ti3O5,74
mp-867317,SiCu3,50
mp-866022,CdPt3,46
mp-29900,NiGe2,42
mp-21040,Zr2Fe3Ge,86
mp-2884,Cs2Mn3S4,11
mp-1009832,TaC,81
mp-556076,Sr2Co2O5,43
mp-25542,LiMnO2,26
mp-18345,La5Si4,27
mp-632311,Ta2H,65
mp-11736,ZrSiO4,98
mp-542090,Na4Al3(SiO4)3,28
mp-1025441,Ta2AlC,120
mp-1699,AlCr2,102
mp-1001916,HfN,86
mp-977273,MgRh5,83
mp-24844,MnCoO3,69
mp-3740,TiNi2Sn,29
mp-4321,MgSiO3,64
mp-567303,Li2MnP2O7,35
mp-984873,Al3Fe,51
mp-30766,Li5Sn2,17
mp-1327,NdMg,19
mp-19279,Li2MnO2,56
mp-279,LiIr,47
mp-865583,Y2Mg,11
mp-754752,NbNO,57
mp-776216,AlCoO3,32
mp-12335,MnCN2,27
mp-510436,InPd3,26
mp-1007974,CrNi3,92
mp-5862,CrCuS2,40
mp-863720,HgPd3,23
mp-754718,NaCuO2,16
mp-576,B13C2,152
mp-976976,MgPd5,36
mp-1025456,CaZrF6,14
mp-17383,Ni2Ge,43
mp-864941,MgSc2,19
mp-30418,SnAu5,18
mp-1944,CoP3,114
mp-863677,PmCu3,17
mp-865960,CoRe3,160
mp-542106,SbPd2,37
mp-867195,SrOsO3,61
mp-27276,Si12Ni31,67
mp-864909,HfAlRu2,80
mp-864745,Na3ZrF8,17
mp-569270,V3B4,230
mvc-4299,Al(SnO2)2,43
mp-557837,SiO2,26
mp-11807,LiPt,43
mp-31152,CaGaPt,22
mvc-3245,Sr2FeSO3,290
mp-985583,Li3PS4,11
mp-3830,NiAsS,58
mp-865376,YMg3,11
mp-567181,ZrRh,51
mp-864934,MgAg3,27
mp-20059,ZrMnGe,66
mp-13641,TiCdO3,43
mp-570017,MgAu3,31
mp-24082,Ta2H,64
mp-12741,MgPd2,37
mvc-13303,VN,88
mp-925,VN,155
mp-1961,TiAg,34
mp-1008798,ReN2,121
mp-2678,VPt,131
mp-1378,LiC,25
mp-1001581,LiC6,37
mp-2132,CrN,87
mp-628,Zr2Co,16
mp-8200,AgP2,21
mp-517,TaSi2,142
mp-16960,AlPt2,83
mp-218,Sm2O3,54
mp-2379,CoSi2,61
mp-755313,Sc2O3,80
mp-3660,LiB3O5,39
mp-549166,SiO2,41
mp-830,GaN,95
mp-2700,CaSi2,46
mp-1604,Pt3O4,57
mp-23211,PrCl3,16
mp-1885,AlIr,115
mp-11307,MgCd,19
mp-9945,CoTe2,45
mp-2243,NbS,95
mp-1873,ZnF2,31
mp-20050,InP3,20
mp-551,BaAl2,32
mp-1335,VFe,60
mp-2640,TbAs,48
mp-998,Al2Cu,37
mp-1352,ZrN,137
mp-9563,Li2Sb,21
mp-6947,SiO2,193
mp-1915,Fe2B,145
mp-7375,KNbO3,29
mp-2845,SbPt,29
mp-438,Nd2S3,35
mp-30892,Ba4Bi3,11
mp-2008,FeAs2,105
mp-2105,Hf3Si2,91
mp-23259,LiBr,15
mp-949,CoPt,102
mp-13868,PdF4,15
mp-1585,V3Co,107
mp-2229,ZnO,63
mp-545820,SnO,13
mp-892,ScPt,39
mp-19856,SnPt,38
mp-879,La3Te4,23
mp-8937,CrSi2,169
mp-1019509,B2S2O9,18
mp-1716,Rh2O3,102
mp-813,ScAl2,69
mp-774,CaNi5,65
mp-1501,Al3Pt5,60
mp-2644,CoSb,66
mp-20516,InPt3,62
mp-28731,V6C5,173
mp-463,KF,16
mp-9969,ScSi,66
mp-2339,Ti3Pt,57
mp-16488,Al9Co2,73
mp-556520,CoF2,30
mp-23715,BaH2,17
mp-567164,BRh,91
mp-1555,V3Sb,78
mp-9459,Y4C5,48
mp-251,TaN,91
mp-2643,Ti3Cu4,53
mp-32,Ge,44
mp-1299,SiPt2,62
mp-2349,YCd3,21
mp-700,GeSe,12
mp-12884,Hf5Te4,33
mp-40793,Si3N4,97
mp-7083,LaSi,43
mp-7088,Ta2C,131
mp-21893,MnTe2,24
mp-14587,ZnP4,34
mp-1641,CrSb,44
mp-568328,FeP4,112
mp-561258,ZnS,33
mp-23710,MgH2,33
mp-1019544,BaZrO3,87
mp-10026,ScTe,29
mp-1336,PdO,30
mp-21012,Si3Rh5,72
mp-22631,Co2N,82
mp-2744,LiPd,31
mp-23711,MgH2,32
mp-21188,CeNi,13
mp-567290,LaN,20
mp-5285,SrSO4,24
mp-12546,TiCu3,48
mp-18427,Nb2Al,82
mp-22916,NaBr,11
mp-856,SnO2,76
mp-1334,Y2C,26
mp-11279,TiBe,65
mp-22895,CuI,13
mp-30355,SrAg,13
mp-9973,VB,229
mp-9972,YSi,62
mp-1825,Cu2Sb,34
mp-17848,Nb3Si,71
mp-869,TaAl3,102
mp-23712,MgH2,23
mp-29973,SrN,24
mp-7955,Li3Sb,22
mp-996,OsO2,77
mp-23222,Li3Bi,15
mp-684668,CaC2,20
mp-534,B13N2,148
mp-7576,CrSi,116
mp-638,SrZn5,29
mp-10910,Al2Ru,101
mp-15964,Hf3Sb,48
mp-535,Fe4N,53
mp-27488,Ta3N5,94
mp-1953,TiAl,63
mp-818,SiRh,92
mp-554573,SiO2,32
mp-1039,MgTe,12
mp-11276,BeRh,98
mp-1783,MnS,13
mp-1973,NbGa3,85
mp-19862,EuSi2,12
mp-11329,P2W,105
mp-2657,TiO2,96
mp-23313,InBi,15
mp-20382,Ti6Sn5,55
mp-10426,Nb2O5,40
mp-1630,Zr3Hg,56
mp-10000,Hf2S,72
mp-22033,Ti5Sb3,45
mp-988,Si3N4,116
mp-11322,ZrSi,87
mp-22447,Zr3P,64
mp-718,SnPd3,48
mp-981,SrF2,32
mp-18707,Mg3Pt,27
mp-448,CoN,46
mp-811,BaPt5,62
mp-22320,GaRu,86
mp-614777,NiF3,32
mp-555280,ZnS,32
mp-1482,Zr2Al3,68
mp-730,P2Pt,113
mp-2346,NiAs,44
mp-754553,Zn3N2,56
mp-470,GeO2,111
mp-21163,SiPt3,40
mp-2758,SrSe,26
mp-7424,BPd2,43
mp-21873,NiAs2,49
mp-507,SiNi2,54
mp-2572,SrMg2,16
mp-30603,ZrCu5,55
mp-2749,TiBe2,106
mp-1638,SrAl2,37
mp-2180,HfSb2,48
mp-30443,Be17Ru3,117
mp-7596,NbNO,103
mp-1909,LaMg2,19
mp-458,Ti2O3,87
mp-452,CoAs3,82
mp-30846,Sn3Pt2,31
mp-18337,Be3N2,186
mp-450,NbB2,190
mp-849359,Na2NiO3,55
mp-849354,TiV3O8,57
mp-849971,LiVF4,18
mp-849983,LiVF4,16
mp-850251,Na2Ti9O19,57
mp-850978,VFeO4,66
mp-851027,LiFeO2,75
mp-853247,FeBO3,22
mp-862318,LiAl2Ni,47
mp-862658,LiCu3,29
mp-862669,BeFe2Si,117
mp-862260,ScZn3,15
mp-864794,ZnAg3,12
mp-864936,MnGeRu2,104
mp-864953,MnV2Cr,92
mp-865014,Mg2Cu,25
mp-865193,Co3Pt,89
mp-865716,YbCl2,12
mp-865939,LiMg2,18
mp-866046,Ti3In,43
mp-865985,CdPd3,38
mp-865798,GaCu3,46
mp-866311,Bi3BrO4,24
mp-867121,LiY2Pt,30
mp-867300,Rb2Hf2O5,33
mp-867744,LiTi3O4,75
mp-867330,Al2FeNi,87
mp-867840,BeFeRh2,88
mp-867917,CuGeRh2,65
mp-867915,ScGaCo2,84
mp-8682,Ca2SiO4,97
mp-868359,LiMnPO4,49
mp-868657,Li2VO3,64
mp-8790,Ba2CuO3,39
mp-8911,CuAgS,13
mp-9158,LiCuO2,31
mp-9437,NbFeSb,79
mp-8800,TlCu3Se2,12
mp-9172,Li4TiO4,42
mp-9060,RbPdF3,23
mp-9248,SiCu2S3,35
mp-9179,Ba3Zr2S7,29
mp-9198,Fe(SiP)4,87
mp-9453,Sr2ZnCu2(SO)2,41
mp-9577,Ca3(AlSi)2,35
mp-950995,Li6PS5I,13
mp-971779,ZnRh3,84
mp-9578,Ba3(AlSi)2,21
mp-9595,NbInO4,56
mp-972088,Zr3Zn,31
mp-9631,AlAgO2,39
mp-971706,ZnBiO3,59
mp-972828,SiCu3,47
mp-972692,SnPb,10
mp-972954,MgCd2,17
mp-17702,Yb2SiO5,27
mp-972220,TiPt3,89
mp-9719,Na2LiAlP2,27
mp-973455,LiMg2,10
mp-972793,Si2B2O5,67
mp-972916,MgCu,29
mp-976023,Li3Ga,10
mp-975906,LiAl3,33
mp-976262,LiMg,13
mp-976239,LiMg,13
mp-976818,Ni3Au,51
mp-976806,NiAu3,20
mp-976838,Ni3Au,44
mp-977059,MgPd5,44
mp-977165,Li3Co,17
mp-978273,Mg3Cd,14
mp-978269,MgZn2,34
mp-978279,Mg3Cu,21
mp-978274,MgCd,16
mp-978552,SiRh3,153
mp-985579,AlFe2,20
mp-2658,AlFe,86
mp-9902,Sc2CoSi2,77
mp-991676,NbCu3Te4,20
mp-555678,Na4Ti5O12,55
mp-1487,AlNi,60
mp-979294,SrAgO3,42
mp-10048,GaAs,19
mp-996975,CuAgO2,10
mp-9927,MgRhF6,22
mp-985805,AlAg2,29
mp-29678,AgBiS2,14
mp-997055,CuBiO2,16
mp-997054,CuBiO2,16
mp-997100,SrAgO2,29
mp-997031,MgCuO2,59
mp-998981,TiAl3,69
mp-998988,Ti3Ga,13
mp-999027,Ti3Al,22
mp-8880,AlP,45
mp-8883,GaAs,39
mp-999540,MnSe,13
mp-8881,AlAs,38
mp-13208,Mg2Pt,36
mp-8884,ZnTe,21
mp-19795,InS,10
mp-504659,Hf2P,73
mp-8882,GaP,50
mp-796,Nb3Al,19
mp-22882,YbBr2,10
mp-50,Ta,62
mp-11456,HfPt3,105
mp-191,YRh,42
mp-30849,TaPt2,62
mp-4626,CaCO3,31
mp-1986,ZnO,33
mp-30840,Ti2Pd3,37
mp-20738,FeSi2,123
mp-1483,SiRh,83
mp-21385,In3Ni2,45
mp-5724,AlPO4,23
mp-22905,LiCl,21
mp-22904,CaCl2,11
mp-15179,Pr2S3,34
mp-15178,Lu4C7,74
mp-1265,MgO,116
mp-2294,Al3Ir,39
mp-554278,TiO2,59
mp-2291,Si2Ni,16
mp-30811,Ni4W,89
mp-241,CdF2,25
mp-569794,Ta,58
mp-313,YC2,17
mp-642659,V2H,44
mp-7437,KZnP,23
mp-569196,YNi3,51
mp-1294,YCo2,28
mp-2589,MgO2,85
mp-30876,Zr3Sn,37
mp-2588,YCo3,39
mp-715553,VO2,43
mp-30599,Ti2Cu3,38
mp-30594,Cu4Pd,43
mp-555763,ZnS,32
mp-2513,As2Pt,80
mp-12657,HfAl2,87
mp-31219,Si3W5,120
mp-2512,AsPd5,42
mp-2510,ZrHg,10
mp-67,Sc,30
mp-216,Sc2O3,79
mp-20344,Fe3Ge,59
mp-1314,Li12Si7,31
mp-2,Pd,35
mp-754455,Sc2O3,77
mp-10905,Al3Pt2,73
mp-10692,CoGe,75
mp-11441,Hf2Ga3,63
mp-555434,As2O5,42
mp-11449,HfMn2,50
mp-3472,PbSO4,17
mp-915,YCd,20
mp-22389,Mn3Sn,53
mp-1459,TaN,236
mp-30850,TaPt3,85
mp-30858,ZrPt3,101
mp-20741,ReO3,97
mp-1272,Cr3Ru,95
mp-30856,ZnPt3,64
mp-1279,TaN,180
mp-381,SiRu,96
mp-30490,Mg3Cd,21
mp-10903,AlPt,15
mp-769096,MnP4,82
mp-10901,Al3Pd2,62
mp-9812,ZnCO3,47
mp-2283,ZrCo,44
mp-3589,BPO4,59
mp-2287,SiRh,84
mp-7542,GeP3,28
mp-7541,SnP3,22
mp-7891,Mg3As2,19
mp-24192,ErH2,49
mp-18316,Mg2Pd,28
mp-2327,TiZn16,27
mp-7140,SiC,182
mp-30746,YIr,49
mp-31337,InPd3,25
mp-24719,NiH,68
mp-23262,Bi2O3,28
mp-23263,LaBr3,12
mp-10256,VTe,36
mp-2128,Sn4Pd,21
mp-11299,Cd2Hg,11
mp-30581,Hf2Cu,56
mp-20426,Fe2As,41
mp-11290,CaSn3,26
mp-31205,Zr3Fe,35
mp-193,Zr2Cu,45
mp-10281,ZnS,33
mp-21476,Fe2N,88
mp-1056,Tb2O3,61
mp-8062,SiC,178
mp-3955,AlPO4,32
mp-21342,V3Sn,21
mp-7262,ZnAs2,28
mp-10695,ZnS,31
mp-755,CoSb2,60
mp-3953,CaCO3,28
mp-633538,B9C,112
mp-30672,Ti3Ga,54
mp-481,ScPt3,88
mp-20351,InP,29
mp-486,NiP2,52
mp-489,Ge4Ir,55
mp-644481,ScO,91
mp-921,YRh2,60
mp-20194,CeO2,66
mp-922,CoPt3,88
mp-341,PbF4,12
mp-927,CuP2,47
mp-390,TiO2,52
mp-2116,ZrMn2,48
mp-395,ZrAl3,82
mp-20225,CePb3,16
mp-999473,ZnN,56
mp-566755,NiF2,41
mp-1118,SiNi2,62
mp-12086,Cu3Pt,45
mp-1111,Mn5Si3,32
mp-1784,CsF,10
mp-7440,NaP,12
mp-14019,NiB,109
mp-11452,HfOs,116
mp-11453,HfPd3,84
mp-558378,Pd3S,34
mp-1201,Sb2Te3,11
mp-19895,NiSb2,38
mp-1598,Na3P,13
mp-1594,Ni2Ge,40
mp-316,MnV,115
mp-1592,Ag2Te,14
mp-1203,TiO,103
mp-2337,HfCo2,74
mp-2367,LaC2,21
mp-315,PbF2,22
mp-5409,Y4Al2O9,64
mp-20599,PdPb2,17
mp-11280,TiBe12,50
mp-2680,LaB6,117
mp-11284,CaGa2,40
mp-1869,GaPd2,40
mp-568293,Ca3N2,39
mp-2696,MgAg,25
mp-20541,V2P,99
mp-2698,YCu2,21
mp-2562,MnS,16
mp-19876,InNi,49
mp-585,MnB2,166
mp-2697,SrO2,36
mp-5625,Ag2SO4,10
mp-21318,PtPb2,15
mp-1968,La2O3,28
mp-12104,NbSi2,140
mp-583,CoAs,78
mp-31086,NaP5,16
mp-755875,Ti3O4,79
mp-12108,VPt2,106
mp-1969,NbSb2,67
mp-561637,VO2,55
mp-3519,ZrSO,50
mp-546794,SiO2,32
mp-933,YAs,48
mp-934,LiTl,15
mp-938,GeTe,20
mp-2369,SnPd,30
mp-363,NbGe2,104
mp-21296,PtPb4,13
mp-94,Cd,15
mp-932,ScGa3,34
mp-1108,TaB2,197
mp-930,ZrP,66
mp-485,ZrNi3,69
mp-20211,Mn3Si,92
mp-1918,FeRh,74
mp-4779,Li2B4O7,36
mp-1215,Ti2O,101
mp-542595,Ge2W,135
mp-23152,Bi,11
mp-1219,BaGa2,24
mp-550172,SnO2,75
mp-20847,Ti5Sn3,46
mp-1216,YbO,87
mp-9918,LiGe,21
mp-2706,SnF4,18
mp-30655,Ga4Ni3,62
mp-380,ZnSe,26
mp-11684,SiO2,55
mp-11385,YFe5,67
mp-556961,SiO2,37
mp-11387,HfGa3,67
mp-189,SiRu,93
mp-16514,Al3Ni5,66
mp-4559,BaCO3,20
mp-9371,ErF3,35
mp-12684,LaAl,34
mp-16860,Mg13Ir3,28
mp-971631,GaP,23
mp-3054,Li2CO3,21
mp-2685,HgPd,32
mp-33137,TcO2,96
mp-7029,SiO2,39
mp-714882,MnO,63
mp-1883,SnTe,23
mp-7938,KNbS2,43
mp-714880,VO2,107
mp-18835,VPO4,64
mp-758933,B8O,177
mp-9716,TiBO3,69
mp-11499,YMg2,22
mp-11567,ScZn12,48
mp-755690,NbO2,71
mp-590,NiAs,45
mp-1380,Zn3Ru,50
mp-3934,Cu3PS4,35
mp-31138,MnPd3,45
mp-372,VPt3,107
mp-1132,CdO,45
mp-10744,Si3Pt2,14
mp-374,CrB2,181
mp-5373,Y2Ti2O7,98
mp-1138,LiF,50
mp-246,TiF3,31
mp-2490,GaP,50
mp-11,As,21
mp-249,HfAl,71
mp-1769,SbPd,27
mp-2493,CeN,76
mp-11397,Ga3Ni2,62
mp-19575,Cr5O12,41
mp-10497,SrC2,11
mp-1842,NbAl3,103
mp-1840,TiO2,77
mp-11393,Nb3Ga2,95
mp-2783,Ta2Si,110
mp-8780,Cr2N,136
mp-1020011,Li14P2(N2O)3,69
mp-20196,NbTe4,19
mp-6986,Ta,241
mp-20971,SnPt3,57
mp-30797,Nb5Te4,40
mp-2209,CeGa2,52
mp-6988,FeN,47
mp-11571,YSn3,10
mp-11578,VZn3,61
mp-553432,TiO2,13
mp-16521,Al3Os2,113
mp-559435,CoF3,39
mp-16523,Al3Pd5,47
mp-1429,SmCo5,40
mp-1519,CaTe,23
mp-1498,Al21Pd8,50
mp-6945,SiO2,39
mp-1490,AlAu4,13
mp-344,BN,83
mp-317,SnRh,54
mp-1128,SiIr,76
mp-15619,GaAs,41
mp-1121,GaCo,57
mp-343,PrN,90
mp-20305,InAs,24
mp-7475,La2S3,32
mp-8352,SiO2,48
mp-3635,LiBO2,11
mp-8039,AlF3,70
mp-1515,ZrSi2,93
mp-406,CdTe,13
mp-1371,Sn3Pd,24
mp-25620,V2O5,16
mp-861943,BPt3,89
mp-11192,TaSi2,141
mp-11191,CrSi2,156
mp-30671,Ti2Ga,62
mp-16526,AlPt2,56
mp-2481,Mg2Cu,25
mp-559798,NiF2,41
mp-171,VNi3,93
mp-2488,SiOs,57
mp-1458,Nb3Ir,98
mp-2797,YCu5,42
mp-1779,YbTe,25
mp-1775,SnAu,18
mp-10390,Ta2O5,66
mp-2795,ZrC,159
mp-30785,Mn3Pt,41
mp-18922,Mn5O8,45
mp-30784,Mg2Zn11,33
mp-2517,Ca2Si,21
mp-572283,SiO2,40
mp-2516,YZn,27
mp-1934,LiZn,19
mp-1882,CaCu5,37
mp-12693,Mg2Rh,32
mp-13164,Ti2Pd,58
mp-25262,TiO2,69
mp-306,B2O3,31
mp-20943,TePb,10
mp-12802,AlCu3,43
mp-22598,In2O3,58
mp-18937,V2O3,80
mp-1695,Y2C3,59
mp-81,Au,17
mp-776911,MgO,48
mp-101,Ir,213
mp-19399,Cr2O3,111
mp-21092,InNi2,12
mp-755071,SnO2,46
mp-2557,Zr2Al,52
mp-2053,Nb3Sb,80
mp-17639,Y2Zn17,51
mp-12659,Mn2Nb,74
mp-17413,Ti3Rh5,68
mp-642644,V2H,38
mp-1798,CeMg3,27
mp-8484,ZnO2,62
mp-1502,Al2Pt,38
mp-16522,Al2Pd,30
mp-1159,Zr2Fe,30
mp-30684,Zr3Ga2,64
mp-20318,Mn2B,172
mp-351,SiNi,69
mp-23195,Bi2O3,24
mp-21167,Ni2P,41
mp-30683,ZrGa2,63
mp-1086,TaC,208
mp-36779,PNO,51
mp-7506,Cr5Si3,132
mp-30682,ZrGa,69
mp-1799,TaCo2,119
mp-3822,SrCO3,29
mp-1867,Ta2Ni,80
mp-25145,VO2,57
mp-684903,V2N,140
mp-22498,CrSb2,27
mp-2126,HfIr3,137
mp-2121,ScAl3,71
mp-2234,Er2S3,32
mp-468,AlF3,56
mp-1416,NbF4,14
mp-11364,TiCu,37
mp-284,AlCo,115
mp-1823,Ti3Al,60
mp-20465,As2Pd,45
mp-1822,TiAs,67
mp-10162,La3Si2,25
mp-2478,NbSi2,140
mp-1038,MgCu2,36
mp-429,ZnNi,52
mp-2612,GeTe,35
mp-12065,Ag3Pt,30
mp-754698,NbO2,49
mp-30572,Hf2Ga,61
mp-867351,Tc,140
mp-24728,VH2,91
mp-20327,TiP2,89
mp-1797,MnNi,23
mp-7709,ZnF2,30
mp-1437,LiCd,10
mp-10711,VSi2,146
mp-328,Zr2Ni,20
mp-22864,Bi2Pt,22
mp-5348,MgCO3,59
mp-432,NbRu,53
mp-10904,AlPt,73
mp-437,MgAu,25
mp-8943,PtF4,16
mp-2691,CdSe,14
mp-34688,TiO2,54
mp-1099,NiGe,54
mp-15679,CoAs,71
mp-2225,Be2Fe,146
mp-2221,Zr2Ag,35
mp-12794,Al2Cu,47
mp-1005,FeP,106
mp-1841,SiIr3,118
mp-1479,BP,160
mp-30875,Ti2Sn,58
mp-22095,Ga2Pt,20
mp-2534,GaAs,39
mp-2533,NbO2,83
mp-2536,Ni2B,98
mp-20928,Sb2Ru,73
mp-22787,Fe2Si,116
mp-1018067,CrFe3,80
